times, Ki67_negative_absolute_error, Ki67_positive_premitotic_absolute_error, Ki67_positive_postmitotic_absolute_error
2010.00000000,1.36886321,1.55833249,1.25394670
2040.00000000,1.37925599,1.56402659,1.27003356
2070.00000000,1.38714310,1.56440810,1.27830219
2100.00000000,1.39583414,1.56813825,1.28326307
2130.00000000,1.40339223,1.57677141,1.29945431
2160.00000000,1.40712272,1.58622268,1.31263607
2190.00000000,1.42294918,1.59541121,1.33765109
2220.00000000,1.43655452,1.60486034,1.36070555
2250.00000000,1.44810474,1.61618672,1.38358214
2280.00000000,1.45586286,1.63222483,1.40737835
2310.00000000,1.45805781,1.63934667,1.41669514
2340.00000000,1.46207470,1.63960390,1.42045480
2370.00000000,1.46479324,1.64096491,1.42453435
2400.00000000,1.47118785,1.64859313,1.43855719
2430.00000000,1.47399355,1.65444821,1.44721797
2460.00000000,1.47579207,1.65977971,1.45075094
2490.00000000,1.47778435,1.66570401,1.45468296
2520.00000000,1.48207043,1.66615279,1.45852025
2550.00000000,1.48553276,1.67818198,1.47401176
2580.00000000,1.49108450,1.69683557,1.49821709
2610.00000000,1.49982435,1.70837371,1.51849508
2640.00000000,1.50306458,1.71324265,1.52660426
2670.00000000,1.51110016,1.71478017,1.53617735
2700.00000000,1.51738463,1.71754400,1.54522565
2730.00000000,1.52156015,1.71900451,1.55086168
2760.00000000,1.52615246,1.71999351,1.55644300
2790.00000000,1.52729876,1.72432345,1.56191923
2820.00000000,1.53090557,1.73077614,1.57197874
2850.00000000,1.53454319,1.74727087,1.58483584
2880.00000000,1.53861838,1.75847927,1.59196905
2910.00000000,1.54209044,1.77057915,1.60059687
2940.00000000,1.54425035,1.78121148,1.60906929
2970.00000000,1.55331986,1.79094529,1.60973358
3000.00000000,1.55953930,1.79444760,1.61245070
3030.00000000,1.56771403,1.79736002,1.61771301
3060.00000000,1.57975093,1.80842889,1.61868104
3090.00000000,1.59264911,1.81783124,1.62217687
3120.00000000,1.60815818,1.82140817,1.63410900
3150.00000000,1.61839338,1.82220381,1.64354855
3180.00000000,1.61919061,1.82819951,1.64874702
3210.00000000,1.62098121,1.83737212,1.65971023
3240.00000000,1.62175654,1.84452957,1.66609234
3270.00000000,1.62504939,1.85252762,1.67738325
3300.00000000,1.63049958,1.86496911,1.69527492
3330.00000000,1.63327430,1.87880004,1.70633113
3360.00000000,1.63432002,1.89890512,1.72539049
3390.00000000,1.63477094,1.91835256,1.74438700
3420.00000000,1.64257027,1.93817397,1.75640908
3450.00000000,1.65229593,1.95184150,1.76035094
3480.00000000,1.66295664,1.96322750,1.76107623
3510.00000000,1.67656952,1.97709767,1.76133352
3540.00000000,1.68983943,1.98707932,1.76462177
3570.00000000,1.69551624,1.98753527,1.77075453
3600.00000000,1.69636138,1.99580212,1.77986653
