times, Ki67_negative_absolute_error, Ki67_positive_premitotic_absolute_error, Ki67_positive_postmitotic_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00773231,0.09256937,0.10030169
60.00000000,0.02104857,0.18039286,0.17480892
90.00000000,0.04081148,0.25566914,0.23032229
120.00000000,0.06732320,0.31986376,0.26800519
150.00000000,0.09941861,0.38045450,0.29650051
180.00000000,0.13121992,0.43054174,0.31478644
210.00000000,0.15594973,0.46870524,0.32822014
240.00000000,0.18098816,0.50190156,0.33637802
270.00000000,0.20595404,0.53711188,0.34662246
300.00000000,0.23207413,0.56809047,0.35148096
330.00000000,0.25439033,0.58823353,0.35365411
360.00000000,0.27548471,0.60093216,0.36204985
390.00000000,0.29201119,0.61354671,0.36596178
420.00000000,0.30630746,0.62842628,0.36654507
450.00000000,0.32510919,0.64122270,0.37255038
480.00000000,0.34255997,0.65295613,0.37826773
510.00000000,0.36275586,0.66584134,0.38557841
540.00000000,0.37679063,0.67476981,0.39068470
570.00000000,0.38546381,0.67584781,0.39827988
600.00000000,0.39440078,0.67743113,0.40880016
630.00000000,0.39543506,0.68466171,0.41706502
660.00000000,0.39559264,0.69520958,0.42777047
690.00000000,0.39595008,0.69866570,0.43158403
720.00000000,0.39683474,0.70642223,0.44022521
750.00000000,0.40256348,0.71673465,0.44480889
780.00000000,0.40781581,0.72451780,0.44733971
810.00000000,0.41477460,0.73564781,0.45151092
840.00000000,0.42407935,0.74831887,0.45487722
870.00000000,0.43212214,0.75960857,0.45812414
900.00000000,0.43604716,0.76484475,0.45943530
930.00000000,0.44188383,0.76693128,0.46318543
960.00000000,0.44254669,0.77115299,0.46807001
990.00000000,0.44481275,0.77715559,0.47180654
1020.00000000,0.44730587,0.78148684,0.47364465
1050.00000000,0.44920920,0.78407764,0.47433214
1080.00000000,0.45164566,0.78672076,0.47453880
1110.00000000,0.45576100,0.78897378,0.47640113
1140.00000000,0.45892804,0.79106046,0.47748147
1170.00000000,0.45953591,0.79341143,0.48044031
1200.00000000,0.45996495,0.79751263,0.48497055
1230.00000000,0.46041037,0.80103803,0.48894137
1260.00000000,0.46121595,0.80468026,0.49338918
