times, Ki67_negative_absolute_error, Ki67_positive_premitotic_absolute_error, Ki67_positive_postmitotic_absolute_error
1290.00000000,0.46446785,0.80778545,0.49353589
1320.00000000,0.46741890,0.81013033,0.49883181
1350.00000000,0.47217472,0.81103573,0.50449302
1380.00000000,0.47962331,0.81178727,0.51119007
1410.00000000,0.48475092,0.81366281,0.51444214
1440.00000000,0.48939106,0.81472631,0.51801878
1470.00000000,0.49198593,0.81604113,0.52192847
1500.00000000,0.49305794,0.81617941,0.52313875
1530.00000000,0.49405627,0.82089237,0.52685337
1560.00000000,0.49765594,0.82507322,0.52743456
1590.00000000,0.50136219,0.82763827,0.52857576
1620.00000000,0.50281348,0.83092411,0.53041031
1650.00000000,0.50313263,0.83216381,0.53133084
1680.00000000,0.50601393,0.83349774,0.53554607
1710.00000000,0.50738622,0.83361291,0.53703352
1740.00000000,0.50910864,0.83526889,0.54041193
1770.00000000,0.51164782,0.83873505,0.54641726
1800.00000000,0.51425504,0.83947469,0.54976412
1830.00000000,0.51691514,0.84300623,0.55595575
1860.00000000,0.51859103,0.84624369,0.56086911
1890.00000000,0.51959964,0.85054502,0.56617905
1920.00000000,0.51981936,0.85172038,0.56757413
1950.00000000,0.51995732,0.85265014,0.56836594
1980.00000000,0.52164400,0.85330464,0.56939812
2010.00000000,0.52515232,0.85601898,0.57019211
2040.00000000,0.52968694,0.86057820,0.57021670
2070.00000000,0.53370754,0.86447431,0.57034120
2100.00000000,0.53653770,0.86826964,0.57130636
2130.00000000,0.53909537,0.87110805,0.57158709
2160.00000000,0.54132569,0.87591597,0.57416469
2190.00000000,0.54317859,0.88056912,0.57696494
2220.00000000,0.54396879,0.88684073,0.58402675
2250.00000000,0.54466468,0.89316359,0.59104551
2280.00000000,0.54510035,0.90044772,0.59789398
2310.00000000,0.54725990,0.90795241,0.60323912
2340.00000000,0.54754778,0.91354073,0.60911533
2370.00000000,0.54874655,0.91554557,0.60992139
2400.00000000,0.54898626,0.91809606,0.61223217
2430.00000000,0.55080020,0.92064074,0.61296291
2460.00000000,0.55224129,0.92180893,0.61323580
2490.00000000,0.55262915,0.92409015,0.61590489
2520.00000000,0.55427021,0.92463141,0.61700469
2550.00000000,0.55778726,0.92535012,0.62124046
2580.00000000,0.55985927,0.92776862,0.62573098
2610.00000000,0.56119023,0.93068134,0.62997464
2640.00000000,0.56125276,0.93184576,0.63120160
2670.00000000,0.56161318,0.93367440,0.63266982
2700.00000000,0.56244598,0.93670535,0.63486798
2730.00000000,0.56633923,0.94035848,0.63510810
2760.00000000,0.57061744,0.94724972,0.63772112
2790.00000000,0.57448489,0.95335416,0.63995812
2820.00000000,0.57791347,0.95971246,0.64288784
2850.00000000,0.58320969,0.97024977,0.64812892
2880.00000000,0.59237417,0.98206245,0.65077711
2910.00000000,0.60120537,0.99419975,0.65408321
2940.00000000,0.60833690,1.00451891,0.65727084
2970.00000000,0.61330597,1.01343611,0.66121896
3000.00000000,0.61802891,1.02105737,0.66411728
3030.00000000,0.62100958,1.02666685,0.66674610
3060.00000000,0.62414487,1.03219776,0.66914172
3090.00000000,0.62961925,1.03795289,0.66942248
3120.00000000,0.63396981,1.03997773,0.67174819
3150.00000000,0.63856377,1.04032216,0.67668658
3180.00000000,0.64372339,1.04061386,0.68213790
3210.00000000,0.64551844,1.04218865,0.68550773
3240.00000000,0.64655889,1.04352111,0.68788065
3270.00000000,0.64753944,1.04497173,0.69031181
3300.00000000,0.64814403,1.04613948,0.69208415
3330.00000000,0.64848268,1.04902579,0.69463182
3360.00000000,0.65103338,1.05381412,0.69686944
3390.00000000,0.65389638,1.05683157,0.69702389
3420.00000000,0.65626064,1.06052370,0.69835177
3450.00000000,0.65876466,1.06269313,0.69868638
3480.00000000,0.65929416,1.06406244,0.69952618
3510.00000000,0.65973347,1.06446540,0.69956253
3540.00000000,0.65984143,1.06470674,0.69991183
3570.00000000,0.65993549,1.06529243,0.70040347
3600.00000000,0.66007739,1.06569668,0.70066582
