times, Ki67_negative_absolute_error, Ki67_positive_premitotic_absolute_error, Ki67_positive_postmitotic_absolute_error
1800.00000000,0.51167249,0.91064165,0.73966265
1830.00000000,0.51563067,0.91576988,0.74083271
1860.00000000,0.51836497,0.92337638,0.74570491
1890.00000000,0.52455764,0.92939646,0.74587750
1920.00000000,0.52985242,0.93004404,0.75052470
1950.00000000,0.53379650,0.93374925,0.75817400
1980.00000000,0.53437569,0.93954304,0.76338862
2010.00000000,0.54155628,0.94536237,0.76474988
2040.00000000,0.54258015,0.94770840,0.76607204
2070.00000000,0.54296479,0.94773556,0.76648384
2100.00000000,0.54528322,0.95205600,0.77312270
2130.00000000,0.54606008,0.95633133,0.77817490
2160.00000000,0.55004150,0.96240352,0.78026566
2190.00000000,0.55820795,0.96801669,0.78281894
2220.00000000,0.56967411,0.97332463,0.78897716
2250.00000000,0.57899176,0.97830499,0.79331445
2280.00000000,0.58653814,0.98031225,0.79885357
2310.00000000,0.59119342,0.98147629,0.80234480
2340.00000000,0.59474271,0.98298086,0.80739866
2370.00000000,0.59721017,0.98453593,0.81142120
2400.00000000,0.59899415,0.98591093,0.81458017
2430.00000000,0.60143457,0.98674011,0.81619141
2460.00000000,0.60574299,0.98715556,0.82091528
2490.00000000,0.60798057,0.98719542,0.82319273
2520.00000000,0.60930166,0.98899568,0.82367190
2550.00000000,0.60996917,0.99387371,0.82788243
2580.00000000,0.61254788,1.00108063,0.83766806
2610.00000000,0.61410668,1.00697346,0.84511968
2640.00000000,0.61417484,1.00957857,0.84765663
2670.00000000,0.61512976,1.01011685,0.84807326
2700.00000000,0.61802364,1.01213413,0.85298443
2730.00000000,0.62151831,1.01371919,0.85489403
2760.00000000,0.62209665,1.01374237,0.85549555
2790.00000000,0.62213281,1.01377565,0.85549843
2820.00000000,0.62245783,1.01568710,0.85773491
2850.00000000,0.62436246,1.01879750,0.86274993
2880.00000000,0.62441034,1.01953928,0.86344383
2910.00000000,0.62516018,1.02041398,0.86356869
2940.00000000,0.62684066,1.02047216,0.86530736
2970.00000000,0.63095381,1.02339771,0.86649498
3000.00000000,0.63297627,1.02463090,0.86728425
3030.00000000,0.63317027,1.02717353,0.87002087
3060.00000000,0.63405949,1.02759719,0.87048643
3090.00000000,0.63412901,1.02777857,0.87073732
3120.00000000,0.63778867,1.02900834,0.87562676
3150.00000000,0.63878072,1.03221548,0.87784184
3180.00000000,0.64054785,1.03537172,0.87923095
3210.00000000,0.64129712,1.03808220,0.88119216
3240.00000000,0.64214692,1.04028004,0.88254021
3270.00000000,0.64461583,1.04061669,0.88534578
3300.00000000,0.64642154,1.04335158,0.88988636
3330.00000000,0.64943009,1.04499585,0.89125065
3360.00000000,0.64980513,1.04525160,0.89188144
3390.00000000,0.65206902,1.04743827,0.89195867
3420.00000000,0.65335134,1.04785730,0.89366001
3450.00000000,0.65352641,1.04859441,0.89422205
3480.00000000,0.65633716,1.04901750,0.89660970
3510.00000000,0.65679273,1.05009450,0.89723113
3540.00000000,0.65694147,1.05170939,0.89899476
3570.00000000,0.65938089,1.05380596,0.89933760
3600.00000000,0.66337170,1.05799422,0.89953505
