times, Ki67_negative_absolute_error, Ki67_positive_premitotic_absolute_error, Ki67_positive_postmitotic_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.02026018,0.08663705,0.10689722
60.00000000,0.02119543,0.17568293,0.19500786
90.00000000,0.04131648,0.25541924,0.25462312
120.00000000,0.06871230,0.31931379,0.29112185
150.00000000,0.10230049,0.38042833,0.31864821
180.00000000,0.13563551,0.42946036,0.33434522
210.00000000,0.17519363,0.46372488,0.33963883
240.00000000,0.21380083,0.48984786,0.35212305
270.00000000,0.25039066,0.50205482,0.37650593
300.00000000,0.27378213,0.50584202,0.39611019
330.00000000,0.29115140,0.50636082,0.41296065
360.00000000,0.30519231,0.50871374,0.42935449
390.00000000,0.31354720,0.51477981,0.44377544
420.00000000,0.31584911,0.52466004,0.45595758
450.00000000,0.31651575,0.53633305,0.46829723
480.00000000,0.31931609,0.54339263,0.47255647
510.00000000,0.32487357,0.55663650,0.48024287
540.00000000,0.33161708,0.57693040,0.49379325
570.00000000,0.33813429,0.59279713,0.50314276
600.00000000,0.34063330,0.60868135,0.51652796
630.00000000,0.34723086,0.61916081,0.52040987
660.00000000,0.34945009,0.62327954,0.52230937
690.00000000,0.35269341,0.62880111,0.52458761
720.00000000,0.35863248,0.63706772,0.52691516
750.00000000,0.36247836,0.64947822,0.53547978
780.00000000,0.36599082,0.65815459,0.54766860
810.00000000,0.36699493,0.66610718,0.55461709
840.00000000,0.36743584,0.67292632,0.56187714
870.00000000,0.37046048,0.67562654,0.56760198
900.00000000,0.37158872,0.68211252,0.57295972
930.00000000,0.37380846,0.68886091,0.57748837
960.00000000,0.37482163,0.70303378,0.59064807
990.00000000,0.37562214,0.72261081,0.61102560
1020.00000000,0.37981690,0.73833863,0.62255868
1050.00000000,0.38338805,0.74959909,0.63024800
1080.00000000,0.38748222,0.76276951,0.63932426
1110.00000000,0.39457881,0.77214501,0.64160316
1140.00000000,0.39987985,0.77987933,0.64403645
1170.00000000,0.41042638,0.78728653,0.64717578
1200.00000000,0.41884720,0.79760917,0.64907760
1230.00000000,0.42238240,0.80491648,0.65284972
1260.00000000,0.42997181,0.81272543,0.65306927
1290.00000000,0.44030220,0.81709548,0.65902962
1320.00000000,0.45008875,0.82405727,0.66185439
1350.00000000,0.45852486,0.82707489,0.66727288
1380.00000000,0.45989322,0.82722576,0.66879210
1410.00000000,0.46053864,0.82831316,0.66923409
1440.00000000,0.46380720,0.82960043,0.67121539
1470.00000000,0.46390145,0.82972462,0.67124533
1500.00000000,0.46855200,0.83117548,0.67734673
1530.00000000,0.47012464,0.83508525,0.68282915
1560.00000000,0.47071064,0.84120274,0.68836064
1590.00000000,0.47218320,0.84187333,0.68916262
1620.00000000,0.47678724,0.84195364,0.69384697
1650.00000000,0.48279370,0.84506483,0.70296462
1680.00000000,0.48570893,0.85258789,0.70757245
1710.00000000,0.49271958,0.86421434,0.71218825
1740.00000000,0.49879167,0.87967850,0.72158032
1770.00000000,0.50710737,0.89691615,0.73050227
