times, Ki67_negative_absolute_error, Ki67_positive_premitotic_absolute_error, Ki67_positive_postmitotic_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.02611669,0.07864775,0.10476445
60.00000000,0.04048275,0.14874586,0.18922861
90.00000000,0.04660427,0.21140441,0.25800868
120.00000000,0.05650821,0.27544852,0.31214885
150.00000000,0.07381408,0.33689614,0.35629060
180.00000000,0.09506057,0.38992895,0.38807691
210.00000000,0.12478640,0.43172215,0.40014428
240.00000000,0.15277708,0.46739839,0.40782984
270.00000000,0.17760862,0.49286295,0.40846287
300.00000000,0.18515567,0.50433849,0.41239135
330.00000000,0.19410703,0.50618557,0.42318978
360.00000000,0.20551269,0.51285214,0.42792887
390.00000000,0.21098482,0.51290588,0.43334726
420.00000000,0.21310892,0.51449215,0.43705761
450.00000000,0.22581015,0.53251167,0.44237591
480.00000000,0.24274912,0.55300214,0.44592741
510.00000000,0.26695433,0.56956011,0.45357465
540.00000000,0.29215437,0.58362113,0.46471367
570.00000000,0.29908662,0.58607769,0.46918937
600.00000000,0.30903953,0.58848457,0.48154915
630.00000000,0.31883038,0.58946119,0.49231662
660.00000000,0.32426054,0.59085467,0.49635331
690.00000000,0.33981217,0.59818283,0.50457678
720.00000000,0.34541461,0.59929869,0.51129508
750.00000000,0.34875071,0.60456533,0.51322563
780.00000000,0.36121519,0.62206757,0.51826340
810.00000000,0.38150126,0.64215878,0.51845825
840.00000000,0.39447604,0.66203152,0.52535621
870.00000000,0.40143862,0.66841075,0.52593956
900.00000000,0.40766897,0.67598227,0.52728073
930.00000000,0.41968075,0.68415793,0.53111684
960.00000000,0.43484939,0.68483026,0.54561315
990.00000000,0.43907551,0.69139181,0.55640082
1020.00000000,0.44522100,0.69696774,0.55697039
1050.00000000,0.44992805,0.69924619,0.55939899
1080.00000000,0.44994600,0.70441777,0.56458852
1110.00000000,0.45790793,0.71494805,0.56715685
1140.00000000,0.47246960,0.72633552,0.57033105
1170.00000000,0.48989062,0.73591441,0.57817318
1200.00000000,0.50761351,0.74516102,0.58664946
1230.00000000,0.52048826,0.75848669,0.58710038
1260.00000000,0.53603483,0.77159156,0.58954208
1290.00000000,0.55222210,0.78343387,0.59388703
1320.00000000,0.56682072,0.79421249,0.59770703
1350.00000000,0.57650177,0.80390350,0.59771698
1380.00000000,0.58944553,0.81518361,0.59938063
1410.00000000,0.60233379,0.81790107,0.61498635
1440.00000000,0.61176271,0.82390991,0.63042410
1470.00000000,0.62199162,0.82694637,0.63761656
1500.00000000,0.63013924,0.83037690,0.64233364
1530.00000000,0.64066157,0.83644977,0.64678310
1560.00000000,0.65445219,0.84007548,0.65694801
1590.00000000,0.66085409,0.84375369,0.66702810
1620.00000000,0.66163916,0.84881391,0.67130324
1650.00000000,0.66524132,0.85048658,0.67657806
1680.00000000,0.66827911,0.85501185,0.68414113
1710.00000000,0.67198784,0.86363215,0.69647016
1740.00000000,0.67439455,0.87129463,0.70653936
1770.00000000,0.67801323,0.87914744,0.71077348
1800.00000000,0.68307295,0.88440439,0.71097071
1830.00000000,0.69058682,0.89291041,0.71196286
1860.00000000,0.69917706,0.90081260,0.71265088
1890.00000000,0.70527476,0.90891023,0.71465081
1920.00000000,0.71039700,0.90979901,0.71888427
1950.00000000,0.71676682,0.91503821,0.72001490
1980.00000000,0.71936719,0.92670553,0.72908186
2010.00000000,0.72798560,0.94368759,0.73744552
2040.00000000,0.73691356,0.95500517,0.73983514
2070.00000000,0.74654572,0.96709114,0.74228895
2100.00000000,0.75546472,0.98239642,0.74867522
2130.00000000,0.76434072,0.99698188,0.75438470
2160.00000000,0.76947191,1.01274620,0.76501783
2190.00000000,0.78378763,1.03217915,0.77013507
2220.00000000,0.79928637,1.04898093,0.77143810
2250.00000000,0.81239968,1.06254740,0.77189126
2280.00000000,0.82847678,1.07954111,0.77280787
