times, Ki67_negative_absolute_error, Ki67_positive_premitotic_absolute_error, Ki67_positive_postmitotic_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.02337044,0.08037491,0.10374536
60.00000000,0.02708253,0.15015470,0.17723724
90.00000000,0.03368339,0.21176229,0.23224397
120.00000000,0.04596724,0.26574411,0.27394195
150.00000000,0.05915850,0.31127702,0.30628360
180.00000000,0.06838869,0.35368123,0.33945761
210.00000000,0.08519619,0.38621522,0.35518410
240.00000000,0.10585558,0.41737324,0.36568273
270.00000000,0.12728820,0.44355737,0.37043425
300.00000000,0.14186897,0.45303433,0.37553806
330.00000000,0.15472955,0.46005558,0.38137741
360.00000000,0.16866279,0.46924590,0.38612032
390.00000000,0.18063082,0.47245523,0.39487902
420.00000000,0.19199094,0.48025385,0.39844053
450.00000000,0.19300232,0.48458436,0.40175967
480.00000000,0.19806659,0.49444470,0.40655574
510.00000000,0.21019017,0.50094787,0.41217616
540.00000000,0.22127698,0.50355890,0.42065194
570.00000000,0.22309867,0.50405816,0.42297290
600.00000000,0.22977194,0.50594391,0.42776043
630.00000000,0.24119047,0.50910388,0.43601899
660.00000000,0.24548398,0.51364528,0.44485389
690.00000000,0.25254205,0.51413733,0.45141989
720.00000000,0.25339178,0.52550921,0.46364150
750.00000000,0.25601538,0.53596580,0.47147451
780.00000000,0.25781842,0.53655704,0.47268631
810.00000000,0.26528993,0.54111035,0.47560451
840.00000000,0.27243267,0.54976735,0.47711878
870.00000000,0.27337299,0.55310957,0.48140133
900.00000000,0.27457202,0.55645994,0.48355267
930.00000000,0.28214935,0.55872043,0.48886951
960.00000000,0.29255194,0.56306538,0.50361706
990.00000000,0.29599574,0.57502666,0.51213453
1020.00000000,0.29662118,0.57800267,0.51448510
1050.00000000,0.29736608,0.57848106,0.51475162
1080.00000000,0.29942263,0.58172258,0.51593660
1110.00000000,0.30469963,0.58458236,0.51835382
1140.00000000,0.31238285,0.59740785,0.52349609
1170.00000000,0.31953898,0.60723414,0.52616625
1200.00000000,0.32655431,0.61959702,0.53151380
1230.00000000,0.33332199,0.63181081,0.53695989
1260.00000000,0.34171213,0.64554909,0.54230806
1290.00000000,0.35282491,0.65625521,0.54271472
1320.00000000,0.36238578,0.66760146,0.54450008
1350.00000000,0.36812424,0.67940804,0.55056820
1380.00000000,0.37496929,0.69558023,0.55989533
1410.00000000,0.38391372,0.70493612,0.56030680
1440.00000000,0.39025301,0.70832751,0.56325470
1470.00000000,0.39765856,0.71681764,0.56433930
1500.00000000,0.40721105,0.72443125,0.56627817
1530.00000000,0.41678817,0.73278141,0.56750512
1560.00000000,0.42705806,0.73994836,0.57060805
1590.00000000,0.43433773,0.74773160,0.57111163
1620.00000000,0.44084449,0.74976727,0.57558271
1650.00000000,0.45063596,0.75297304,0.58216842
1680.00000000,0.45431988,0.75357948,0.58524588
1710.00000000,0.45568571,0.75822424,0.59125647
1740.00000000,0.45826641,0.76491361,0.59536512
1770.00000000,0.45997873,0.77103412,0.59977332
1800.00000000,0.46110716,0.77484292,0.60245369
1830.00000000,0.46410433,0.78203851,0.60665212
1860.00000000,0.46918228,0.78871295,0.60824863
1890.00000000,0.47386602,0.79718194,0.61203386
1920.00000000,0.47726316,0.79857264,0.61404029
1950.00000000,0.47875964,0.79982485,0.61428457
1980.00000000,0.47928847,0.80352562,0.61745651
2010.00000000,0.48688192,0.81059560,0.61797996
2040.00000000,0.49464554,0.81793870,0.61840048
2070.00000000,0.49994737,0.82231717,0.61932384
2100.00000000,0.50565784,0.82654147,0.62081001
2130.00000000,0.51143794,0.82981798,0.62331359
2160.00000000,0.51426963,0.83594463,0.62660856
2190.00000000,0.52238870,0.84755087,0.63009573
2220.00000000,0.53199383,0.85927470,0.63221444
2250.00000000,0.53988434,0.86779983,0.63284906
2280.00000000,0.55152507,0.87918727,0.63310236
2310.00000000,0.56019188,0.89045527,0.63570355
2340.00000000,0.56779440,0.90124762,0.63889339
2370.00000000,0.57721840,0.91004345,0.63952156
2400.00000000,0.58295766,0.91674634,0.64048519
2430.00000000,0.58693592,0.92022102,0.64098878
2460.00000000,0.58864900,0.92049378,0.64242910
2490.00000000,0.59293251,0.92253182,0.64467456
2520.00000000,0.59319522,0.92409085,0.64597088
2550.00000000,0.59494481,0.92473626,0.64836586
2580.00000000,0.60043343,0.92660058,0.65571880
2610.00000000,0.60467342,0.92861999,0.65793938
2640.00000000,0.60944092,0.93045986,0.66086700
2670.00000000,0.61187042,0.93276463,0.66099173
2700.00000000,0.61368291,0.93532810,0.66174272
2730.00000000,0.61548264,0.93729895,0.66191383
2760.00000000,0.61796985,0.93862466,0.66572676
2790.00000000,0.61820173,0.94249529,0.66982927
2820.00000000,0.61956902,0.94838763,0.67435431
2850.00000000,0.62268300,0.95556385,0.67841656
2880.00000000,0.62650422,0.95938043,0.67842120
2910.00000000,0.63031482,0.96127480,0.68033744
2940.00000000,0.63262080,0.96268667,0.68123156
2970.00000000,0.63320847,0.96751945,0.68547667
3000.00000000,0.63337580,0.96849688,0.68628677
3030.00000000,0.63375060,0.96997769,0.68814238
3060.00000000,0.63488012,0.97041325,0.68970746
3090.00000000,0.63528925,0.97203963,0.69092472
3120.00000000,0.63559093,0.97422610,0.69341286
3150.00000000,0.63586860,0.97610152,0.69556595
3180.00000000,0.63746853,0.98116577,0.69903026
3210.00000000,0.64006580,0.98891452,0.70418174
3240.00000000,0.64155947,0.99575730,0.70953086
3270.00000000,0.64537219,1.00281500,0.71277584
3300.00000000,0.64798892,1.00432713,0.71388044
3330.00000000,0.65142849,1.00616394,0.71548319
3360.00000000,0.65500724,1.00793711,0.71728879
3390.00000000,0.66076172,1.01071743,0.72026294
3420.00000000,0.66623924,1.01205623,0.72440166
3450.00000000,0.67130163,1.01222383,0.72963165
3480.00000000,0.67569646,1.01441682,0.73621947
3510.00000000,0.67852077,1.01805188,0.74267884
3540.00000000,0.67996308,1.02377678,0.74984606
3570.00000000,0.67998190,1.02728758,0.75337568
3600.00000000,0.68026582,1.03033564,0.75670766
