times, Ki67_negative_absolute_error, Ki67_positive_premitotic_absolute_error, Ki67_positive_postmitotic_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00929437,0.09045352,0.09974790
60.00000000,0.01853911,0.16952702,0.16957666
90.00000000,0.03188383,0.23617332,0.22287824
120.00000000,0.04312462,0.28098896,0.25645310
150.00000000,0.06646565,0.32509037,0.27721347
180.00000000,0.08945529,0.35199237,0.28112582
210.00000000,0.11293858,0.37637568,0.28202585
240.00000000,0.12387011,0.40116299,0.29588163
270.00000000,0.14903906,0.41670340,0.30551019
300.00000000,0.16652879,0.42158167,0.31812164
330.00000000,0.17965148,0.42219588,0.33185854
360.00000000,0.18542007,0.42809636,0.34352762
390.00000000,0.18552988,0.43166578,0.34720684
420.00000000,0.19005153,0.45218419,0.36320360
450.00000000,0.20381582,0.46691724,0.36417237
480.00000000,0.21870775,0.47222659,0.37375496
510.00000000,0.23459710,0.48308713,0.37878378
540.00000000,0.24992393,0.49035385,0.40137733
570.00000000,0.26359386,0.50833686,0.43303027
600.00000000,0.27171060,0.53071447,0.46352462
630.00000000,0.27767691,0.54477536,0.48355182
660.00000000,0.27871177,0.56205019,0.50186150
690.00000000,0.28083620,0.58421958,0.52190647
720.00000000,0.28361878,0.59211738,0.52702168
750.00000000,0.28597862,0.59442057,0.53168471
780.00000000,0.28719067,0.60014364,0.53619573
810.00000000,0.29625237,0.60312231,0.54227875
840.00000000,0.29859275,0.60735602,0.54885286
870.00000000,0.30328904,0.61300818,0.54980872
900.00000000,0.30715655,0.61467732,0.55534537
930.00000000,0.30901958,0.61775933,0.55656436
960.00000000,0.30998646,0.61933109,0.55716924
990.00000000,0.31063105,0.61992643,0.55840918
1020.00000000,0.31134424,0.62343732,0.56120687
1050.00000000,0.31269086,0.63355909,0.56998202
1080.00000000,0.31407564,0.63942716,0.57723488
1110.00000000,0.31782420,0.65268832,0.59424458
1140.00000000,0.32093687,0.66526120,0.60370479
1170.00000000,0.32347063,0.67920187,0.61511170
1200.00000000,0.32857180,0.68732675,0.61813540
1230.00000000,0.33016367,0.69750590,0.62672268
1260.00000000,0.33234421,0.70547180,0.63250805
1290.00000000,0.33251435,0.71188835,0.63909474
1320.00000000,0.34179737,0.71813525,0.64213086
1350.00000000,0.35232213,0.72759059,0.64320027
1380.00000000,0.35849819,0.73665964,0.64609327
1410.00000000,0.36090470,0.73945457,0.65129471
1440.00000000,0.36791174,0.74103034,0.65987751
1470.00000000,0.37463599,0.74324086,0.66439124
1500.00000000,0.37922638,0.74997318,0.66653317
1530.00000000,0.38332354,0.75599739,0.66846021
1560.00000000,0.38935842,0.75749961,0.67599731
1590.00000000,0.39388514,0.76058995,0.68361436
1620.00000000,0.39954287,0.76640901,0.68377569
