times, Ki67_negative_absolute_error, Ki67_positive_premitotic_absolute_error, Ki67_positive_postmitotic_absolute_error
1650.00000000,0.40997692,0.77545996,0.68515877
1680.00000000,0.42269308,0.78828957,0.68527222
1710.00000000,0.43009248,0.79192761,0.68903357
1740.00000000,0.43291661,0.79321039,0.69314048
1770.00000000,0.43663972,0.79576410,0.69430987
1800.00000000,0.43876057,0.80006978,0.69649470
1830.00000000,0.43892241,0.80142814,0.69801491
1860.00000000,0.44459255,0.80554678,0.69956640
1890.00000000,0.44466910,0.81080747,0.70490364
1920.00000000,0.45336611,0.82273461,0.70813378
1950.00000000,0.45591583,0.84121748,0.72406693
1980.00000000,0.45981601,0.85606407,0.73501334
2010.00000000,0.46851810,0.86971000,0.73995718
2040.00000000,0.47335803,0.87960498,0.74501223
2070.00000000,0.47413870,0.89072158,0.75690951
2100.00000000,0.47698936,0.89960876,0.76294603
2130.00000000,0.48252565,0.90813824,0.76593921
2160.00000000,0.49343254,0.91886319,0.76612114
2190.00000000,0.49980816,0.92594288,0.76682520
2220.00000000,0.50422305,0.92900615,0.76817684
2250.00000000,0.50992654,0.93447237,0.76841411
2280.00000000,0.51566478,0.93852813,0.77009658
2310.00000000,0.51805947,0.94423731,0.77341107
2340.00000000,0.51919683,0.94943898,0.77975011
2370.00000000,0.52048602,0.95082979,0.77985174
2400.00000000,0.52464897,0.95290180,0.78194267
2430.00000000,0.52801393,0.96020683,0.78588275
2460.00000000,0.53432576,0.96611422,0.78628719
2490.00000000,0.54303753,0.97611189,0.78757309
2520.00000000,0.55003012,0.98335250,0.78782111
2550.00000000,0.55890737,0.99179188,0.78825898
2580.00000000,0.56904821,0.99567280,0.79451890
2610.00000000,0.57566756,0.99728175,0.80274720
2640.00000000,0.58066114,1.00533076,0.81578978
2670.00000000,0.58250088,1.01033829,0.81895758
2700.00000000,0.58667076,1.01421264,0.82700181
2730.00000000,0.58689871,1.01870990,0.83127110
2760.00000000,0.59224278,1.02440866,0.83162580
2790.00000000,0.60007735,1.03100211,0.83286691
2820.00000000,0.60724985,1.03871065,0.83340294
2850.00000000,0.61377050,1.04279919,0.83583503
2880.00000000,0.62309607,1.04296193,0.84499786
2910.00000000,0.62956599,1.04373793,0.85224378
2940.00000000,0.63208863,1.04601537,0.85248898
2970.00000000,0.63606094,1.04904948,0.85342718
3000.00000000,0.64298601,1.05024153,0.85916019
3030.00000000,0.64570882,1.05404593,0.86568740
3060.00000000,0.64922650,1.05799272,0.87315187
3090.00000000,0.65161539,1.05876345,0.87631149
3120.00000000,0.65263966,1.06139389,0.87791766
3150.00000000,0.65335070,1.06207844,0.87794415
3180.00000000,0.65561370,1.06975902,0.88788774
3210.00000000,0.65759298,1.07780279,0.89791079
3240.00000000,0.66191072,1.08674478,0.90253504
3270.00000000,0.66630415,1.09639518,0.90779202
3300.00000000,0.66778255,1.10248835,0.91240678
3330.00000000,0.67127305,1.10896293,0.91539087
3360.00000000,0.67366399,1.11527608,0.91931309
3390.00000000,0.67654861,1.12107705,0.92222943
3420.00000000,0.67989907,1.12773934,0.92554126
3450.00000000,0.68226457,1.13151142,0.92694785
3480.00000000,0.68274987,1.13372923,0.92868036
3510.00000000,0.68373310,1.13832062,0.93228852
3540.00000000,0.68732429,1.14071244,0.93348790
3570.00000000,0.69084240,1.14595455,0.93521189
3600.00000000,0.69383809,1.14858186,0.93558027
