times, G0G1_phase_std, S_phase_std, G2M_phase_std, apoptotic_std, necrotic_std
1770.00000000,10.46135746,11.75627492,6.21288983,0.00000000,0.00000000
1800.00000000,10.69579357,12.41128519,4.03608721,0.00000000,0.00000000
1830.00000000,13.03111661,10.86462148,5.02095608,0.00000000,0.00000000
1860.00000000,14.30943745,9.05317624,3.99499687,0.00000000,0.00000000
1890.00000000,13.52072483,6.93974063,4.63573079,0.00000000,0.00000000
1920.00000000,10.41393297,7.83326241,3.37786915,0.00000000,0.00000000
1950.00000000,11.36705767,7.26636085,5.00399840,0.00000000,0.00000000
1980.00000000,8.96883493,8.14923309,5.01996016,0.00000000,0.00000000
2010.00000000,10.39038017,9.00055554,4.89897949,0.00000000,0.00000000
2040.00000000,13.29812017,10.58489490,7.17007671,0.00000000,0.00000000
2070.00000000,13.25745074,9.26336872,7.48598691,0.00000000,0.00000000
2100.00000000,13.38058295,6.14491660,8.74585616,0.00000000,0.00000000
2130.00000000,10.92520023,8.05543295,9.33220231,0.00000000,0.00000000
2160.00000000,10.37545180,6.83812840,8.18596360,0.00000000,0.00000000
2190.00000000,10.97314905,9.63535158,8.47112743,0.00000000,0.00000000
2220.00000000,11.22719912,11.32298547,8.40297566,0.00000000,0.00000000
2250.00000000,11.31547613,11.87813117,8.54926897,0.00000000,0.00000000
2280.00000000,12.80976190,10.73359213,8.30000000,0.00000000,0.00000000
2310.00000000,10.50951949,9.85342580,9.79846927,0.00000000,0.00000000
2340.00000000,13.20000000,12.27558553,9.10219754,0.00000000,0.00000000
2370.00000000,14.82868841,11.34019400,9.99799980,0.00000000,0.00000000
2400.00000000,12.37901450,8.38152731,9.16787871,0.00000000,0.00000000
2430.00000000,17.04230031,11.38595626,10.52615789,0.00000000,0.00000000
2460.00000000,16.27759196,10.73731810,11.30530849,0.00000000,0.00000000
2490.00000000,18.08009956,8.57671266,9.21954446,0.00000000,0.00000000
2520.00000000,21.85154457,9.32737905,10.38701112,0.00000000,0.00000000
2550.00000000,19.58085800,9.15478017,9.93428407,0.00000000,0.00000000
2580.00000000,19.60714156,11.13732463,9.54410813,0.00000000,0.00000000
2610.00000000,17.79775267,9.64157663,10.62120520,0.00000000,0.00000000
2640.00000000,20.50975378,13.92982412,8.66256313,0.00000000,0.00000000
2670.00000000,18.26033954,11.77327482,6.02079729,0.00000000,0.00000000
2700.00000000,20.02997753,11.14271062,8.41961994,0.00000000,0.00000000
2730.00000000,20.74246851,9.89393754,9.42390577,0.00000000,0.00000000
2760.00000000,18.52673744,14.23516772,9.28224111,0.00000000,0.00000000
2790.00000000,19.23564400,13.48925498,8.24621125,0.00000000,0.00000000
2820.00000000,17.67172883,15.85086748,11.36837719,0.00000000,0.00000000
2850.00000000,19.54891301,17.64114509,11.28893263,0.00000000,0.00000000
2880.00000000,19.84464663,16.06517974,10.37545180,0.00000000,0.00000000
2910.00000000,19.18879882,12.86234815,9.18749150,0.00000000,0.00000000
2940.00000000,19.67866865,13.81448515,5.53624421,0.00000000,0.00000000
2970.00000000,22.19031320,15.04293854,7.59210116,0.00000000,0.00000000
3000.00000000,21.61226504,19.52946492,8.31203946,0.00000000,0.00000000
3030.00000000,24.54709759,18.28113782,6.87313611,0.00000000,0.00000000
3060.00000000,22.63271968,13.32816567,4.79165942,0.00000000,0.00000000
3090.00000000,19.01157542,13.01575968,7.85875308,0.00000000,0.00000000
3120.00000000,13.66052708,15.82276841,8.65794433,0.00000000,0.00000000
3150.00000000,11.15347479,16.77021169,6.96347614,0.00000000,0.00000000
3180.00000000,14.40451318,17.74852107,7.94040301,0.00000000,0.00000000
3210.00000000,13.82787041,20.60000000,9.81631295,0.00000000,0.00000000
3240.00000000,11.64860507,22.82301470,10.37496988,0.00000000,0.00000000
3270.00000000,11.85580027,25.74975728,9.90757286,0.00000000,0.00000000
3300.00000000,12.93986090,26.66158285,9.17660068,0.00000000,0.00000000
3330.00000000,18.15048209,26.74116677,12.60793401,0.00000000,0.00000000
3360.00000000,16.39634106,24.82921666,10.64706532,0.00000000,0.00000000
3390.00000000,16.17436243,23.60699049,12.97266357,0.00000000,0.00000000
3420.00000000,13.55912977,21.66771792,13.44209805,0.00000000,0.00000000
3450.00000000,6.29603050,23.16484405,13.17421724,0.00000000,0.00000000
3480.00000000,7.21734023,20.33617466,13.16244658,0.00000000,0.00000000
3510.00000000,13.24726387,16.18023486,15.36261696,0.00000000,0.00000000
3540.00000000,18.08424729,15.44312145,17.54109461,0.00000000,0.00000000
3570.00000000,23.72108766,15.69203620,16.90118339,0.00000000,0.00000000
3600.00000000,29.37277651,18.36327857,17.69887002,0.00000000,0.00000000
