times, tumor_cell_fraction_error
720.00000000,0.00034443
750.00000000,0.00081903
780.00000000,0.00130503
810.00000000,0.00140621
840.00000000,0.00150745
870.00000000,0.00177935
900.00000000,0.00209535
930.00000000,0.00223221
960.00000000,0.00246817
990.00000000,0.00255602
1020.00000000,0.00275716
1050.00000000,0.00322699
1080.00000000,0.00335548
1110.00000000,0.00371874
1140.00000000,0.00418477
1170.00000000,0.00455156
1200.00000000,0.00481096
1230.00000000,0.00481569
1260.00000000,0.00482117
1290.00000000,0.00485155
1320.00000000,0.00485309
1350.00000000,0.00487237
1380.00000000,0.00488242
1410.00000000,0.00488695
1440.00000000,0.00488978
1470.00000000,0.00490417
1500.00000000,0.00490515
1530.00000000,0.00491433
1560.00000000,0.00491435
1590.00000000,0.00493196
1620.00000000,0.00494238
1650.00000000,0.00494597
1680.00000000,0.00494831
1710.00000000,0.00494842
1740.00000000,0.00496757
1770.00000000,0.00499577
1800.00000000,0.00510615
1830.00000000,0.00516908
1860.00000000,0.00517198
1890.00000000,0.00521053
1920.00000000,0.00528462
1950.00000000,0.00528463
1980.00000000,0.00528676
2010.00000000,0.00530541
2040.00000000,0.00530628
2070.00000000,0.00532291
2100.00000000,0.00536699
2130.00000000,0.00538061
2160.00000000,0.00539244
2190.00000000,0.00542595
2220.00000000,0.00545966
2250.00000000,0.00546003
2280.00000000,0.00547249
2310.00000000,0.00547904
2340.00000000,0.00547909
2370.00000000,0.00548719
2400.00000000,0.00548934
2430.00000000,0.00549784
2460.00000000,0.00549974
2490.00000000,0.00550054
2520.00000000,0.00550691
2550.00000000,0.00551107
2580.00000000,0.00552478
2610.00000000,0.00555112
2640.00000000,0.00555320
2670.00000000,0.00555474
2700.00000000,0.00555806
2730.00000000,0.00556712
2760.00000000,0.00556995
2790.00000000,0.00558093
2820.00000000,0.00560068
2850.00000000,0.00560661
2880.00000000,0.00560696
2910.00000000,0.00560799
2940.00000000,0.00560862
2970.00000000,0.00560869
3000.00000000,0.00561217
3030.00000000,0.00562264
3060.00000000,0.00565516
3090.00000000,0.00570196
3120.00000000,0.00570820
3150.00000000,0.00571007
3180.00000000,0.00571279
3210.00000000,0.00574486
3240.00000000,0.00578984
3270.00000000,0.00584449
3300.00000000,0.00588381
3330.00000000,0.00590313
3360.00000000,0.00591144
3390.00000000,0.00591433
3420.00000000,0.00591453
3450.00000000,0.00591509
3480.00000000,0.00591570
3510.00000000,0.00591606
3540.00000000,0.00592109
3570.00000000,0.00594039
3600.00000000,0.00601267
