times, tumor_cell_fraction_error
720.00000000,0.00003176
750.00000000,0.00009294
780.00000000,0.00009692
810.00000000,0.00030491
840.00000000,0.00069675
870.00000000,0.00080330
900.00000000,0.00107487
930.00000000,0.00138528
960.00000000,0.00158821
990.00000000,0.00164120
1020.00000000,0.00164411
1050.00000000,0.00164522
1080.00000000,0.00164598
1110.00000000,0.00187347
1140.00000000,0.00196188
1170.00000000,0.00199082
1200.00000000,0.00199162
1230.00000000,0.00199524
1260.00000000,0.00200359
1290.00000000,0.00200453
1320.00000000,0.00201734
1350.00000000,0.00201756
1380.00000000,0.00207754
1410.00000000,0.00207955
1440.00000000,0.00210028
1470.00000000,0.00223608
1500.00000000,0.00224311
1530.00000000,0.00226620
1560.00000000,0.00226816
1590.00000000,0.00226927
1620.00000000,0.00229436
1650.00000000,0.00229485
1680.00000000,0.00232799
1710.00000000,0.00233775
1740.00000000,0.00245196
1770.00000000,0.00251703
1800.00000000,0.00252309
1830.00000000,0.00252403
1860.00000000,0.00252706
1890.00000000,0.00252897
1920.00000000,0.00261391
1950.00000000,0.00288469
1980.00000000,0.00309371
2010.00000000,0.00317328
2040.00000000,0.00319569
2070.00000000,0.00319642
2100.00000000,0.00319947
2130.00000000,0.00321744
2160.00000000,0.00329379
2190.00000000,0.00340187
2220.00000000,0.00354777
2250.00000000,0.00363401
2280.00000000,0.00379612
2310.00000000,0.00383269
2340.00000000,0.00384270
2370.00000000,0.00384858
2400.00000000,0.00385052
2430.00000000,0.00387709
2460.00000000,0.00388127
2490.00000000,0.00389949
2520.00000000,0.00403383
2550.00000000,0.00414315
2580.00000000,0.00416178
2610.00000000,0.00418433
2640.00000000,0.00418952
2670.00000000,0.00419360
2700.00000000,0.00419486
2730.00000000,0.00419554
2760.00000000,0.00423028
2790.00000000,0.00429256
2820.00000000,0.00440154
2850.00000000,0.00455708
2880.00000000,0.00471704
2910.00000000,0.00489406
2940.00000000,0.00495702
2970.00000000,0.00505232
3000.00000000,0.00515419
3030.00000000,0.00522736
3060.00000000,0.00531145
3090.00000000,0.00531325
3120.00000000,0.00532277
3150.00000000,0.00533820
3180.00000000,0.00533843
3210.00000000,0.00533998
3240.00000000,0.00534051
3270.00000000,0.00534577
3300.00000000,0.00534579
3330.00000000,0.00536900
3360.00000000,0.00537237
3390.00000000,0.00537670
3420.00000000,0.00537996
3450.00000000,0.00538732
3480.00000000,0.00538928
3510.00000000,0.00539192
3540.00000000,0.00543179
3570.00000000,0.00550899
3600.00000000,0.00556959
