times, tumor_cell_fraction_error
720.00000000,0.00001648
750.00000000,0.00005452
780.00000000,0.00005565
810.00000000,0.00006145
840.00000000,0.00006163
870.00000000,0.00008203
900.00000000,0.00010845
930.00000000,0.00017444
960.00000000,0.00019158
990.00000000,0.00030850
1020.00000000,0.00043768
1050.00000000,0.00058249
1080.00000000,0.00065898
1110.00000000,0.00074112
1140.00000000,0.00078092
1170.00000000,0.00082754
1200.00000000,0.00088269
1230.00000000,0.00093606
1260.00000000,0.00093839
1290.00000000,0.00098915
1320.00000000,0.00101941
1350.00000000,0.00103072
1380.00000000,0.00104380
1410.00000000,0.00104661
1440.00000000,0.00105421
1470.00000000,0.00108975
1500.00000000,0.00109510
1530.00000000,0.00109791
1560.00000000,0.00110264
1590.00000000,0.00110614
1620.00000000,0.00111728
1650.00000000,0.00112618
1680.00000000,0.00112713
1710.00000000,0.00113617
1740.00000000,0.00116302
1770.00000000,0.00122353
1800.00000000,0.00125591
1830.00000000,0.00129537
1860.00000000,0.00136035
1890.00000000,0.00139028
1920.00000000,0.00139096
1950.00000000,0.00139603
1980.00000000,0.00140595
2010.00000000,0.00142355
2040.00000000,0.00143844
2070.00000000,0.00144059
2100.00000000,0.00144698
2130.00000000,0.00145145
2160.00000000,0.00145146
2190.00000000,0.00145211
2220.00000000,0.00145211
2250.00000000,0.00145339
2280.00000000,0.00145751
2310.00000000,0.00146799
2340.00000000,0.00151486
2370.00000000,0.00157847
2400.00000000,0.00163231
2430.00000000,0.00167124
2460.00000000,0.00168876
2490.00000000,0.00168903
2520.00000000,0.00168970
2550.00000000,0.00169328
2580.00000000,0.00169405
2610.00000000,0.00169412
2640.00000000,0.00170021
2670.00000000,0.00170022
2700.00000000,0.00171286
2730.00000000,0.00171886
2760.00000000,0.00172489
2790.00000000,0.00172496
2820.00000000,0.00172568
2850.00000000,0.00172878
2880.00000000,0.00173001
2910.00000000,0.00173001
2940.00000000,0.00173180
2970.00000000,0.00173287
3000.00000000,0.00173343
3030.00000000,0.00174587
3060.00000000,0.00175062
3090.00000000,0.00176776
3120.00000000,0.00178214
3150.00000000,0.00178516
3180.00000000,0.00180518
3210.00000000,0.00181125
3240.00000000,0.00182412
3270.00000000,0.00185090
3300.00000000,0.00186915
3330.00000000,0.00188832
3360.00000000,0.00189872
3390.00000000,0.00190308
3420.00000000,0.00190572
3450.00000000,0.00190621
3480.00000000,0.00190868
3510.00000000,0.00191713
3540.00000000,0.00194030
3570.00000000,0.00196491
3600.00000000,0.00198077
