times, tumor_cell_fraction_error
720.00000000,0.00000262
750.00000000,0.00005843
780.00000000,0.00007732
810.00000000,0.00010267
840.00000000,0.00010269
870.00000000,0.00021383
900.00000000,0.00052395
930.00000000,0.00112173
960.00000000,0.00139436
990.00000000,0.00143052
1020.00000000,0.00147348
1050.00000000,0.00161725
1080.00000000,0.00162523
1110.00000000,0.00163288
1140.00000000,0.00172628
1170.00000000,0.00173745
1200.00000000,0.00174540
1230.00000000,0.00180085
1260.00000000,0.00184701
1290.00000000,0.00184701
1320.00000000,0.00191274
1350.00000000,0.00196499
1380.00000000,0.00197320
1410.00000000,0.00218862
1440.00000000,0.00224539
1470.00000000,0.00251429
1500.00000000,0.00296391
1530.00000000,0.00297996
1560.00000000,0.00345147
1590.00000000,0.00403111
1620.00000000,0.00450445
1650.00000000,0.00460354
1680.00000000,0.00483459
1710.00000000,0.00549111
1740.00000000,0.00619204
1770.00000000,0.00703712
1800.00000000,0.00773106
1830.00000000,0.00860710
1860.00000000,0.00934576
1890.00000000,0.01028467
1920.00000000,0.01117146
1950.00000000,0.01229075
1980.00000000,0.01288780
2010.00000000,0.01314569
2040.00000000,0.01357176
2070.00000000,0.01385346
2100.00000000,0.01405127
2130.00000000,0.01414978
2160.00000000,0.01434621
2190.00000000,0.01470154
2220.00000000,0.01528755
2250.00000000,0.01581687
2280.00000000,0.01678118
2310.00000000,0.01825837
2340.00000000,0.01888759
2370.00000000,0.01907795
2400.00000000,0.01917179
2430.00000000,0.01920438
2460.00000000,0.01921570
2490.00000000,0.01925448
2520.00000000,0.01930993
2550.00000000,0.01936936
2580.00000000,0.01946222
2610.00000000,0.01971135
2640.00000000,0.01998233
2670.00000000,0.02024914
2700.00000000,0.02029339
2730.00000000,0.02073393
2760.00000000,0.02101371
2790.00000000,0.02125759
2820.00000000,0.02144568
2850.00000000,0.02156310
2880.00000000,0.02186054
2910.00000000,0.02197042
2940.00000000,0.02206702
2970.00000000,0.02207200
3000.00000000,0.02209236
3030.00000000,0.02211431
3060.00000000,0.02213997
3090.00000000,0.02215935
3120.00000000,0.02221824
3150.00000000,0.02222576
3180.00000000,0.02228268
3210.00000000,0.02228433
3240.00000000,0.02228473
3270.00000000,0.02229001
3300.00000000,0.02235302
3330.00000000,0.02236711
3360.00000000,0.02237585
3390.00000000,0.02238168
3420.00000000,0.02239350
3450.00000000,0.02240083
3480.00000000,0.02242136
3510.00000000,0.02242443
3540.00000000,0.02242447
3570.00000000,0.02243841
3600.00000000,0.02244497
