times, G0G1_phase_std, S_phase_std, G2_phase_std, M_phase_std,apoptotic_std,necrotic_std
3330.00000000,58.81462403,80.32583644,32.05760440,17.50685580,14.26744546,0.00000000
3360.00000000,54.40441159,87.23995644,22.28542124,16.94107435,12.66649123,0.00000000
3390.00000000,58.11024006,89.92530233,23.85979883,18.76192954,15.07614009,0.00000000
3420.00000000,55.81263298,79.90125155,33.90117992,18.20686684,13.29699214,0.00000000
3450.00000000,52.33965991,78.98158013,52.74315121,27.40437921,15.35708306,0.00000000
3480.00000000,63.56925357,73.18203331,45.63343073,21.16624671,16.17281670,0.00000000
3510.00000000,63.58458933,76.30753567,41.60480741,18.27457250,17.30202300,0.00000000
3540.00000000,75.01706473,59.63690133,50.93564567,20.25857843,16.41950060,0.00000000
3570.00000000,71.96082267,56.11996080,61.69611009,20.57401273,16.39024100,0.00000000
3600.00000000,69.89134424,65.95180058,58.84692006,24.02165690,16.81784766,0.00000000
