times, G0G1_phase_csse, S_phase_csse, G2M_phase_csse
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00000859,0.00000050,0.00001323
60.00000000,0.00015061,0.00016990,0.00001443
90.00000000,0.00019729,0.00039366,0.00008047
120.00000000,0.00031200,0.00078365,0.00016216
150.00000000,0.00044686,0.00090029,0.00016282
180.00000000,0.00092480,0.00107632,0.00023667
210.00000000,0.00122937,0.00118372,0.00028693
240.00000000,0.00181504,0.00126118,0.00052407
270.00000000,0.00213064,0.00139573,0.00056208
300.00000000,0.00224751,0.00148118,0.00056454
330.00000000,0.00280651,0.00167331,0.00066023
360.00000000,0.00284194,0.00168166,0.00073842
390.00000000,0.00288919,0.00169996,0.00086280
420.00000000,0.00289345,0.00170012,0.00086558
450.00000000,0.00296386,0.00170053,0.00092570
480.00000000,0.00296842,0.00170329,0.00094013
510.00000000,0.00296869,0.00170951,0.00094403
540.00000000,0.00298894,0.00171535,0.00099188
570.00000000,0.00303403,0.00171538,0.00103477
600.00000000,0.00353761,0.00172869,0.00138789
630.00000000,0.00369453,0.00179822,0.00182325
660.00000000,0.00373206,0.00185979,0.00201848
690.00000000,0.00375741,0.00192562,0.00219138
720.00000000,0.00377323,0.00192578,0.00220415
750.00000000,0.00377653,0.00198308,0.00229226
780.00000000,0.00379876,0.00199073,0.00234822
810.00000000,0.00385406,0.00199139,0.00239211
840.00000000,0.00398206,0.00199231,0.00249924
870.00000000,0.00412514,0.00199540,0.00268743
900.00000000,0.00412633,0.00208945,0.00280383
930.00000000,0.00417975,0.00227581,0.00284405
960.00000000,0.00422197,0.00238781,0.00286074
990.00000000,0.00423727,0.00241365,0.00286211
1020.00000000,0.00424999,0.00242075,0.00286293
1050.00000000,0.00425154,0.00242435,0.00287280
1080.00000000,0.00427668,0.00242643,0.00291447
1110.00000000,0.00427681,0.00243101,0.00292072
1140.00000000,0.00428302,0.00244611,0.00292266
1170.00000000,0.00430219,0.00245454,0.00292484
1200.00000000,0.00430756,0.00245776,0.00294176
1230.00000000,0.00430790,0.00245796,0.00294281
1260.00000000,0.00433264,0.00246550,0.00300243
1290.00000000,0.00433499,0.00254936,0.00306059
1320.00000000,0.00434304,0.00269817,0.00314823
1350.00000000,0.00446877,0.00290340,0.00315792
1380.00000000,0.00457320,0.00305291,0.00316195
1410.00000000,0.00461403,0.00316755,0.00318060
1440.00000000,0.00465274,0.00329867,0.00320794
1470.00000000,0.00473721,0.00343871,0.00321492
1500.00000000,0.00478382,0.00348416,0.00321493
1530.00000000,0.00478951,0.00357043,0.00326258
1560.00000000,0.00479596,0.00359612,0.00332045
1590.00000000,0.00484128,0.00360843,0.00333084
1620.00000000,0.00495412,0.00364765,0.00334985
1650.00000000,0.00508530,0.00370000,0.00336764
1680.00000000,0.00524879,0.00382173,0.00337072
1710.00000000,0.00544589,0.00394575,0.00337914
1740.00000000,0.00573889,0.00409753,0.00340216
1770.00000000,0.00610638,0.00428646,0.00343158
1800.00000000,0.00637981,0.00439964,0.00346636
1830.00000000,0.00644483,0.00445737,0.00346658
1860.00000000,0.00649811,0.00446721,0.00348390
1890.00000000,0.00651364,0.00447407,0.00348565
1920.00000000,0.00654193,0.00449536,0.00348615
1950.00000000,0.00656865,0.00453028,0.00348670
1980.00000000,0.00664002,0.00462044,0.00348779
2010.00000000,0.00667127,0.00465672,0.00348798
2040.00000000,0.00668809,0.00471071,0.00349853
2070.00000000,0.00673048,0.00475675,0.00349860
2100.00000000,0.00673966,0.00475689,0.00351018
2130.00000000,0.00675951,0.00476082,0.00351630
2160.00000000,0.00678011,0.00476243,0.00352699
2190.00000000,0.00682514,0.00477098,0.00354132
2220.00000000,0.00682517,0.00477148,0.00354162
2250.00000000,0.00682534,0.00477282,0.00354408
2280.00000000,0.00683538,0.00477481,0.00354717
2310.00000000,0.00684939,0.00477952,0.00354964
2340.00000000,0.00688527,0.00478732,0.00355987
2370.00000000,0.00691958,0.00479492,0.00356948
2400.00000000,0.00692730,0.00480374,0.00360253
2430.00000000,0.00693145,0.00484353,0.00367218
2460.00000000,0.00695681,0.00491568,0.00368413
2490.00000000,0.00696347,0.00492604,0.00368454
2520.00000000,0.00696437,0.00496804,0.00371512
2550.00000000,0.00697992,0.00498957,0.00378880
2580.00000000,0.00698228,0.00505184,0.00382919
2610.00000000,0.00698234,0.00512463,0.00390603
2640.00000000,0.00698235,0.00514356,0.00392404
2670.00000000,0.00698436,0.00517303,0.00394012
2700.00000000,0.00698737,0.00519284,0.00394750
2730.00000000,0.00699031,0.00520018,0.00394849
2760.00000000,0.00699690,0.00521082,0.00394897
2790.00000000,0.00701663,0.00524279,0.00395044
2820.00000000,0.00702384,0.00528432,0.00396457
2850.00000000,0.00703702,0.00533968,0.00397908
2880.00000000,0.00705037,0.00540173,0.00399693
2910.00000000,0.00705170,0.00542358,0.00400933
2940.00000000,0.00705938,0.00542422,0.00402209
2970.00000000,0.00706789,0.00542423,0.00403011
3000.00000000,0.00706809,0.00542447,0.00403099
3030.00000000,0.00707086,0.00543585,0.00403393
3060.00000000,0.00707979,0.00543817,0.00403607
3090.00000000,0.00708975,0.00543875,0.00405142
3120.00000000,0.00709233,0.00544271,0.00406433
3150.00000000,0.00709377,0.00544436,0.00407051
3180.00000000,0.00709531,0.00544837,0.00408104
3210.00000000,0.00709642,0.00544931,0.00408105
3240.00000000,0.00709659,0.00544968,0.00408210
3270.00000000,0.00711661,0.00545003,0.00409717
3300.00000000,0.00712882,0.00545016,0.00410696
3330.00000000,0.00715648,0.00546007,0.00411142
3360.00000000,0.00722471,0.00549132,0.00411855
3390.00000000,0.00728629,0.00553119,0.00412090
3420.00000000,0.00735162,0.00555442,0.00413155
3450.00000000,0.00739870,0.00556395,0.00414579
3480.00000000,0.00745174,0.00556769,0.00417441
3510.00000000,0.00746935,0.00556810,0.00418708
3540.00000000,0.00747584,0.00556944,0.00418900
3570.00000000,0.00748313,0.00556970,0.00419382
3600.00000000,0.00748889,0.00557252,0.00421048
