times, G0G1_phase_csse, S_phase_csse, G2M_phase_csse
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00015779,0.00000543,0.00022177
60.00000000,0.00020114,0.00000758,0.00024795
90.00000000,0.00023560,0.00005644,0.00024921
120.00000000,0.00045072,0.00013207,0.00028485
150.00000000,0.00045627,0.00022268,0.00042584
180.00000000,0.00046868,0.00030577,0.00045712
210.00000000,0.00048073,0.00031906,0.00045715
240.00000000,0.00048472,0.00037045,0.00054115
270.00000000,0.00050297,0.00040124,0.00063760
300.00000000,0.00075511,0.00041271,0.00079363
330.00000000,0.00083664,0.00062078,0.00134369
360.00000000,0.00083850,0.00082849,0.00159258
390.00000000,0.00094298,0.00087369,0.00160481
420.00000000,0.00096370,0.00087372,0.00162408
450.00000000,0.00100926,0.00093635,0.00183911
480.00000000,0.00103545,0.00110814,0.00190293
510.00000000,0.00103590,0.00125066,0.00206191
540.00000000,0.00107962,0.00133385,0.00206821
570.00000000,0.00108049,0.00133927,0.00207884
600.00000000,0.00125330,0.00137216,0.00213376
630.00000000,0.00125417,0.00140047,0.00217287
660.00000000,0.00130243,0.00142133,0.00230544
690.00000000,0.00131534,0.00142369,0.00233174
720.00000000,0.00133849,0.00152130,0.00235743
750.00000000,0.00139017,0.00152644,0.00238165
780.00000000,0.00156459,0.00153560,0.00248529
810.00000000,0.00156494,0.00166100,0.00262428
840.00000000,0.00159798,0.00172957,0.00282109
870.00000000,0.00167001,0.00179644,0.00309881
900.00000000,0.00177698,0.00185023,0.00341128
930.00000000,0.00196864,0.00189086,0.00382005
960.00000000,0.00197611,0.00199211,0.00398381
990.00000000,0.00198286,0.00202617,0.00405491
1020.00000000,0.00214159,0.00202629,0.00420508
1050.00000000,0.00217370,0.00203024,0.00421860
1080.00000000,0.00217722,0.00203120,0.00421941
1110.00000000,0.00219903,0.00205496,0.00421946
1140.00000000,0.00222677,0.00206074,0.00427830
1170.00000000,0.00225695,0.00207517,0.00436465
1200.00000000,0.00227099,0.00213909,0.00438270
1230.00000000,0.00229077,0.00215203,0.00444742
1260.00000000,0.00243794,0.00215387,0.00456349
1290.00000000,0.00243798,0.00215646,0.00456676
1320.00000000,0.00246417,0.00216213,0.00457425
1350.00000000,0.00248506,0.00216342,0.00458605
1380.00000000,0.00250412,0.00219660,0.00458799
1410.00000000,0.00255317,0.00224246,0.00458804
1440.00000000,0.00260467,0.00226192,0.00459569
1470.00000000,0.00262695,0.00226204,0.00462133
