times, G0G1_phase_csse, S_phase_csse, G2M_phase_csse
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00004999,0.00001688,0.00000877
60.00000000,0.00007478,0.00003926,0.00000883
90.00000000,0.00010794,0.00019656,0.00005484
120.00000000,0.00011239,0.00022024,0.00010350
150.00000000,0.00011362,0.00024604,0.00014181
180.00000000,0.00017019,0.00042589,0.00017649
210.00000000,0.00017021,0.00045374,0.00020313
240.00000000,0.00018039,0.00045375,0.00021349
270.00000000,0.00018123,0.00045483,0.00021732
300.00000000,0.00020224,0.00045848,0.00025950
330.00000000,0.00020275,0.00047167,0.00027837
360.00000000,0.00020290,0.00047511,0.00028338
390.00000000,0.00023410,0.00047566,0.00030682
420.00000000,0.00024040,0.00048036,0.00030693
450.00000000,0.00029211,0.00051111,0.00030964
480.00000000,0.00032513,0.00053218,0.00031098
510.00000000,0.00037836,0.00055045,0.00032011
540.00000000,0.00047475,0.00063252,0.00032069
570.00000000,0.00053636,0.00065703,0.00032909
600.00000000,0.00053860,0.00065705,0.00033180
630.00000000,0.00055202,0.00066694,0.00033207
660.00000000,0.00055203,0.00069543,0.00035923
690.00000000,0.00055247,0.00071805,0.00037600
720.00000000,0.00055534,0.00071854,0.00037699
750.00000000,0.00055658,0.00073932,0.00038887
780.00000000,0.00055692,0.00076660,0.00042253
810.00000000,0.00055884,0.00077235,0.00043686
840.00000000,0.00059186,0.00079816,0.00043730
870.00000000,0.00063469,0.00083490,0.00043754
900.00000000,0.00063517,0.00083502,0.00043861
930.00000000,0.00064402,0.00084849,0.00043909
960.00000000,0.00064402,0.00085008,0.00044069
990.00000000,0.00064679,0.00086880,0.00047658
1020.00000000,0.00064685,0.00090505,0.00051586
1050.00000000,0.00064687,0.00096278,0.00057140
1080.00000000,0.00065107,0.00100469,0.00059098
1110.00000000,0.00067781,0.00103691,0.00059123
1140.00000000,0.00071584,0.00109063,0.00059259
1170.00000000,0.00074225,0.00111594,0.00059260
1200.00000000,0.00074242,0.00113369,0.00060704
1230.00000000,0.00074961,0.00116712,0.00061665
1260.00000000,0.00074994,0.00116835,0.00061694
1290.00000000,0.00076285,0.00119101,0.00061830
1320.00000000,0.00076831,0.00120482,0.00062021
1350.00000000,0.00078181,0.00121791,0.00062021
1380.00000000,0.00078181,0.00121974,0.00062194
1410.00000000,0.00080893,0.00122346,0.00063268
1440.00000000,0.00082159,0.00123484,0.00063272
1470.00000000,0.00083370,0.00123741,0.00065856
1500.00000000,0.00083405,0.00125073,0.00067658
1530.00000000,0.00083460,0.00125329,0.00067732
1560.00000000,0.00083473,0.00125810,0.00068376
1590.00000000,0.00083497,0.00126983,0.00069912
1620.00000000,0.00083660,0.00128585,0.00072699
1650.00000000,0.00083694,0.00129891,0.00073617
1680.00000000,0.00084028,0.00132944,0.00074984
1710.00000000,0.00084029,0.00135720,0.00077663
1740.00000000,0.00084931,0.00138668,0.00078252
1770.00000000,0.00084971,0.00139855,0.00079043
1800.00000000,0.00085060,0.00140994,0.00079636
1830.00000000,0.00085240,0.00142530,0.00080300
1860.00000000,0.00085509,0.00143879,0.00080712
1890.00000000,0.00085516,0.00144718,0.00081702
1920.00000000,0.00085548,0.00145227,0.00081985
1950.00000000,0.00085581,0.00145228,0.00082005
1980.00000000,0.00085583,0.00145362,0.00082109
2010.00000000,0.00086357,0.00145592,0.00083957
2040.00000000,0.00086521,0.00145752,0.00084604
2070.00000000,0.00086842,0.00146032,0.00084606
2100.00000000,0.00086848,0.00146288,0.00084791
2130.00000000,0.00087590,0.00146383,0.00085097
2160.00000000,0.00088162,0.00146397,0.00085506
2190.00000000,0.00088233,0.00146413,0.00085526
2220.00000000,0.00088257,0.00146481,0.00085538
2250.00000000,0.00088625,0.00147030,0.00085556
2280.00000000,0.00088636,0.00147240,0.00085681
2310.00000000,0.00089922,0.00148539,0.00085681
2340.00000000,0.00093879,0.00152523,0.00085681
2370.00000000,0.00099369,0.00157096,0.00085723
2400.00000000,0.00102791,0.00159934,0.00085751
2430.00000000,0.00106437,0.00164324,0.00085785
2460.00000000,0.00110151,0.00167125,0.00085850
2490.00000000,0.00111147,0.00167484,0.00086009
2520.00000000,0.00113060,0.00167797,0.00086686
2550.00000000,0.00115679,0.00168100,0.00087826
2580.00000000,0.00117941,0.00168104,0.00090274
2610.00000000,0.00120547,0.00168720,0.00096029
2640.00000000,0.00123714,0.00169682,0.00103649
2670.00000000,0.00124273,0.00170663,0.00106671
2700.00000000,0.00125854,0.00171472,0.00111322
2730.00000000,0.00127701,0.00171752,0.00114889
2760.00000000,0.00128128,0.00172550,0.00117280
2790.00000000,0.00128145,0.00172838,0.00117726
2820.00000000,0.00128306,0.00173246,0.00118807
2850.00000000,0.00128443,0.00174049,0.00120411
2880.00000000,0.00128648,0.00174925,0.00122342
2910.00000000,0.00128683,0.00176157,0.00123197
2940.00000000,0.00128683,0.00177206,0.00124233
