times, G0G1_phase_csse, S_phase_csse, G2M_phase_csse
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00000008,0.00000419,0.00000313
60.00000000,0.00000788,0.00001427,0.00000327
90.00000000,0.00023835,0.00021098,0.00000461
120.00000000,0.00034888,0.00032520,0.00000464
150.00000000,0.00039909,0.00033022,0.00002811
180.00000000,0.00041793,0.00034636,0.00009796
210.00000000,0.00041842,0.00042626,0.00016580
240.00000000,0.00049920,0.00060371,0.00018458
270.00000000,0.00064263,0.00078480,0.00018677
300.00000000,0.00071646,0.00086499,0.00018690
330.00000000,0.00074004,0.00087737,0.00018869
360.00000000,0.00078480,0.00088982,0.00019869
390.00000000,0.00078582,0.00088982,0.00019989
420.00000000,0.00090871,0.00102595,0.00020023
450.00000000,0.00093472,0.00107804,0.00020471
480.00000000,0.00093580,0.00108061,0.00020502
510.00000000,0.00096969,0.00113525,0.00020749
540.00000000,0.00106387,0.00123564,0.00020759
570.00000000,0.00115253,0.00127813,0.00021599
600.00000000,0.00119280,0.00128136,0.00023666
630.00000000,0.00126048,0.00130805,0.00041603
660.00000000,0.00128938,0.00140215,0.00064331
690.00000000,0.00131011,0.00144080,0.00075932
720.00000000,0.00132436,0.00158864,0.00101322
750.00000000,0.00137932,0.00199327,0.00117456
780.00000000,0.00160027,0.00232944,0.00118660
810.00000000,0.00168864,0.00264116,0.00125475
840.00000000,0.00172922,0.00301496,0.00142281
870.00000000,0.00173948,0.00313289,0.00148141
900.00000000,0.00174086,0.00324867,0.00157336
930.00000000,0.00175952,0.00334883,0.00160570
960.00000000,0.00178173,0.00337150,0.00160570
990.00000000,0.00181641,0.00338112,0.00161347
1020.00000000,0.00183888,0.00340987,0.00161386
1050.00000000,0.00185621,0.00346040,0.00162253
1080.00000000,0.00192281,0.00349966,0.00162612
1110.00000000,0.00208935,0.00358322,0.00164029
1140.00000000,0.00234847,0.00364642,0.00170667
1170.00000000,0.00249772,0.00365876,0.00178244
1200.00000000,0.00265038,0.00365930,0.00195391
1230.00000000,0.00281715,0.00366279,0.00217243
1260.00000000,0.00294595,0.00366489,0.00227049
1290.00000000,0.00296553,0.00366740,0.00230660
1320.00000000,0.00298979,0.00371917,0.00231176
1350.00000000,0.00305451,0.00374833,0.00231875
1380.00000000,0.00306531,0.00374861,0.00232639
1410.00000000,0.00307519,0.00376392,0.00232698
1440.00000000,0.00307611,0.00377298,0.00233120
1470.00000000,0.00308121,0.00381308,0.00234780
1500.00000000,0.00308425,0.00381653,0.00236074
1530.00000000,0.00309173,0.00382560,0.00236081
1560.00000000,0.00310096,0.00388527,0.00238278
1590.00000000,0.00316732,0.00408579,0.00241895
1620.00000000,0.00320830,0.00424099,0.00245563
1650.00000000,0.00321840,0.00440456,0.00254799
1680.00000000,0.00329940,0.00461868,0.00257972
1710.00000000,0.00334676,0.00471348,0.00258787
1740.00000000,0.00342291,0.00480035,0.00258822
1770.00000000,0.00344003,0.00482908,0.00258972
1800.00000000,0.00344659,0.00482997,0.00259233
1830.00000000,0.00352490,0.00484551,0.00261642
1860.00000000,0.00354108,0.00485466,0.00261741
1890.00000000,0.00354162,0.00486283,0.00262191
1920.00000000,0.00354209,0.00488523,0.00263829
1950.00000000,0.00356511,0.00492204,0.00263990
1980.00000000,0.00358117,0.00492295,0.00264920
2010.00000000,0.00358413,0.00492531,0.00264924
2040.00000000,0.00358975,0.00492886,0.00264948
2070.00000000,0.00362695,0.00495524,0.00265040
2100.00000000,0.00369970,0.00501592,0.00265095
2130.00000000,0.00375839,0.00507273,0.00265097
2160.00000000,0.00377843,0.00509050,0.00265103
2190.00000000,0.00379104,0.00509101,0.00265908
2220.00000000,0.00381128,0.00509204,0.00267120
2250.00000000,0.00382795,0.00509244,0.00269337
2280.00000000,0.00383202,0.00509246,0.00269688
2310.00000000,0.00383901,0.00511499,0.00270131
2340.00000000,0.00383903,0.00513616,0.00272112
2370.00000000,0.00383916,0.00515215,0.00273439
2400.00000000,0.00384044,0.00517208,0.00274549
2430.00000000,0.00384182,0.00520440,0.00276584
2460.00000000,0.00385326,0.00523979,0.00277242
2490.00000000,0.00390866,0.00527833,0.00277395
2520.00000000,0.00395878,0.00529722,0.00278142
2550.00000000,0.00401347,0.00530497,0.00280268
2580.00000000,0.00406488,0.00530878,0.00282992
2610.00000000,0.00410432,0.00530973,0.00288258
2640.00000000,0.00412993,0.00531548,0.00293820
2670.00000000,0.00415036,0.00531946,0.00298065
2700.00000000,0.00419248,0.00532209,0.00304642
2730.00000000,0.00433207,0.00532297,0.00316463
2760.00000000,0.00439036,0.00532439,0.00324255
2790.00000000,0.00444056,0.00532570,0.00331029
2820.00000000,0.00445629,0.00533058,0.00334839
2850.00000000,0.00445827,0.00533948,0.00336768
2880.00000000,0.00446289,0.00536987,0.00337899
2910.00000000,0.00448313,0.00540547,0.00338114
2940.00000000,0.00449702,0.00542924,0.00338246
2970.00000000,0.00455673,0.00548262,0.00338264
3000.00000000,0.00465881,0.00557465,0.00338290
3030.00000000,0.00474896,0.00563638,0.00338558
3060.00000000,0.00478322,0.00567678,0.00338583
3090.00000000,0.00480924,0.00573330,0.00339168
3120.00000000,0.00481928,0.00576711,0.00339867
3150.00000000,0.00482296,0.00577995,0.00340145
3180.00000000,0.00482305,0.00578468,0.00340760
3210.00000000,0.00482581,0.00580072,0.00341310
3240.00000000,0.00484572,0.00582252,0.00341314
3270.00000000,0.00488195,0.00586039,0.00341316
3300.00000000,0.00493092,0.00589271,0.00341488
3330.00000000,0.00497966,0.00591208,0.00342154
3360.00000000,0.00504917,0.00592483,0.00344425
