times, G0G1_phase_csse, S_phase_csse, G2M_phase_csse
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00005066,0.00001285,0.00001249
60.00000000,0.00015290,0.00001481,0.00008837
90.00000000,0.00025175,0.00002873,0.00012695
120.00000000,0.00037086,0.00003026,0.00022054
150.00000000,0.00038112,0.00007631,0.00023338
180.00000000,0.00038747,0.00013135,0.00025737
210.00000000,0.00044179,0.00013902,0.00036019
240.00000000,0.00056420,0.00015890,0.00060112
270.00000000,0.00056667,0.00026099,0.00067390
300.00000000,0.00056940,0.00028991,0.00068778
330.00000000,0.00058108,0.00034097,0.00070168
360.00000000,0.00058213,0.00034382,0.00070212
390.00000000,0.00072260,0.00041605,0.00071336
420.00000000,0.00073276,0.00042997,0.00076124
450.00000000,0.00073537,0.00049420,0.00080221
480.00000000,0.00076129,0.00058227,0.00082064
510.00000000,0.00082618,0.00066186,0.00082139
540.00000000,0.00100310,0.00066356,0.00096535
570.00000000,0.00117071,0.00066368,0.00112414
600.00000000,0.00124135,0.00067314,0.00115254
630.00000000,0.00124882,0.00076741,0.00120122
660.00000000,0.00125737,0.00081007,0.00129063
690.00000000,0.00129636,0.00088409,0.00129619
720.00000000,0.00136929,0.00095400,0.00129623
750.00000000,0.00153579,0.00101700,0.00132089
780.00000000,0.00169722,0.00110262,0.00133281
810.00000000,0.00194328,0.00124961,0.00134550
840.00000000,0.00211872,0.00134925,0.00135615
870.00000000,0.00214350,0.00134988,0.00138941
900.00000000,0.00221949,0.00136550,0.00141212
930.00000000,0.00224031,0.00138152,0.00141243
960.00000000,0.00224146,0.00138299,0.00141245
990.00000000,0.00224763,0.00138854,0.00141246
1020.00000000,0.00231539,0.00145675,0.00141246
1050.00000000,0.00240765,0.00157836,0.00141449
1080.00000000,0.00241832,0.00158299,0.00141573
1110.00000000,0.00252537,0.00161457,0.00143808
1140.00000000,0.00253528,0.00162940,0.00143857
1170.00000000,0.00255026,0.00164942,0.00143894
1200.00000000,0.00261697,0.00180136,0.00145623
1230.00000000,0.00270069,0.00193680,0.00146242
1260.00000000,0.00282334,0.00212472,0.00146936
1290.00000000,0.00283983,0.00217932,0.00148044
1320.00000000,0.00297771,0.00225890,0.00148840
1350.00000000,0.00306050,0.00235349,0.00148880
1380.00000000,0.00311440,0.00237988,0.00149366
