times, G0G1_phase_csse, S_phase_csse, G2M_phase_csse
1410.00000000,0.00317476,0.00240651,0.00150046
1440.00000000,0.00319686,0.00240831,0.00151175
1470.00000000,0.00319961,0.00240982,0.00152007
1500.00000000,0.00320082,0.00241070,0.00152009
1530.00000000,0.00320217,0.00241474,0.00152082
1560.00000000,0.00320364,0.00241477,0.00152193
1590.00000000,0.00324126,0.00243468,0.00152473
1620.00000000,0.00332469,0.00245036,0.00155148
1650.00000000,0.00338561,0.00245050,0.00160678
1680.00000000,0.00344980,0.00245181,0.00165393
1710.00000000,0.00347106,0.00245255,0.00168387
1740.00000000,0.00348869,0.00245920,0.00172980
1770.00000000,0.00348871,0.00249911,0.00176797
1800.00000000,0.00348975,0.00257214,0.00182460
1830.00000000,0.00354958,0.00268379,0.00183262
1860.00000000,0.00356188,0.00274589,0.00185174
1890.00000000,0.00356332,0.00275625,0.00185582
1920.00000000,0.00357320,0.00278141,0.00185932
1950.00000000,0.00357355,0.00278942,0.00186432
1980.00000000,0.00357951,0.00280493,0.00186656
2010.00000000,0.00358314,0.00281802,0.00186949
2040.00000000,0.00359905,0.00283663,0.00186960
2070.00000000,0.00362138,0.00287341,0.00187139
2100.00000000,0.00362780,0.00289942,0.00187797
2130.00000000,0.00367534,0.00291002,0.00189120
2160.00000000,0.00373085,0.00293106,0.00189941
2190.00000000,0.00373329,0.00293141,0.00190034
2220.00000000,0.00374518,0.00293809,0.00190109
2250.00000000,0.00374634,0.00294022,0.00190753
2280.00000000,0.00374962,0.00294666,0.00190805
2310.00000000,0.00377982,0.00297662,0.00190806
2340.00000000,0.00381088,0.00298257,0.00191788
2370.00000000,0.00381484,0.00299148,0.00194265
2400.00000000,0.00382800,0.00300266,0.00194273
2430.00000000,0.00383498,0.00300268,0.00194897
2460.00000000,0.00384264,0.00300283,0.00195887
2490.00000000,0.00384504,0.00300484,0.00195889
2520.00000000,0.00384504,0.00302392,0.00197816
2550.00000000,0.00385841,0.00305006,0.00198028
2580.00000000,0.00391003,0.00312252,0.00198205
2610.00000000,0.00396213,0.00317280,0.00198206
2640.00000000,0.00400223,0.00319255,0.00198562
2670.00000000,0.00404284,0.00320950,0.00199071
2700.00000000,0.00407255,0.00321089,0.00200898
2730.00000000,0.00409384,0.00321219,0.00204210
2760.00000000,0.00410063,0.00323158,0.00209122
2790.00000000,0.00410109,0.00329722,0.00214633
2820.00000000,0.00410109,0.00335537,0.00220567
2850.00000000,0.00411238,0.00352072,0.00229590
2880.00000000,0.00411238,0.00362502,0.00239996
2910.00000000,0.00411471,0.00367548,0.00243108
2940.00000000,0.00411883,0.00370444,0.00244232
2970.00000000,0.00413619,0.00373626,0.00244449
3000.00000000,0.00415278,0.00375901,0.00244498
3030.00000000,0.00415313,0.00376231,0.00244647
3060.00000000,0.00416051,0.00377022,0.00244648
3090.00000000,0.00416926,0.00377132,0.00245012
3120.00000000,0.00417457,0.00377137,0.00245642
3150.00000000,0.00417625,0.00377429,0.00245659
3180.00000000,0.00418560,0.00377971,0.00245713
3210.00000000,0.00418689,0.00380871,0.00247519
3240.00000000,0.00418875,0.00381328,0.00247579
3270.00000000,0.00419716,0.00381662,0.00247694
3300.00000000,0.00419983,0.00381738,0.00248322
3330.00000000,0.00420020,0.00382484,0.00248774
3360.00000000,0.00420022,0.00382950,0.00249308
3390.00000000,0.00420114,0.00384927,0.00250525
3420.00000000,0.00420185,0.00386076,0.00251174
3450.00000000,0.00420549,0.00387404,0.00251475
3480.00000000,0.00420553,0.00387504,0.00251616
3510.00000000,0.00420745,0.00387895,0.00251651
3540.00000000,0.00420770,0.00387922,0.00251651
3570.00000000,0.00420825,0.00387944,0.00251659
3600.00000000,0.00420825,0.00387962,0.00251674
