times, G0G1_phase_csse, S_phase_csse, G2M_phase_csse
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00000042,0.00002413,0.00003093
60.00000000,0.00000887,0.00004410,0.00003337
90.00000000,0.00010243,0.00006969,0.00005466
120.00000000,0.00024166,0.00007800,0.00013418
150.00000000,0.00035495,0.00008121,0.00028883
180.00000000,0.00042561,0.00008219,0.00037713
210.00000000,0.00043166,0.00008252,0.00038634
240.00000000,0.00044598,0.00009495,0.00043976
270.00000000,0.00044651,0.00011000,0.00044970
300.00000000,0.00045693,0.00011079,0.00046663
330.00000000,0.00049254,0.00018477,0.00067887
360.00000000,0.00049316,0.00022957,0.00073486
390.00000000,0.00049484,0.00023005,0.00073883
420.00000000,0.00061158,0.00029660,0.00074584
450.00000000,0.00066320,0.00031532,0.00075401
480.00000000,0.00067013,0.00032926,0.00075522
510.00000000,0.00070474,0.00034790,0.00075767
540.00000000,0.00070680,0.00039450,0.00078671
570.00000000,0.00072727,0.00045734,0.00094173
600.00000000,0.00082550,0.00050687,0.00122900
630.00000000,0.00085766,0.00059954,0.00146302
660.00000000,0.00094016,0.00067434,0.00177743
690.00000000,0.00094898,0.00073968,0.00189960
720.00000000,0.00094911,0.00081890,0.00198528
750.00000000,0.00095490,0.00090949,0.00212749
780.00000000,0.00097618,0.00094562,0.00224034
810.00000000,0.00098148,0.00102469,0.00228376
840.00000000,0.00099304,0.00106896,0.00238482
870.00000000,0.00104883,0.00109571,0.00254463
900.00000000,0.00107164,0.00112499,0.00264840
930.00000000,0.00112388,0.00115586,0.00281182
960.00000000,0.00114233,0.00118898,0.00291284
990.00000000,0.00114274,0.00119512,0.00292259
1020.00000000,0.00116510,0.00120278,0.00292644
1050.00000000,0.00124135,0.00121586,0.00295261
1080.00000000,0.00127633,0.00121711,0.00300212
1110.00000000,0.00129185,0.00121956,0.00303240
1140.00000000,0.00132780,0.00122898,0.00311459
1170.00000000,0.00133773,0.00125241,0.00317845
1200.00000000,0.00133835,0.00133202,0.00324461
1230.00000000,0.00136175,0.00138715,0.00339498
1260.00000000,0.00146177,0.00140933,0.00361139
1290.00000000,0.00147073,0.00149436,0.00365018
1320.00000000,0.00147079,0.00152371,0.00367698
1350.00000000,0.00147102,0.00158616,0.00373214
1380.00000000,0.00150538,0.00163164,0.00373292
1410.00000000,0.00152665,0.00166979,0.00373536
1440.00000000,0.00159350,0.00169706,0.00374409
1470.00000000,0.00164475,0.00170137,0.00376993
1500.00000000,0.00164901,0.00170169,0.00377218
1530.00000000,0.00166357,0.00170216,0.00379244
1560.00000000,0.00167696,0.00171155,0.00383766
1590.00000000,0.00169536,0.00171292,0.00386747
1620.00000000,0.00170455,0.00171403,0.00388416
1650.00000000,0.00170680,0.00176631,0.00391702
1680.00000000,0.00170872,0.00178100,0.00392301
1710.00000000,0.00171354,0.00180906,0.00393263
1740.00000000,0.00171766,0.00184358,0.00394740
1770.00000000,0.00173616,0.00192798,0.00397128
1800.00000000,0.00175742,0.00198841,0.00398128
1830.00000000,0.00175775,0.00199900,0.00399595
1860.00000000,0.00175813,0.00199901,0.00399645
1890.00000000,0.00176498,0.00201792,0.00399945
1920.00000000,0.00176874,0.00206256,0.00402194
1950.00000000,0.00180573,0.00209611,0.00402203
1980.00000000,0.00181544,0.00210024,0.00402320
2010.00000000,0.00183673,0.00212200,0.00402320
2040.00000000,0.00187255,0.00212923,0.00403406
2070.00000000,0.00188945,0.00213021,0.00404380
2100.00000000,0.00189653,0.00214868,0.00404649
2130.00000000,0.00192620,0.00217881,0.00404649
2160.00000000,0.00193950,0.00219088,0.00404652
2190.00000000,0.00194155,0.00219552,0.00404704
2220.00000000,0.00194229,0.00221053,0.00405611
2250.00000000,0.00194669,0.00223217,0.00406263
2280.00000000,0.00195197,0.00224195,0.00406332
2310.00000000,0.00195769,0.00224197,0.00406966
2340.00000000,0.00196441,0.00224408,0.00408602
2370.00000000,0.00197283,0.00225014,0.00408621
2400.00000000,0.00198890,0.00226435,0.00408627
2430.00000000,0.00199610,0.00227505,0.00408661
2460.00000000,0.00200596,0.00230171,0.00409071
2490.00000000,0.00203764,0.00233955,0.00409098
2520.00000000,0.00211488,0.00236303,0.00410653
2550.00000000,0.00216876,0.00237538,0.00412118
2580.00000000,0.00221705,0.00241164,0.00412204
2610.00000000,0.00222240,0.00241306,0.00412330
2640.00000000,0.00223410,0.00241332,0.00413177
2670.00000000,0.00223470,0.00241354,0.00413330
2700.00000000,0.00223694,0.00241370,0.00413450
2730.00000000,0.00223696,0.00241457,0.00413513
2760.00000000,0.00223962,0.00241865,0.00413529
2790.00000000,0.00226018,0.00242126,0.00414380
2820.00000000,0.00228287,0.00242223,0.00415808
2850.00000000,0.00229392,0.00242385,0.00416229
2880.00000000,0.00232537,0.00243982,0.00416489
2910.00000000,0.00232546,0.00244005,0.00416550
2940.00000000,0.00233485,0.00244337,0.00416704
2970.00000000,0.00235416,0.00245936,0.00416720
3000.00000000,0.00237258,0.00246679,0.00416965
3030.00000000,0.00240721,0.00249628,0.00416986
3060.00000000,0.00245502,0.00252415,0.00417253
3090.00000000,0.00249096,0.00254179,0.00417575
3120.00000000,0.00252340,0.00254183,0.00421059
3150.00000000,0.00255415,0.00254284,0.00425348
3180.00000000,0.00259797,0.00254302,0.00430308
3210.00000000,0.00260808,0.00254580,0.00432657
3240.00000000,0.00261615,0.00254680,0.00434132
3270.00000000,0.00261868,0.00254699,0.00434264
3300.00000000,0.00261875,0.00254846,0.00434481
3330.00000000,0.00262044,0.00256353,0.00437168
3360.00000000,0.00262868,0.00256640,0.00439251
3390.00000000,0.00263133,0.00257270,0.00440962
3420.00000000,0.00263589,0.00260456,0.00442192
3450.00000000,0.00265186,0.00265113,0.00442992
3480.00000000,0.00265739,0.00267547,0.00443658
3510.00000000,0.00269236,0.00273229,0.00443922
3540.00000000,0.00271563,0.00278331,0.00444460
3570.00000000,0.00271773,0.00281219,0.00446001
3600.00000000,0.00272038,0.00283868,0.00447239
