times, G0G1_phase_csse, S_phase_csse, G2_phase_csse, M_phase_csse
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00000673,0.00000003,0.00000102,0.00000197
60.00000000,0.00002168,0.00003335,0.00001941,0.00000765
90.00000000,0.00004165,0.00003967,0.00009629,0.00001084
120.00000000,0.00010032,0.00007758,0.00020857,0.00002121
150.00000000,0.00015957,0.00011801,0.00029664,0.00004303
180.00000000,0.00023566,0.00012081,0.00037073,0.00004623
210.00000000,0.00023727,0.00013538,0.00042184,0.00005049
240.00000000,0.00023812,0.00019229,0.00048118,0.00005108
270.00000000,0.00024174,0.00022797,0.00050959,0.00005756
300.00000000,0.00025864,0.00034006,0.00054373,0.00005796
330.00000000,0.00029510,0.00049452,0.00056501,0.00006111
360.00000000,0.00036738,0.00063340,0.00056513,0.00006976
390.00000000,0.00051124,0.00075404,0.00056591,0.00006978
420.00000000,0.00053552,0.00078824,0.00056994,0.00007096
450.00000000,0.00057546,0.00080970,0.00057104,0.00007136
480.00000000,0.00058516,0.00081237,0.00057193,0.00008582
510.00000000,0.00058562,0.00081358,0.00057248,0.00009214
540.00000000,0.00058849,0.00081648,0.00057835,0.00009807
570.00000000,0.00058887,0.00081667,0.00057836,0.00009901
600.00000000,0.00060445,0.00081677,0.00058831,0.00010024
630.00000000,0.00071199,0.00082222,0.00063330,0.00010201
660.00000000,0.00081116,0.00082508,0.00070135,0.00011356
690.00000000,0.00082125,0.00082594,0.00070358,0.00011413
720.00000000,0.00082144,0.00082666,0.00070509,0.00011680
750.00000000,0.00083059,0.00084575,0.00070647,0.00015548
780.00000000,0.00084381,0.00086891,0.00071178,0.00016760
810.00000000,0.00085712,0.00087957,0.00072287,0.00017629
840.00000000,0.00088616,0.00088303,0.00076599,0.00018552
870.00000000,0.00098686,0.00089675,0.00083624,0.00018972
900.00000000,0.00121143,0.00092334,0.00089026,0.00019587
930.00000000,0.00139072,0.00093054,0.00093367,0.00021283
960.00000000,0.00159047,0.00093055,0.00099415,0.00025447
990.00000000,0.00171772,0.00093596,0.00106647,0.00028049
1020.00000000,0.00171878,0.00100467,0.00108453,0.00028954
1050.00000000,0.00172384,0.00101201,0.00108634,0.00030260
1080.00000000,0.00172498,0.00102860,0.00110055,0.00030318
1110.00000000,0.00172538,0.00107918,0.00112343,0.00031199
1140.00000000,0.00173049,0.00112151,0.00112383,0.00033573
1170.00000000,0.00173758,0.00114163,0.00112424,0.00034180
1200.00000000,0.00174177,0.00114180,0.00112479,0.00034260
1230.00000000,0.00174913,0.00114356,0.00112481,0.00034410
1260.00000000,0.00175376,0.00115861,0.00112740,0.00034412
1290.00000000,0.00178517,0.00120059,0.00112909,0.00034430
1320.00000000,0.00181095,0.00120945,0.00113001,0.00034560
1350.00000000,0.00181423,0.00121288,0.00114183,0.00034565
1380.00000000,0.00182202,0.00121426,0.00117262,0.00034816
1410.00000000,0.00182683,0.00122321,0.00120984,0.00034899
1440.00000000,0.00182688,0.00125112,0.00125747,0.00035235
1470.00000000,0.00182702,0.00126480,0.00127130,0.00035248
1500.00000000,0.00183070,0.00126637,0.00129615,0.00035577
1530.00000000,0.00183201,0.00127094,0.00130050,0.00035720
1560.00000000,0.00183208,0.00127552,0.00130061,0.00036148
1590.00000000,0.00183415,0.00127594,0.00130234,0.00036207
1620.00000000,0.00184568,0.00127596,0.00131132,0.00036215
1650.00000000,0.00185572,0.00127731,0.00131288,0.00037168
1680.00000000,0.00186536,0.00127761,0.00131342,0.00038252
1710.00000000,0.00186757,0.00127764,0.00131383,0.00038773
1740.00000000,0.00186770,0.00127846,0.00131416,0.00038821
1770.00000000,0.00186837,0.00128021,0.00131519,0.00038847
1800.00000000,0.00187608,0.00128137,0.00131691,0.00038862
1830.00000000,0.00187609,0.00128197,0.00131778,0.00038862
1860.00000000,0.00187653,0.00128672,0.00131792,0.00039474
1890.00000000,0.00187740,0.00129308,0.00132421,0.00041154
1920.00000000,0.00188722,0.00129313,0.00132754,0.00041271
1950.00000000,0.00189545,0.00129405,0.00134625,0.00041296
1980.00000000,0.00190401,0.00129455,0.00135802,0.00041300
2010.00000000,0.00192094,0.00129550,0.00136301,0.00041382
2040.00000000,0.00192109,0.00129550,0.00136490,0.00041479
2070.00000000,0.00192507,0.00129563,0.00137408,0.00041672
2100.00000000,0.00193008,0.00129583,0.00138364,0.00041841
2130.00000000,0.00194628,0.00129616,0.00138835,0.00042003
2160.00000000,0.00196242,0.00129694,0.00139294,0.00042102
2190.00000000,0.00199621,0.00129833,0.00140716,0.00042177
2220.00000000,0.00201619,0.00130001,0.00141154,0.00042293
2250.00000000,0.00202542,0.00131561,0.00141357,0.00042839
2280.00000000,0.00203747,0.00132627,0.00141645,0.00043061
2310.00000000,0.00204598,0.00133853,0.00141902,0.00043540
2340.00000000,0.00205553,0.00134120,0.00142119,0.00043540
2370.00000000,0.00206343,0.00134757,0.00142125,0.00043541
2400.00000000,0.00207645,0.00135624,0.00142126,0.00043571
2430.00000000,0.00207646,0.00135624,0.00142127,0.00043571
2460.00000000,0.00208159,0.00136132,0.00142152,0.00043598
2490.00000000,0.00208820,0.00136827,0.00142343,0.00043771
2520.00000000,0.00209336,0.00137712,0.00142589,0.00043846
2550.00000000,0.00209858,0.00139562,0.00143330,0.00043896
2580.00000000,0.00210448,0.00141115,0.00144180,0.00044093
2610.00000000,0.00210519,0.00141124,0.00144290,0.00044094
2640.00000000,0.00210612,0.00141154,0.00144335,0.00044100
2670.00000000,0.00210851,0.00141585,0.00144505,0.00044436
2700.00000000,0.00210876,0.00141618,0.00144575,0.00044495
2730.00000000,0.00211185,0.00142368,0.00144685,0.00044495
2760.00000000,0.00211275,0.00142572,0.00144690,0.00044502
2790.00000000,0.00211352,0.00142757,0.00144749,0.00044510
2820.00000000,0.00211443,0.00142958,0.00144939,0.00044594
2850.00000000,0.00211494,0.00143124,0.00145100,0.00044643
2880.00000000,0.00211497,0.00144222,0.00146069,0.00044657
2910.00000000,0.00211605,0.00145280,0.00146655,0.00044661
2940.00000000,0.00211753,0.00145323,0.00146969,0.00044662
2970.00000000,0.00212108,0.00145500,0.00146976,0.00044728
3000.00000000,0.00212327,0.00145502,0.00147165,0.00044735
3030.00000000,0.00212356,0.00145546,0.00147220,0.00044773
3060.00000000,0.00212652,0.00145596,0.00147331,0.00044773
3090.00000000,0.00214116,0.00146569,0.00147534,0.00044825
3120.00000000,0.00215254,0.00147576,0.00147671,0.00044919
3150.00000000,0.00217013,0.00149399,0.00147703,0.00044960
3180.00000000,0.00218790,0.00150908,0.00147707,0.00044962
3210.00000000,0.00221294,0.00151972,0.00147707,0.00045290
3240.00000000,0.00224347,0.00153761,0.00148134,0.00046419
3270.00000000,0.00224729,0.00154215,0.00148383,0.00046615
3300.00000000,0.00224736,0.00154587,0.00148883,0.00046648
3330.00000000,0.00224773,0.00154850,0.00148979,0.00046803
3360.00000000,0.00225337,0.00155046,0.00149094,0.00046804
3390.00000000,0.00225984,0.00155084,0.00149573,0.00046811
3420.00000000,0.00226319,0.00155093,0.00150025,0.00046811
3450.00000000,0.00226322,0.00155093,0.00150121,0.00046885
3480.00000000,0.00226605,0.00155168,0.00150136,0.00046903
3510.00000000,0.00227844,0.00156225,0.00150142,0.00046930
3540.00000000,0.00229197,0.00157397,0.00150144,0.00046932
3570.00000000,0.00230144,0.00157694,0.00150147,0.00047166
3600.00000000,0.00230190,0.00157750,0.00150170,0.00047183
