times, G0G1_phase_csse, S_phase_csse, G2_phase_csse, M_phase_csse
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00000359,0.00000013,0.00001617,0.00003090
60.00000000,0.00000734,0.00006462,0.00012909,0.00005145
90.00000000,0.00005186,0.00022744,0.00038815,0.00015159
120.00000000,0.00005418,0.00022855,0.00048953,0.00024369
150.00000000,0.00009613,0.00030448,0.00103818,0.00031147
180.00000000,0.00028741,0.00040142,0.00163763,0.00031212
210.00000000,0.00036111,0.00048384,0.00197704,0.00031270
240.00000000,0.00044869,0.00052351,0.00221904,0.00031271
270.00000000,0.00065764,0.00054994,0.00248360,0.00032380
300.00000000,0.00084100,0.00055001,0.00255874,0.00034510
330.00000000,0.00095027,0.00055952,0.00255937,0.00038832
360.00000000,0.00095077,0.00065536,0.00258030,0.00042341
390.00000000,0.00095752,0.00069417,0.00260004,0.00042407
420.00000000,0.00100999,0.00071569,0.00260321,0.00044329
450.00000000,0.00110336,0.00073450,0.00260608,0.00049258
480.00000000,0.00111422,0.00073450,0.00262153,0.00049291
510.00000000,0.00119370,0.00086372,0.00272326,0.00055119
540.00000000,0.00124821,0.00095348,0.00273919,0.00055480
570.00000000,0.00127163,0.00100420,0.00279723,0.00058327
600.00000000,0.00127215,0.00101516,0.00281220,0.00058490
630.00000000,0.00130512,0.00106340,0.00281659,0.00058570
660.00000000,0.00141771,0.00109648,0.00284534,0.00058595
690.00000000,0.00142229,0.00110297,0.00287940,0.00062491
720.00000000,0.00144344,0.00115251,0.00289538,0.00062734
750.00000000,0.00144934,0.00118135,0.00289572,0.00063977
780.00000000,0.00151424,0.00128303,0.00290022,0.00063978
810.00000000,0.00151742,0.00128414,0.00290075,0.00064189
840.00000000,0.00151746,0.00129142,0.00292001,0.00064549
870.00000000,0.00152475,0.00139492,0.00296351,0.00064626
900.00000000,0.00158616,0.00160673,0.00300716,0.00064627
930.00000000,0.00164811,0.00186294,0.00300958,0.00068959
960.00000000,0.00190954,0.00219427,0.00301593,0.00071033
990.00000000,0.00219314,0.00259834,0.00304743,0.00078906
1020.00000000,0.00245730,0.00282917,0.00310761,0.00083392
1050.00000000,0.00302280,0.00329020,0.00318678,0.00087734
1080.00000000,0.00356773,0.00368904,0.00321038,0.00087954
1110.00000000,0.00377274,0.00390091,0.00323393,0.00090546
1140.00000000,0.00413713,0.00416253,0.00326151,0.00091092
1170.00000000,0.00446205,0.00428336,0.00330777,0.00091098
1200.00000000,0.00447983,0.00428510,0.00334688,0.00091149
1230.00000000,0.00448128,0.00430596,0.00336568,0.00091243
1260.00000000,0.00448200,0.00431001,0.00336701,0.00091243
1290.00000000,0.00448365,0.00432339,0.00337496,0.00091263
1320.00000000,0.00448428,0.00433504,0.00339668,0.00091284
1350.00000000,0.00450125,0.00438105,0.00342128,0.00091812
1380.00000000,0.00450721,0.00445116,0.00348160,0.00092148
1410.00000000,0.00461657,0.00469500,0.00352863,0.00092437
1440.00000000,0.00462452,0.00474704,0.00354225,0.00092486
1470.00000000,0.00462910,0.00475154,0.00354853,0.00093106
1500.00000000,0.00463011,0.00476450,0.00362189,0.00096673
1530.00000000,0.00463030,0.00482498,0.00370980,0.00096809
1560.00000000,0.00463062,0.00487100,0.00375434,0.00096855
1590.00000000,0.00463062,0.00490703,0.00378416,0.00096886
1620.00000000,0.00464520,0.00493423,0.00378447,0.00097270
1650.00000000,0.00467643,0.00496405,0.00378475,0.00097286
1680.00000000,0.00467691,0.00496468,0.00378586,0.00097377
1710.00000000,0.00468577,0.00497116,0.00378588,0.00097410
1740.00000000,0.00471059,0.00497845,0.00378719,0.00098584
1770.00000000,0.00472571,0.00499350,0.00380317,0.00100190
1800.00000000,0.00472843,0.00500537,0.00380778,0.00100202
1830.00000000,0.00478849,0.00502508,0.00381481,0.00100246
1860.00000000,0.00485395,0.00508715,0.00381495,0.00100248
1890.00000000,0.00495785,0.00516796,0.00382269,0.00100497
1920.00000000,0.00503345,0.00520415,0.00384391,0.00100868
1950.00000000,0.00508206,0.00523128,0.00385724,0.00101225
1980.00000000,0.00533603,0.00531732,0.00388437,0.00101435
2010.00000000,0.00556958,0.00548515,0.00388711,0.00101480
2040.00000000,0.00576294,0.00571383,0.00389005,0.00101505
2070.00000000,0.00588780,0.00582186,0.00389013,0.00101616
2100.00000000,0.00612844,0.00607957,0.00390057,0.00102340
2130.00000000,0.00619733,0.00620939,0.00391442,0.00102380
2160.00000000,0.00628175,0.00628720,0.00392363,0.00103537
2190.00000000,0.00634378,0.00631464,0.00393306,0.00106797
2220.00000000,0.00639185,0.00632856,0.00394102,0.00110425
2250.00000000,0.00639676,0.00633246,0.00395458,0.00111965
2280.00000000,0.00642891,0.00633928,0.00396289,0.00111968
2310.00000000,0.00646065,0.00635024,0.00396327,0.00112832
2340.00000000,0.00647972,0.00635025,0.00396534,0.00113635
2370.00000000,0.00648349,0.00636240,0.00397790,0.00113990
2400.00000000,0.00649693,0.00636329,0.00398101,0.00114082
2430.00000000,0.00649869,0.00636447,0.00398107,0.00114784
2460.00000000,0.00650498,0.00636507,0.00398246,0.00114814
2490.00000000,0.00652101,0.00637411,0.00398281,0.00114831
2520.00000000,0.00652915,0.00638896,0.00399442,0.00115411
2550.00000000,0.00653044,0.00638912,0.00400153,0.00115780
2580.00000000,0.00653764,0.00639055,0.00401460,0.00115788
2610.00000000,0.00653966,0.00639105,0.00401746,0.00115884
2640.00000000,0.00654125,0.00639206,0.00401774,0.00115891
2670.00000000,0.00655226,0.00639681,0.00401790,0.00116126
2700.00000000,0.00655500,0.00640267,0.00402004,0.00116174
2730.00000000,0.00655582,0.00640330,0.00402798,0.00117034
2760.00000000,0.00655606,0.00640393,0.00403144,0.00117503
2790.00000000,0.00655781,0.00640496,0.00403478,0.00117733
2820.00000000,0.00657066,0.00641207,0.00404317,0.00118125
2850.00000000,0.00658200,0.00641344,0.00404856,0.00118126
2880.00000000,0.00658619,0.00641554,0.00407573,0.00118420
2910.00000000,0.00658746,0.00641716,0.00408092,0.00118421
2940.00000000,0.00659261,0.00641803,0.00408953,0.00118428
2970.00000000,0.00659282,0.00642662,0.00411041,0.00118567
3000.00000000,0.00660072,0.00643390,0.00414053,0.00118567
3030.00000000,0.00664955,0.00643391,0.00420105,0.00118642
3060.00000000,0.00667780,0.00643519,0.00422981,0.00118761
3090.00000000,0.00672443,0.00643722,0.00425005,0.00118843
3120.00000000,0.00675142,0.00643727,0.00427657,0.00118850
3150.00000000,0.00683354,0.00644127,0.00430525,0.00119141
3180.00000000,0.00687508,0.00644148,0.00434878,0.00119151
3210.00000000,0.00690542,0.00645057,0.00443136,0.00119182
3240.00000000,0.00691621,0.00648251,0.00449611,0.00119262
3270.00000000,0.00691643,0.00655049,0.00452824,0.00120191
3300.00000000,0.00692868,0.00663416,0.00454667,0.00120374
3330.00000000,0.00695309,0.00672901,0.00456078,0.00120483
3360.00000000,0.00695553,0.00676491,0.00456689,0.00120866
3390.00000000,0.00696298,0.00679549,0.00456929,0.00121023
3420.00000000,0.00698835,0.00682821,0.00457109,0.00121067
3450.00000000,0.00699313,0.00685646,0.00457679,0.00121122
3480.00000000,0.00699786,0.00689554,0.00458888,0.00121158
3510.00000000,0.00699989,0.00690131,0.00459134,0.00121667
3540.00000000,0.00700698,0.00691839,0.00459140,0.00121963
3570.00000000,0.00701110,0.00692324,0.00459641,0.00122544
3600.00000000,0.00703498,0.00693799,0.00460088,0.00122658
