times, G0G1_phase_csse, S_phase_csse, G2_phase_csse, M_phase_csse
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00000066,0.00000135,0.00000001,0.00000421
60.00000000,0.00004036,0.00002152,0.00001421,0.00003532
90.00000000,0.00017815,0.00018131,0.00004038,0.00005307
120.00000000,0.00031893,0.00029539,0.00004364,0.00006202
150.00000000,0.00042370,0.00029558,0.00006078,0.00010471
180.00000000,0.00049219,0.00029815,0.00011556,0.00011085
210.00000000,0.00063566,0.00032108,0.00013542,0.00011831
240.00000000,0.00071473,0.00032116,0.00022917,0.00011856
270.00000000,0.00073967,0.00040003,0.00027809,0.00016591
300.00000000,0.00077880,0.00058922,0.00033876,0.00016599
330.00000000,0.00077995,0.00070519,0.00034410,0.00025677
360.00000000,0.00077995,0.00079675,0.00034491,0.00036529
390.00000000,0.00078344,0.00081522,0.00041488,0.00048179
420.00000000,0.00079525,0.00081712,0.00051754,0.00051006
450.00000000,0.00114913,0.00085568,0.00069343,0.00051049
480.00000000,0.00130867,0.00086190,0.00087066,0.00052058
510.00000000,0.00171056,0.00086209,0.00123824,0.00052077
540.00000000,0.00212893,0.00090763,0.00130444,0.00055179
570.00000000,0.00220672,0.00096968,0.00130597,0.00055188
600.00000000,0.00229916,0.00111794,0.00130933,0.00055241
630.00000000,0.00231018,0.00114041,0.00133819,0.00056803
660.00000000,0.00231026,0.00116817,0.00136470,0.00056819
690.00000000,0.00233336,0.00118027,0.00136493,0.00057147
720.00000000,0.00233389,0.00118761,0.00137801,0.00060277
750.00000000,0.00242774,0.00123170,0.00140634,0.00060794
780.00000000,0.00246366,0.00125260,0.00141276,0.00060918
810.00000000,0.00249008,0.00125656,0.00145148,0.00061862
840.00000000,0.00257073,0.00128015,0.00146806,0.00061862
870.00000000,0.00257381,0.00128271,0.00149281,0.00064188
900.00000000,0.00257726,0.00128419,0.00152049,0.00066322
930.00000000,0.00259716,0.00129974,0.00152491,0.00066574
960.00000000,0.00261886,0.00130151,0.00156039,0.00067265
990.00000000,0.00263903,0.00136592,0.00172358,0.00075803
1020.00000000,0.00267744,0.00142053,0.00200808,0.00076879
1050.00000000,0.00285281,0.00142237,0.00210444,0.00079168
1080.00000000,0.00297654,0.00143268,0.00220496,0.00081024
1110.00000000,0.00303463,0.00150692,0.00233846,0.00083217
1140.00000000,0.00305639,0.00154520,0.00237097,0.00085869
1170.00000000,0.00305654,0.00161300,0.00242267,0.00086073
1200.00000000,0.00305889,0.00172085,0.00247018,0.00086457
1230.00000000,0.00305935,0.00182574,0.00251393,0.00088309
1260.00000000,0.00307314,0.00183023,0.00252120,0.00095582
1290.00000000,0.00309359,0.00187569,0.00254074,0.00099991
1320.00000000,0.00314401,0.00191219,0.00254416,0.00100054
1350.00000000,0.00316922,0.00191651,0.00254416,0.00100936
1380.00000000,0.00317233,0.00191715,0.00257269,0.00102846
1410.00000000,0.00320856,0.00196127,0.00258294,0.00104310
1440.00000000,0.00332443,0.00204735,0.00261198,0.00105832
1470.00000000,0.00336334,0.00205722,0.00264097,0.00106356
1500.00000000,0.00341519,0.00205723,0.00269100,0.00106356
1530.00000000,0.00344270,0.00205731,0.00270395,0.00106543
1560.00000000,0.00350641,0.00205891,0.00271909,0.00107343
1590.00000000,0.00350663,0.00206626,0.00272078,0.00107434
1620.00000000,0.00350735,0.00206761,0.00272298,0.00107571
1650.00000000,0.00352921,0.00208079,0.00273484,0.00108147
