times, G0G1_phase_csse, S_phase_csse, G2_phase_csse, M_phase_csse
2820.00000000,0.00699263,0.00527471,0.00228001,0.00069668
2850.00000000,0.00699739,0.00529669,0.00234303,0.00069782
2880.00000000,0.00700248,0.00532811,0.00239349,0.00069839
2910.00000000,0.00701018,0.00537245,0.00245163,0.00070167
2940.00000000,0.00701088,0.00543407,0.00249866,0.00070501
2970.00000000,0.00701275,0.00544984,0.00250478,0.00070503
3000.00000000,0.00701278,0.00545870,0.00250915,0.00070555
3030.00000000,0.00702644,0.00548768,0.00251356,0.00070572
3060.00000000,0.00703404,0.00550229,0.00251465,0.00070572
3090.00000000,0.00709516,0.00556076,0.00251548,0.00070628
3120.00000000,0.00715071,0.00559612,0.00252055,0.00070683
3150.00000000,0.00721628,0.00565799,0.00252057,0.00070697
3180.00000000,0.00732578,0.00573063,0.00252068,0.00070956
3210.00000000,0.00740438,0.00576310,0.00252172,0.00071417
3240.00000000,0.00745276,0.00578343,0.00252471,0.00071468
3270.00000000,0.00746990,0.00579091,0.00252624,0.00071471
3300.00000000,0.00748151,0.00579785,0.00253088,0.00071662
3330.00000000,0.00750291,0.00580256,0.00254059,0.00071706
3360.00000000,0.00753383,0.00580825,0.00255509,0.00071746
3390.00000000,0.00754456,0.00581103,0.00256147,0.00071830
3420.00000000,0.00755968,0.00583591,0.00256170,0.00071868
3450.00000000,0.00757965,0.00588055,0.00256446,0.00071899
3480.00000000,0.00758170,0.00589901,0.00256869,0.00071964
3510.00000000,0.00758403,0.00591817,0.00256952,0.00072340
3540.00000000,0.00758735,0.00594115,0.00257073,0.00072691
3570.00000000,0.00760690,0.00597546,0.00257074,0.00072934
3600.00000000,0.00766474,0.00600485,0.00257247,0.00073010
