times, G0G1_phase_csse, S_phase_csse, G2_phase_csse, M_phase_csse
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00005367,0.00003502,0.00000741,0.00000173
60.00000000,0.00005397,0.00003544,0.00001824,0.00001195
90.00000000,0.00020219,0.00004744,0.00006076,0.00001674
120.00000000,0.00022260,0.00005653,0.00006677,0.00001764
150.00000000,0.00022276,0.00011945,0.00013607,0.00001827
180.00000000,0.00027954,0.00014563,0.00016334,0.00007348
210.00000000,0.00029625,0.00024372,0.00016357,0.00010191
240.00000000,0.00050633,0.00060689,0.00016361,0.00012089
270.00000000,0.00071155,0.00090649,0.00018754,0.00018290
300.00000000,0.00095256,0.00131757,0.00018773,0.00020979
330.00000000,0.00140377,0.00179073,0.00019986,0.00022575
360.00000000,0.00177114,0.00199941,0.00026155,0.00023556
390.00000000,0.00198060,0.00205294,0.00032057,0.00023584
420.00000000,0.00211125,0.00212580,0.00032783,0.00023588
450.00000000,0.00219706,0.00216925,0.00034945,0.00023980
480.00000000,0.00224629,0.00218773,0.00054282,0.00024650
510.00000000,0.00227097,0.00219367,0.00066607,0.00026019
540.00000000,0.00243894,0.00219376,0.00076507,0.00027116
570.00000000,0.00252164,0.00228287,0.00093639,0.00030081
600.00000000,0.00252790,0.00234488,0.00098062,0.00031470
630.00000000,0.00256976,0.00234970,0.00098296,0.00032225
660.00000000,0.00261429,0.00238057,0.00098916,0.00033526
690.00000000,0.00264536,0.00246642,0.00103715,0.00034573
720.00000000,0.00264863,0.00253610,0.00103923,0.00037171
750.00000000,0.00268904,0.00255589,0.00105237,0.00037466
780.00000000,0.00270491,0.00256333,0.00111334,0.00037586
810.00000000,0.00271674,0.00256395,0.00111816,0.00037607
840.00000000,0.00275275,0.00256642,0.00117800,0.00038700
870.00000000,0.00284510,0.00262225,0.00121196,0.00040062
900.00000000,0.00290465,0.00264862,0.00124137,0.00040869
930.00000000,0.00291435,0.00265197,0.00126921,0.00040880
960.00000000,0.00292211,0.00265406,0.00129906,0.00041032
990.00000000,0.00293605,0.00266054,0.00129973,0.00041046
1020.00000000,0.00296821,0.00269930,0.00130190,0.00041457
1050.00000000,0.00312592,0.00278983,0.00131537,0.00041496
1080.00000000,0.00323718,0.00284841,0.00131542,0.00042200
1110.00000000,0.00326978,0.00290570,0.00131544,0.00042497
1140.00000000,0.00342708,0.00311821,0.00131751,0.00043704
1170.00000000,0.00384266,0.00339398,0.00133412,0.00043712
1200.00000000,0.00444643,0.00363048,0.00136814,0.00044842
1230.00000000,0.00485395,0.00387223,0.00137057,0.00048684
1260.00000000,0.00490699,0.00388851,0.00138230,0.00048687
1290.00000000,0.00492256,0.00389032,0.00139855,0.00048892
1320.00000000,0.00492832,0.00391283,0.00151799,0.00050324
1350.00000000,0.00492853,0.00401354,0.00164313,0.00050585
1380.00000000,0.00493215,0.00406099,0.00170032,0.00050736
1410.00000000,0.00494401,0.00412814,0.00170766,0.00051152
1440.00000000,0.00497036,0.00418454,0.00170785,0.00051531
1470.00000000,0.00503889,0.00432500,0.00170938,0.00052076
1500.00000000,0.00507992,0.00438637,0.00170940,0.00052317
1530.00000000,0.00516018,0.00444598,0.00172132,0.00052808
1560.00000000,0.00532117,0.00457782,0.00172174,0.00053150
1590.00000000,0.00543236,0.00468840,0.00172235,0.00053216
1620.00000000,0.00558640,0.00473323,0.00173946,0.00053465
1650.00000000,0.00591114,0.00482727,0.00177187,0.00054157
1680.00000000,0.00617661,0.00489349,0.00180039,0.00054950
1710.00000000,0.00627134,0.00493544,0.00181632,0.00055004
1740.00000000,0.00630879,0.00493911,0.00184030,0.00055052
1770.00000000,0.00630891,0.00495360,0.00187261,0.00055287
1800.00000000,0.00630903,0.00495489,0.00187340,0.00055323
1830.00000000,0.00632471,0.00495784,0.00187340,0.00055836
1860.00000000,0.00634966,0.00497535,0.00189061,0.00058294
1890.00000000,0.00635496,0.00498203,0.00192053,0.00058328
1920.00000000,0.00635901,0.00498869,0.00194049,0.00058329
1950.00000000,0.00635932,0.00498889,0.00194249,0.00058563
1980.00000000,0.00638570,0.00499725,0.00194660,0.00058568
2010.00000000,0.00638699,0.00499727,0.00195219,0.00058757
2040.00000000,0.00638784,0.00499739,0.00195422,0.00058759
2070.00000000,0.00638806,0.00499816,0.00195965,0.00058854
2100.00000000,0.00638806,0.00500418,0.00196393,0.00058871
2130.00000000,0.00638902,0.00500629,0.00196689,0.00059352
2160.00000000,0.00640627,0.00501574,0.00200875,0.00062259
2190.00000000,0.00644955,0.00506924,0.00201830,0.00063723
2220.00000000,0.00651065,0.00510912,0.00203334,0.00064288
2250.00000000,0.00657806,0.00514598,0.00203885,0.00064292
2280.00000000,0.00661189,0.00514827,0.00204951,0.00064400
2310.00000000,0.00664481,0.00515234,0.00205584,0.00064545
2340.00000000,0.00671130,0.00516511,0.00206826,0.00064657
2370.00000000,0.00675965,0.00516950,0.00210653,0.00064833
2400.00000000,0.00680017,0.00517404,0.00213824,0.00065028
2430.00000000,0.00685251,0.00517907,0.00214591,0.00065522
2460.00000000,0.00685666,0.00517909,0.00214816,0.00065568
2490.00000000,0.00685668,0.00517933,0.00214821,0.00065599
2520.00000000,0.00685686,0.00517946,0.00214882,0.00065848
2550.00000000,0.00685738,0.00518629,0.00214973,0.00065936
2580.00000000,0.00686552,0.00520865,0.00214973,0.00066296
2610.00000000,0.00687282,0.00521323,0.00215624,0.00066692
2640.00000000,0.00692303,0.00521735,0.00218528,0.00066703
2670.00000000,0.00697122,0.00522489,0.00219088,0.00067037
2700.00000000,0.00698732,0.00522490,0.00219142,0.00068181
2730.00000000,0.00699083,0.00522652,0.00219358,0.00068608
2760.00000000,0.00699259,0.00522769,0.00219817,0.00068966
2790.00000000,0.00699261,0.00523400,0.00222270,0.00069492
