times, G0G1_phase_csse, S_phase_csse, G2_phase_csse, M_phase_csse
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00000030,0.00002021,0.00003649,0.00000436
60.00000000,0.00006791,0.00002021,0.00004353,0.00003551
90.00000000,0.00013185,0.00005950,0.00004931,0.00003596
120.00000000,0.00015672,0.00010797,0.00007410,0.00008433
150.00000000,0.00017797,0.00013015,0.00012311,0.00008970
180.00000000,0.00031883,0.00013262,0.00030652,0.00008972
210.00000000,0.00041131,0.00027523,0.00069057,0.00009356
240.00000000,0.00043311,0.00053916,0.00086522,0.00009625
270.00000000,0.00043617,0.00084074,0.00135289,0.00013804
300.00000000,0.00058290,0.00103909,0.00188849,0.00014737
330.00000000,0.00062159,0.00154972,0.00229744,0.00022124
360.00000000,0.00064977,0.00182335,0.00235593,0.00023410
390.00000000,0.00065122,0.00183006,0.00239382,0.00029095
420.00000000,0.00073064,0.00183088,0.00255385,0.00031248
450.00000000,0.00089363,0.00188157,0.00259956,0.00031372
480.00000000,0.00128715,0.00194994,0.00267268,0.00032283
510.00000000,0.00197468,0.00214028,0.00268275,0.00040841
540.00000000,0.00198317,0.00217366,0.00273427,0.00042701
570.00000000,0.00200022,0.00217568,0.00275757,0.00042754
600.00000000,0.00200483,0.00219102,0.00275901,0.00045123
630.00000000,0.00203572,0.00223905,0.00275936,0.00045184
660.00000000,0.00205564,0.00237602,0.00276871,0.00046932
690.00000000,0.00208574,0.00245042,0.00277160,0.00047139
720.00000000,0.00213202,0.00251498,0.00278118,0.00047486
750.00000000,0.00214511,0.00255274,0.00288783,0.00053571
780.00000000,0.00215294,0.00257405,0.00292141,0.00055152
810.00000000,0.00215316,0.00257531,0.00293836,0.00056354
840.00000000,0.00215463,0.00257958,0.00295439,0.00058711
870.00000000,0.00221672,0.00261714,0.00295621,0.00058727
900.00000000,0.00224264,0.00263593,0.00295965,0.00071455
930.00000000,0.00224527,0.00263694,0.00307097,0.00088809
960.00000000,0.00224697,0.00265643,0.00323323,0.00122872
990.00000000,0.00242239,0.00273379,0.00337218,0.00128258
1020.00000000,0.00261558,0.00291906,0.00351485,0.00141845
1050.00000000,0.00303723,0.00322065,0.00376447,0.00157801
1080.00000000,0.00438649,0.00395345,0.00389013,0.00158040
1110.00000000,0.00610092,0.00520769,0.00391411,0.00158160
1140.00000000,0.00729536,0.00601244,0.00393890,0.00158307
1170.00000000,0.00812247,0.00638084,0.00408491,0.00158941
1200.00000000,0.00906643,0.00702779,0.00426964,0.00165835
1230.00000000,0.01024942,0.00738294,0.00447032,0.00166026
1260.00000000,0.01106866,0.00765932,0.00458566,0.00166184
1290.00000000,0.01130054,0.00774105,0.00464246,0.00166366
1320.00000000,0.01158076,0.00777031,0.00481997,0.00166764
1350.00000000,0.01160676,0.00777044,0.00490673,0.00168250
1380.00000000,0.01163448,0.00778960,0.00501556,0.00168313
1410.00000000,0.01164108,0.00779841,0.00504744,0.00168314
1440.00000000,0.01164187,0.00782317,0.00511147,0.00168770
1470.00000000,0.01165931,0.00786084,0.00512421,0.00169028
1500.00000000,0.01178425,0.00787220,0.00512422,0.00174989
1530.00000000,0.01184847,0.00788560,0.00515790,0.00178436
1560.00000000,0.01203518,0.00788573,0.00516455,0.00189955
1590.00000000,0.01203519,0.00794469,0.00516655,0.00193742
1620.00000000,0.01203520,0.00797179,0.00517865,0.00194012
1650.00000000,0.01203561,0.00797700,0.00517892,0.00194477
1680.00000000,0.01204610,0.00798087,0.00518389,0.00195362
1710.00000000,0.01204865,0.00800417,0.00518407,0.00196150
1740.00000000,0.01205671,0.00800878,0.00518451,0.00196150
1770.00000000,0.01205878,0.00800962,0.00519513,0.00196900
1800.00000000,0.01212093,0.00801910,0.00522890,0.00197001
1830.00000000,0.01212744,0.00802659,0.00529073,0.00197665
1860.00000000,0.01212922,0.00804123,0.00535179,0.00200497
1890.00000000,0.01212972,0.00807919,0.00542882,0.00200862
1920.00000000,0.01215060,0.00811494,0.00549408,0.00201473
1950.00000000,0.01216312,0.00814706,0.00552484,0.00202811
1980.00000000,0.01216392,0.00823814,0.00555975,0.00204863
2010.00000000,0.01220819,0.00828061,0.00555993,0.00204871
2040.00000000,0.01225128,0.00832201,0.00556569,0.00205387
2070.00000000,0.01227756,0.00833832,0.00556688,0.00205387
2100.00000000,0.01228150,0.00835766,0.00558438,0.00205700
2130.00000000,0.01229069,0.00840012,0.00559874,0.00205709
2160.00000000,0.01234171,0.00848771,0.00560539,0.00205723
2190.00000000,0.01235848,0.00852096,0.00561224,0.00205812
2220.00000000,0.01237809,0.00857357,0.00562814,0.00205947
2250.00000000,0.01241761,0.00858681,0.00563365,0.00205956
2280.00000000,0.01241790,0.00859767,0.00564369,0.00205973
2310.00000000,0.01242765,0.00861354,0.00564981,0.00206233
2340.00000000,0.01244300,0.00861354,0.00565087,0.00207081
2370.00000000,0.01244326,0.00861404,0.00565094,0.00207301
2400.00000000,0.01244326,0.00861505,0.00565209,0.00207750
2430.00000000,0.01245245,0.00862863,0.00567130,0.00209140
2460.00000000,0.01245653,0.00863714,0.00567139,0.00209285
2490.00000000,0.01248910,0.00865134,0.00570119,0.00210524
2520.00000000,0.01254240,0.00865696,0.00578694,0.00212399
2550.00000000,0.01260142,0.00865719,0.00590682,0.00213176
2580.00000000,0.01264998,0.00866710,0.00602563,0.00213237
2610.00000000,0.01268385,0.00867312,0.00612211,0.00213477
2640.00000000,0.01269665,0.00871626,0.00625106,0.00213624
2670.00000000,0.01269670,0.00878973,0.00631369,0.00213644
2700.00000000,0.01270380,0.00897435,0.00642837,0.00213648
2730.00000000,0.01270743,0.00899933,0.00645901,0.00213836
2760.00000000,0.01271808,0.00903649,0.00653663,0.00213866
2790.00000000,0.01271987,0.00911530,0.00656378,0.00214408
2820.00000000,0.01272146,0.00921053,0.00661572,0.00215862
2850.00000000,0.01275258,0.00933760,0.00665313,0.00215880
2880.00000000,0.01282346,0.00945287,0.00667885,0.00216638
2910.00000000,0.01288121,0.00955247,0.00668168,0.00216687
2940.00000000,0.01302951,0.00971273,0.00668170,0.00216697
2970.00000000,0.01328346,0.00997642,0.00668226,0.00216807
3000.00000000,0.01337983,0.01008446,0.00669192,0.00218166
3030.00000000,0.01352571,0.01017148,0.00672150,0.00218888
3060.00000000,0.01357383,0.01018124,0.00676509,0.00219667
3090.00000000,0.01362480,0.01018162,0.00679998,0.00219706
3120.00000000,0.01366393,0.01019291,0.00681173,0.00219734
3150.00000000,0.01373055,0.01020761,0.00681304,0.00220747
3180.00000000,0.01378454,0.01021479,0.00682355,0.00220950
3210.00000000,0.01379614,0.01021655,0.00684538,0.00220951
3240.00000000,0.01379774,0.01022037,0.00684660,0.00221399
3270.00000000,0.01380263,0.01027243,0.00685451,0.00221880
3300.00000000,0.01385808,0.01034291,0.00685453,0.00222001
3330.00000000,0.01391275,0.01038040,0.00686398,0.00222326
3360.00000000,0.01397165,0.01044476,0.00686402,0.00222328
3390.00000000,0.01397880,0.01046513,0.00686402,0.00222656
3420.00000000,0.01398571,0.01048066,0.00686430,0.00222996
3450.00000000,0.01398597,0.01048088,0.00686494,0.00223054
3480.00000000,0.01399021,0.01048554,0.00686524,0.00223095
3510.00000000,0.01401097,0.01050391,0.00686725,0.00223227
3540.00000000,0.01406442,0.01052067,0.00687354,0.00223277
3570.00000000,0.01410345,0.01052363,0.00688379,0.00223453
3600.00000000,0.01416471,0.01052390,0.00690066,0.00224474
