times, G0G1_phase_csse, S_phase_csse, G2_phase_csse, M_phase_csse
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00002507,0.00000088,0.00000013,0.00003112
60.00000000,0.00004045,0.00000795,0.00000569,0.00004897
90.00000000,0.00004117,0.00000868,0.00000577,0.00004905
120.00000000,0.00007612,0.00002680,0.00001015,0.00006310
150.00000000,0.00009209,0.00012685,0.00004051,0.00006335
180.00000000,0.00010039,0.00019459,0.00008398,0.00006490
210.00000000,0.00011094,0.00023749,0.00009359,0.00006494
240.00000000,0.00019291,0.00025576,0.00009389,0.00009337
270.00000000,0.00019296,0.00028851,0.00020087,0.00011682
300.00000000,0.00028304,0.00033873,0.00041872,0.00012013
330.00000000,0.00031533,0.00037273,0.00042309,0.00020892
360.00000000,0.00037247,0.00039740,0.00042977,0.00020892
390.00000000,0.00051389,0.00039781,0.00055283,0.00020895
420.00000000,0.00060129,0.00043642,0.00080984,0.00020917
450.00000000,0.00078223,0.00044684,0.00100199,0.00021711
480.00000000,0.00091665,0.00048369,0.00115888,0.00024352
510.00000000,0.00110185,0.00049045,0.00121682,0.00031741
540.00000000,0.00112481,0.00068407,0.00121995,0.00037148
570.00000000,0.00121105,0.00093261,0.00123488,0.00037832
600.00000000,0.00123195,0.00099161,0.00123490,0.00038716
630.00000000,0.00123331,0.00099613,0.00123508,0.00039537
660.00000000,0.00124020,0.00099632,0.00123547,0.00039782
690.00000000,0.00124158,0.00100390,0.00123695,0.00039795
720.00000000,0.00124171,0.00101854,0.00125030,0.00039798
750.00000000,0.00125953,0.00102164,0.00126932,0.00040160
780.00000000,0.00126327,0.00102215,0.00126998,0.00040177
810.00000000,0.00127530,0.00102235,0.00127345,0.00042554
840.00000000,0.00127572,0.00104042,0.00128510,0.00042773
870.00000000,0.00130401,0.00118002,0.00133960,0.00042852
900.00000000,0.00131180,0.00118006,0.00135566,0.00047205
930.00000000,0.00132182,0.00118633,0.00138382,0.00049363
960.00000000,0.00132550,0.00119631,0.00141790,0.00054374
990.00000000,0.00133642,0.00120550,0.00144165,0.00056490
1020.00000000,0.00136711,0.00133001,0.00145626,0.00065403
1050.00000000,0.00143568,0.00145642,0.00150409,0.00075162
1080.00000000,0.00179408,0.00172307,0.00154097,0.00076367
1110.00000000,0.00207672,0.00194942,0.00156349,0.00077254
1140.00000000,0.00226945,0.00210161,0.00159305,0.00078768
1170.00000000,0.00236275,0.00212474,0.00171025,0.00082339
1200.00000000,0.00256057,0.00228242,0.00177554,0.00086659
1230.00000000,0.00291320,0.00237243,0.00192918,0.00087622
1260.00000000,0.00309396,0.00239209,0.00207766,0.00088630
1290.00000000,0.00317963,0.00239217,0.00222420,0.00089611
1320.00000000,0.00334496,0.00239236,0.00242379,0.00089680
1350.00000000,0.00337553,0.00240766,0.00257482,0.00090492
1380.00000000,0.00341208,0.00244754,0.00276600,0.00090707
1410.00000000,0.00341636,0.00256157,0.00283006,0.00090743
1440.00000000,0.00342385,0.00268492,0.00287186,0.00091106
1470.00000000,0.00346541,0.00278231,0.00288274,0.00091108
1500.00000000,0.00346984,0.00279836,0.00288665,0.00092816
1530.00000000,0.00347038,0.00284736,0.00292861,0.00092974
1560.00000000,0.00351848,0.00286328,0.00296922,0.00095047
1590.00000000,0.00351862,0.00291217,0.00298182,0.00096504
1620.00000000,0.00352277,0.00302195,0.00300671,0.00097696
1650.00000000,0.00352914,0.00310448,0.00300711,0.00101210
1680.00000000,0.00355977,0.00322300,0.00301398,0.00101956
1710.00000000,0.00359717,0.00334811,0.00301474,0.00103717
1740.00000000,0.00368790,0.00348847,0.00301712,0.00103778
1770.00000000,0.00369184,0.00350809,0.00301771,0.00104808
1800.00000000,0.00378186,0.00356495,0.00302681,0.00104922
1830.00000000,0.00381079,0.00357551,0.00303900,0.00105108
1860.00000000,0.00381082,0.00357938,0.00304101,0.00106157
1890.00000000,0.00381436,0.00358587,0.00306431,0.00106172
1920.00000000,0.00381748,0.00362083,0.00307781,0.00106195
1950.00000000,0.00382884,0.00363532,0.00307834,0.00106203
1980.00000000,0.00386894,0.00369711,0.00308003,0.00106208
2010.00000000,0.00400670,0.00374206,0.00308055,0.00108067
2040.00000000,0.00407549,0.00378732,0.00308249,0.00108070
2070.00000000,0.00412639,0.00382096,0.00308439,0.00108805
2100.00000000,0.00412641,0.00382241,0.00308458,0.00108847
2130.00000000,0.00416228,0.00386713,0.00308514,0.00108847
2160.00000000,0.00424317,0.00391561,0.00308631,0.00108937
2190.00000000,0.00432681,0.00392313,0.00309902,0.00109742
2220.00000000,0.00438645,0.00394466,0.00309908,0.00110552
2250.00000000,0.00438673,0.00395482,0.00311373,0.00110553
2280.00000000,0.00439920,0.00395804,0.00313973,0.00110558
2310.00000000,0.00440013,0.00396932,0.00315009,0.00110681
2340.00000000,0.00440575,0.00397435,0.00315269,0.00111581
2370.00000000,0.00441243,0.00398410,0.00315286,0.00111582
2400.00000000,0.00442218,0.00403555,0.00316377,0.00111638
2430.00000000,0.00443155,0.00407501,0.00316991,0.00111693
2460.00000000,0.00446733,0.00415432,0.00317737,0.00111697
2490.00000000,0.00457359,0.00421936,0.00318418,0.00111711
2520.00000000,0.00466116,0.00426425,0.00321905,0.00112765
2550.00000000,0.00481370,0.00430054,0.00328962,0.00113195
2580.00000000,0.00493302,0.00430732,0.00337026,0.00113239
2610.00000000,0.00505050,0.00431372,0.00347140,0.00113545
2640.00000000,0.00516601,0.00431373,0.00360230,0.00113584
2670.00000000,0.00529231,0.00431378,0.00368738,0.00114086
2700.00000000,0.00535343,0.00432469,0.00378258,0.00114272
2730.00000000,0.00538538,0.00432763,0.00383444,0.00114275
2760.00000000,0.00543864,0.00433867,0.00393024,0.00114345
2790.00000000,0.00544810,0.00437894,0.00398951,0.00114641
2820.00000000,0.00545035,0.00443889,0.00404523,0.00114957
2850.00000000,0.00545335,0.00449964,0.00409106,0.00115008
2880.00000000,0.00546207,0.00454437,0.00412028,0.00115287
2910.00000000,0.00547573,0.00458665,0.00413168,0.00115319
2940.00000000,0.00549916,0.00463624,0.00413710,0.00115321
2970.00000000,0.00553429,0.00471951,0.00414062,0.00115495
3000.00000000,0.00554437,0.00476904,0.00414279,0.00116065
3030.00000000,0.00556551,0.00480232,0.00414396,0.00116066
3060.00000000,0.00557697,0.00482064,0.00414406,0.00116212
3090.00000000,0.00558694,0.00482567,0.00414412,0.00116257
3120.00000000,0.00559979,0.00484174,0.00414458,0.00116379
3150.00000000,0.00565003,0.00487155,0.00414468,0.00116554
3180.00000000,0.00570306,0.00489718,0.00414506,0.00116809
3210.00000000,0.00572656,0.00491694,0.00414512,0.00116850
3240.00000000,0.00573211,0.00492067,0.00414543,0.00116946
3270.00000000,0.00573310,0.00492358,0.00414726,0.00117126
3300.00000000,0.00573663,0.00493202,0.00414731,0.00117284
3330.00000000,0.00575103,0.00495133,0.00414951,0.00117718
3360.00000000,0.00578120,0.00498950,0.00415314,0.00118389
3390.00000000,0.00579332,0.00500782,0.00415589,0.00118993
3420.00000000,0.00580048,0.00501995,0.00415762,0.00119444
3450.00000000,0.00581186,0.00504789,0.00415842,0.00119548
3480.00000000,0.00582572,0.00507150,0.00415842,0.00119676
3510.00000000,0.00586766,0.00510943,0.00416181,0.00119908
3540.00000000,0.00592104,0.00514256,0.00416676,0.00119953
3570.00000000,0.00595036,0.00515097,0.00417584,0.00119978
3600.00000000,0.00599646,0.00515349,0.00418474,0.00120470
