times, G0G1_phase_csse, S_phase_csse, G2_phase_csse, M_phase_csse
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00002509,0.00000151,0.00001373,0.00000001
60.00000000,0.00036100,0.00031878,0.00042623,0.00043372
90.00000000,0.00036126,0.00059976,0.00050627,0.00048704
120.00000000,0.00067446,0.00099311,0.00057506,0.00052497
150.00000000,0.00171601,0.00145440,0.00058934,0.00073735
180.00000000,0.00466958,0.00342778,0.00058943,0.00082982
210.00000000,0.00594547,0.00433313,0.00060692,0.00083192
240.00000000,0.00734713,0.00607301,0.00065863,0.00084044
270.00000000,0.00820486,0.00679307,0.00065884,0.00084444
300.00000000,0.00829332,0.00702888,0.00067482,0.00084825
330.00000000,0.00892075,0.00741287,0.00069443,0.00094590
360.00000000,0.00897001,0.00808394,0.00111580,0.00094859
390.00000000,0.00904633,0.00850145,0.00151035,0.00101528
420.00000000,0.00905230,0.00881318,0.00154127,0.00110844
450.00000000,0.00922426,0.00899601,0.00157182,0.00155399
480.00000000,0.00924915,0.00922043,0.00172791,0.00160988
510.00000000,0.00933417,0.00940609,0.00193674,0.00168036
540.00000000,0.00940647,0.00958358,0.00208331,0.00177482
570.00000000,0.00943544,0.00980053,0.00212697,0.00195718
600.00000000,0.00946521,0.00986713,0.00218741,0.00206701
630.00000000,0.00989356,0.00988262,0.00293854,0.00218033
660.00000000,0.01170517,0.00990017,0.00420904,0.00218778
690.00000000,0.01318962,0.00998477,0.00538701,0.00221268
720.00000000,0.01483417,0.00998492,0.00640157,0.00229538
750.00000000,0.01572278,0.00998564,0.00706011,0.00232031
780.00000000,0.01627151,0.01012480,0.00844408,0.00232423
810.00000000,0.01661403,0.01030109,0.00923139,0.00233811
840.00000000,0.01677376,0.01065758,0.01004701,0.00234687
870.00000000,0.01705843,0.01112500,0.01079579,0.00247070
900.00000000,0.01733876,0.01122180,0.01097822,0.00264167
930.00000000,0.01735962,0.01162955,0.01141348,0.00265686
960.00000000,0.01750381,0.01188663,0.01141418,0.00266706
990.00000000,0.01750761,0.01190918,0.01153242,0.00285402
1020.00000000,0.01771757,0.01205597,0.01163234,0.00291211
1050.00000000,0.01819236,0.01226304,0.01171641,0.00291524
1080.00000000,0.01839146,0.01228665,0.01192265,0.00294134
1110.00000000,0.01840835,0.01242367,0.01212632,0.00294373
1140.00000000,0.01842105,0.01247851,0.01212633,0.00295930
1170.00000000,0.01864604,0.01264511,0.01213225,0.00297977
1200.00000000,0.01899597,0.01299802,0.01215550,0.00300226
1230.00000000,0.01935239,0.01303552,0.01221758,0.00302603
1260.00000000,0.01943592,0.01306530,0.01223562,0.00308891
1290.00000000,0.01945330,0.01306771,0.01227970,0.00324169
1320.00000000,0.01957783,0.01314094,0.01230852,0.00330521
1350.00000000,0.01968547,0.01334666,0.01251624,0.00341430
1380.00000000,0.01973785,0.01339903,0.01297902,0.00387709
1410.00000000,0.01973818,0.01340034,0.01305663,0.00394511
