times, G0G1_phase_csse, S_phase_csse, G2_phase_csse, M_phase_csse
1440.00000000,0.01974837,0.01340941,0.01321579,0.00398623
1470.00000000,0.01974985,0.01345820,0.01327158,0.00398913
1500.00000000,0.01975046,0.01379785,0.01348779,0.00400942
1530.00000000,0.01975729,0.01404843,0.01351887,0.00406778
1560.00000000,0.01976439,0.01425208,0.01353012,0.00413591
1590.00000000,0.01992425,0.01437531,0.01353092,0.00414185
1620.00000000,0.02001159,0.01439682,0.01355473,0.00414188
1650.00000000,0.02074946,0.01466349,0.01369420,0.00414283
1680.00000000,0.02124969,0.01470574,0.01380467,0.00417151
1710.00000000,0.02167305,0.01478119,0.01386149,0.00419045
1740.00000000,0.02168186,0.01479361,0.01396034,0.00420235
1770.00000000,0.02178223,0.01480375,0.01404087,0.00422024
1800.00000000,0.02178443,0.01492129,0.01438800,0.00425999
1830.00000000,0.02181422,0.01503626,0.01497021,0.00432317
1860.00000000,0.02183434,0.01511540,0.01510869,0.00432577
1890.00000000,0.02183437,0.01529774,0.01530268,0.00432583
1920.00000000,0.02184066,0.01548426,0.01536719,0.00433555
1950.00000000,0.02184576,0.01581303,0.01548831,0.00435926
1980.00000000,0.02198229,0.01626869,0.01554502,0.00436380
2010.00000000,0.02260799,0.01707802,0.01561170,0.00438618
2040.00000000,0.02289466,0.01756103,0.01567058,0.00439308
2070.00000000,0.02289489,0.01769880,0.01581458,0.00439364
2100.00000000,0.02289512,0.01773874,0.01582853,0.00440301
2130.00000000,0.02290031,0.01780133,0.01587925,0.00441243
2160.00000000,0.02291926,0.01780735,0.01590448,0.00441560
2190.00000000,0.02291999,0.01781026,0.01590507,0.00441881
2220.00000000,0.02296315,0.01781312,0.01590611,0.00443369
2250.00000000,0.02309027,0.01791661,0.01591011,0.00444333
2280.00000000,0.02317105,0.01806584,0.01592507,0.00444373
2310.00000000,0.02319415,0.01813857,0.01605117,0.00450010
2340.00000000,0.02319542,0.01814971,0.01605999,0.00450067
2370.00000000,0.02319986,0.01815545,0.01606508,0.00454637
2400.00000000,0.02320269,0.01824405,0.01614428,0.00455119
2430.00000000,0.02320375,0.01833613,0.01623604,0.00455222
2460.00000000,0.02326912,0.01845979,0.01626657,0.00455842
2490.00000000,0.02329445,0.01860632,0.01633927,0.00456054
2520.00000000,0.02330836,0.01862185,0.01637199,0.00456434
2550.00000000,0.02330843,0.01882260,0.01658846,0.00456499
2580.00000000,0.02330916,0.01889012,0.01663740,0.00456512
2610.00000000,0.02331284,0.01892096,0.01665197,0.00456516
2640.00000000,0.02331504,0.01899062,0.01665537,0.00459033
2670.00000000,0.02331983,0.01904841,0.01665786,0.00465775
2700.00000000,0.02333455,0.01921547,0.01666851,0.00469171
2730.00000000,0.02351252,0.01937274,0.01668694,0.00470391
2760.00000000,0.02369752,0.01969915,0.01668895,0.00473855
2790.00000000,0.02392391,0.01983866,0.01675574,0.00476293
2820.00000000,0.02434589,0.01997992,0.01681301,0.00476411
2850.00000000,0.02468592,0.02011303,0.01681849,0.00478493
2880.00000000,0.02502264,0.02023989,0.01682294,0.00480970
2910.00000000,0.02516119,0.02048374,0.01684436,0.00481032
2940.00000000,0.02528254,0.02078454,0.01688505,0.00481032
2970.00000000,0.02531206,0.02085823,0.01688948,0.00481141
3000.00000000,0.02539568,0.02096524,0.01689397,0.00482242
3030.00000000,0.02541984,0.02097803,0.01693861,0.00485095
3060.00000000,0.02547194,0.02105014,0.01694809,0.00486990
3090.00000000,0.02552477,0.02108096,0.01696895,0.00487803
3120.00000000,0.02574527,0.02125725,0.01700273,0.00489601
3150.00000000,0.02624697,0.02160536,0.01706038,0.00491084
3180.00000000,0.02678870,0.02197414,0.01708561,0.00491175
3210.00000000,0.02744633,0.02219921,0.01714028,0.00492230
3240.00000000,0.02771559,0.02226910,0.01724147,0.00492634
3270.00000000,0.02787783,0.02234666,0.01725700,0.00492634
3300.00000000,0.02807453,0.02237483,0.01728607,0.00493740
3330.00000000,0.02810153,0.02239397,0.01729109,0.00493942
3360.00000000,0.02810169,0.02240203,0.01732592,0.00495138
3390.00000000,0.02811315,0.02240266,0.01738217,0.00496238
3420.00000000,0.02812364,0.02246255,0.01741067,0.00496309
3450.00000000,0.02815907,0.02255148,0.01744201,0.00496758
3480.00000000,0.02815915,0.02258026,0.01749634,0.00497056
3510.00000000,0.02817085,0.02260256,0.01751449,0.00497931
3540.00000000,0.02817095,0.02260482,0.01757640,0.00501598
3570.00000000,0.02824933,0.02260510,0.01770787,0.00502033
3600.00000000,0.02832114,0.02260713,0.01783082,0.00503667
