times, G0G1_phase_absolute_error, S_phase_absolute_error, G2_phase_absolute_error, M_phase_absolute_error
2160.00000000,1.10181791,0.71510520,0.87824257,0.43566524
2190.00000000,1.10510162,0.72395625,0.88498363,0.44105893
2220.00000000,1.11464268,0.73096145,0.89699032,0.44559851
2250.00000000,1.12580952,0.73366359,0.90562396,0.45083386
2280.00000000,1.12880875,0.74094431,0.91588957,0.45084821
2310.00000000,1.12984157,0.75253471,0.92945576,0.45179117
2340.00000000,1.13270796,0.76520308,0.94081497,0.45334841
2370.00000000,1.14306833,0.77422190,0.94247031,0.45634529
2400.00000000,1.15547931,0.78895024,0.94752119,0.45907882
2430.00000000,1.16319707,0.80461007,0.95343991,0.46110220
2460.00000000,1.16882411,0.81937019,0.96191926,0.46175592
2490.00000000,1.16971797,0.83039378,0.97082629,0.46297863
2520.00000000,1.17020632,0.83652239,0.97231815,0.46810372
2550.00000000,1.17680480,0.84448538,0.97399291,0.46841396
2580.00000000,1.17756180,0.84714269,0.97754521,0.46855195
2610.00000000,1.17785125,0.85492830,0.98175236,0.47241987
2640.00000000,1.17991380,0.85886584,0.98297986,0.47719246
2670.00000000,1.18897324,0.87427226,0.98642689,0.48009241
2700.00000000,1.19830718,0.89141016,0.98869774,0.48562550
2730.00000000,1.21104240,0.90813994,0.99078839,0.49171072
2760.00000000,1.23655899,0.92859974,0.99399759,0.49997670
2790.00000000,1.24840984,0.94312671,0.99845515,0.50175815
2820.00000000,1.25403615,0.94909488,1.00350875,0.50646989
2850.00000000,1.25608801,0.95229251,1.00682472,0.50864010
2880.00000000,1.26375571,0.95864784,1.00978134,0.51290910
2910.00000000,1.27368675,0.96479453,1.01377981,0.51312323
2940.00000000,1.28058928,0.96996011,1.01998744,0.51759389
2970.00000000,1.28862352,0.97692454,1.02125318,0.51778983
3000.00000000,1.29380296,0.98085660,1.02173603,0.51952005
3030.00000000,1.29571601,0.98687778,1.02909595,0.52277186
3060.00000000,1.29912016,0.99602297,1.03990575,0.52784061
3090.00000000,1.30095166,0.99992285,1.04932794,0.53153142
3120.00000000,1.30390566,1.00493356,1.05836239,0.53260116
3150.00000000,1.31613952,1.00558573,1.07074121,0.53310836
3180.00000000,1.32567116,1.00950452,1.08379386,0.53350614
3210.00000000,1.32749267,1.01924899,1.09854523,0.53669153
3240.00000000,1.33684124,1.02467338,1.11408441,0.53745775
3270.00000000,1.34910316,1.03057043,1.12813901,0.54156211
3300.00000000,1.35607649,1.03919169,1.14397707,0.54180557
3330.00000000,1.35733525,1.05458238,1.15646076,0.54345382
3360.00000000,1.36553488,1.06681694,1.16839109,0.55195768
3390.00000000,1.36633042,1.07925238,1.17150175,0.56207801
3420.00000000,1.37822878,1.09762895,1.17800592,0.56210398
3450.00000000,1.39118042,1.11339260,1.18054855,0.56237338
3480.00000000,1.39858507,1.12759367,1.18633308,0.56338527
3510.00000000,1.40114571,1.13796255,1.19101596,0.56651064
3540.00000000,1.41687396,1.15605696,1.19308267,0.57094351
3570.00000000,1.43249603,1.17004308,1.19907165,0.57529653
3600.00000000,1.44923469,1.18545834,1.20256363,0.57746513
