times, G0G1_phase_absolute_error, S_phase_absolute_error, G2_phase_absolute_error, M_phase_absolute_error
2250.00000000,0.28998201,0.22726745,0.25244038,0.14398541
2280.00000000,0.29345458,0.23053362,0.25413599,0.14547463
2310.00000000,0.29637023,0.23403387,0.25574066,0.14766391
2340.00000000,0.29946197,0.23566758,0.25721389,0.14767908
2370.00000000,0.30227142,0.23819167,0.25744387,0.14773447
2400.00000000,0.30587979,0.24113607,0.25755527,0.14828703
2430.00000000,0.30600882,0.24114732,0.25764458,0.14833799
2460.00000000,0.30827229,0.24340108,0.25815268,0.14885581
2490.00000000,0.31084365,0.24603841,0.25953168,0.15016884
2520.00000000,0.31311558,0.24901251,0.26110249,0.15103748
2550.00000000,0.31540062,0.25331381,0.26382370,0.15174244
2580.00000000,0.31782972,0.25725551,0.26674021,0.15314635
2610.00000000,0.31866948,0.25755034,0.26778544,0.15323572
2640.00000000,0.31963609,0.25810096,0.26845883,0.15349311
2670.00000000,0.32118205,0.26017704,0.26976189,0.15532630
2700.00000000,0.32168019,0.26074532,0.27059682,0.15609108
2730.00000000,0.32343679,0.26348522,0.27164688,0.15615784
2760.00000000,0.32438586,0.26491135,0.27187128,0.15641049
2790.00000000,0.32526351,0.26627386,0.27264017,0.15669453
2820.00000000,0.32621670,0.26769098,0.27401991,0.15761033
2850.00000000,0.32693402,0.26897639,0.27528821,0.15831055
2880.00000000,0.32710783,0.27229060,0.27840063,0.15868616
2910.00000000,0.32814691,0.27554318,0.28082188,0.15889391
2940.00000000,0.32936396,0.27619854,0.28259369,0.15899451
2970.00000000,0.33124665,0.27752881,0.28285344,0.15980667
3000.00000000,0.33272908,0.27768670,0.28423049,0.16006994
3030.00000000,0.33326468,0.27834722,0.28497077,0.16068530
3060.00000000,0.33498584,0.27905289,0.28602348,0.16072251
3090.00000000,0.33881157,0.28217223,0.28744964,0.16144228
3120.00000000,0.34218528,0.28534551,0.28861997,0.16241217
3150.00000000,0.34637908,0.28961553,0.28918615,0.16305457
3180.00000000,0.35059430,0.29350049,0.28937388,0.16319710
3210.00000000,0.35559881,0.29676184,0.28944146,0.16500784
3240.00000000,0.36112391,0.30099169,0.29150671,0.16836832
3270.00000000,0.36307781,0.30312327,0.29308387,0.16976782
3300.00000000,0.36334188,0.30505175,0.29531993,0.17033948
3330.00000000,0.36394937,0.30667223,0.29630256,0.17158480
3360.00000000,0.36632594,0.30807074,0.29737467,0.17167884
3390.00000000,0.36886955,0.30868802,0.29956371,0.17194155
3420.00000000,0.37070013,0.30899262,0.30168801,0.17195241
3450.00000000,0.37085259,0.30902574,0.30266941,0.17281448
3480.00000000,0.37253450,0.30988947,0.30305864,0.17324342
3510.00000000,0.37605435,0.31314162,0.30330976,0.17376224
3540.00000000,0.37973259,0.31656526,0.30344737,0.17387923
3570.00000000,0.38281057,0.31828867,0.30362464,0.17541107
3600.00000000,0.38348612,0.31903131,0.30409757,0.17581692
