times, G0G1_phase_absolute_error, S_phase_absolute_error, G2_phase_absolute_error, M_phase_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00259395,0.00018063,0.00100879,0.00140453
60.00000000,0.00646003,0.00595315,0.00529728,0.00378657
90.00000000,0.01092943,0.00846607,0.01406531,0.00557229
120.00000000,0.01858913,0.01462297,0.02466167,0.00879254
150.00000000,0.02628650,0.02098169,0.03404633,0.01346395
180.00000000,0.03500936,0.02265634,0.04265392,0.01525388
210.00000000,0.03627721,0.02647257,0.04980265,0.01731855
240.00000000,0.03719972,0.03401651,0.05750605,0.01808160
270.00000000,0.03910234,0.03998974,0.06283593,0.02062758
300.00000000,0.04321356,0.05057683,0.06867882,0.02126056
330.00000000,0.04925202,0.06300518,0.07329242,0.02303685
360.00000000,0.05775332,0.07478978,0.07363504,0.02597753
390.00000000,0.06974781,0.08577369,0.07451973,0.02610342
420.00000000,0.07467539,0.09162156,0.07652566,0.02718907
450.00000000,0.08099485,0.09625431,0.07757751,0.02782393
480.00000000,0.08410911,0.09788818,0.07852247,0.03162710
510.00000000,0.08478646,0.09898726,0.07926019,0.03414127
540.00000000,0.08648107,0.10069121,0.08168420,0.03657461
570.00000000,0.08709946,0.10112875,0.08176613,0.03754861
600.00000000,0.09104649,0.10144324,0.08492102,0.03865524
630.00000000,0.10141675,0.10377732,0.09162792,0.03998452
660.00000000,0.11137501,0.10546761,0.09987733,0.04338365
690.00000000,0.11455095,0.10639390,0.10137208,0.04413855
720.00000000,0.11499372,0.10724356,0.10259790,0.04577125
750.00000000,0.11801821,0.11161351,0.10377234,0.05199126
780.00000000,0.12165375,0.11642564,0.10607690,0.05547241
810.00000000,0.12530202,0.11969013,0.10940807,0.05841979
840.00000000,0.13069159,0.12155143,0.11597460,0.06145806
870.00000000,0.14072650,0.12525471,0.12435615,0.06350796
900.00000000,0.15571209,0.13041197,0.13170581,0.06598665
930.00000000,0.16910211,0.13309474,0.13829436,0.07010536
960.00000000,0.18323539,0.13319115,0.14607096,0.07655847
990.00000000,0.19451573,0.13551591,0.15457560,0.08165892
1020.00000000,0.19554642,0.14380513,0.15882512,0.08466792
1050.00000000,0.19779545,0.14651506,0.16017040,0.08828161
1080.00000000,0.19886097,0.15058762,0.16393941,0.08904357
1110.00000000,0.19950002,0.15769980,0.16872322,0.09201098
1140.00000000,0.20175952,0.16420620,0.16934939,0.09688404
1170.00000000,0.20442221,0.16869186,0.16999024,0.09934786
1200.00000000,0.20646919,0.16910135,0.17073331,0.10024229
1230.00000000,0.20918200,0.17042661,0.17089595,0.10146720
1260.00000000,0.21133441,0.17430605,0.17250400,0.10158619
1290.00000000,0.21693918,0.18078518,0.17380308,0.10201093
1320.00000000,0.22201565,0.18376225,0.17476380,0.10314961
1350.00000000,0.22382671,0.18561437,0.17820125,0.10337535
1380.00000000,0.22661784,0.18678746,0.18375083,0.10496071
1410.00000000,0.22881269,0.18978003,0.18985137,0.10587381
1440.00000000,0.22902733,0.19506297,0.19675300,0.10770716
1470.00000000,0.22940103,0.19876200,0.20047172,0.10806116
1500.00000000,0.23132095,0.20001249,0.20545593,0.10987495
1530.00000000,0.23246203,0.20215173,0.20754230,0.11106892
1560.00000000,0.23273003,0.20429098,0.20787956,0.11313891
1590.00000000,0.23416850,0.20493736,0.20919389,0.11390942
1620.00000000,0.23756412,0.20506802,0.21219074,0.11417755
1650.00000000,0.24073230,0.20623406,0.21343797,0.11726452
1680.00000000,0.24383720,0.20678153,0.21417423,0.12055821
1710.00000000,0.24532605,0.20692832,0.21481930,0.12283893
1740.00000000,0.24568320,0.20783465,0.21538637,0.12353533
1770.00000000,0.24649850,0.20915887,0.21640126,0.12404131
1800.00000000,0.24927617,0.21023660,0.21771406,0.12442846
1830.00000000,0.24935804,0.21101082,0.21864977,0.12450808
1860.00000000,0.25002324,0.21318919,0.21901941,0.12698202
1890.00000000,0.25095378,0.21571132,0.22152671,0.13108091
1920.00000000,0.25408828,0.21593837,0.22335238,0.13216269
1950.00000000,0.25695708,0.21689991,0.22767758,0.13265755
1980.00000000,0.25988259,0.21760512,0.23110841,0.13285744
2010.00000000,0.26399732,0.21858071,0.23334167,0.13376332
2040.00000000,0.26438721,0.21858165,0.23471616,0.13474887
2070.00000000,0.26638068,0.21893373,0.23774692,0.13613824
2100.00000000,0.26861957,0.21937989,0.24083925,0.13743783
2130.00000000,0.27264459,0.21996101,0.24300975,0.13871123
2160.00000000,0.27666180,0.22084343,0.24515102,0.13970474
2190.00000000,0.28247484,0.22201995,0.24892178,0.14057051
2220.00000000,0.28694539,0.22331868,0.25101561,0.14164850
