times, G0G1_phase_absolute_error, S_phase_absolute_error, G2_phase_absolute_error, M_phase_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00189534,0.00035706,0.00402082,0.00555910
60.00000000,0.00383229,0.00838781,0.01464743,0.01009192
90.00000000,0.01050405,0.02114799,0.03074282,0.02009888
120.00000000,0.01202906,0.02220141,0.04081119,0.02969566
150.00000000,0.01850603,0.03091503,0.06423452,0.03792841
180.00000000,0.03233641,0.04076111,0.08871813,0.03873555
210.00000000,0.04092119,0.04983942,0.10714140,0.03949574
240.00000000,0.05027961,0.05613762,0.12269760,0.03959615
270.00000000,0.06473473,0.06127895,0.13896300,0.04292720
300.00000000,0.07827563,0.06153622,0.14763138,0.04754245
330.00000000,0.08872911,0.06462033,0.14842702,0.05411619
360.00000000,0.08943742,0.07441032,0.15300131,0.06004020
390.00000000,0.09203444,0.08063980,0.15744488,0.06085130
420.00000000,0.09927843,0.08527883,0.15922407,0.06523545
450.00000000,0.10894088,0.08961566,0.16091953,0.07225654
480.00000000,0.11223702,0.08967581,0.16485002,0.07283073
510.00000000,0.12115198,0.10104325,0.17493609,0.08046434
540.00000000,0.12853523,0.11051745,0.17892730,0.08236461
570.00000000,0.13337458,0.11763941,0.18654570,0.08770040
600.00000000,0.13409322,0.12095014,0.19041427,0.08897688
630.00000000,0.13983514,0.12789513,0.19251117,0.08987072
660.00000000,0.15044595,0.13364702,0.19787238,0.09037300
690.00000000,0.15258798,0.13619452,0.20370884,0.09661493
720.00000000,0.15718671,0.14323277,0.20770680,0.09817339
750.00000000,0.15961441,0.14860304,0.20828998,0.10169914
780.00000000,0.16767051,0.15868668,0.21041017,0.10179179
810.00000000,0.16945330,0.15974384,0.21113880,0.10324606
840.00000000,0.16965855,0.16244146,0.21552785,0.10514272
870.00000000,0.17235924,0.17261503,0.22212284,0.10602060
900.00000000,0.18019537,0.18716872,0.22872997,0.10613103
930.00000000,0.18806616,0.20317515,0.23028418,0.11271246
960.00000000,0.20423504,0.22137777,0.23280528,0.11726730
990.00000000,0.22107551,0.24147924,0.23841721,0.12614023
1020.00000000,0.23732861,0.25667227,0.24617474,0.13283769
1050.00000000,0.26110877,0.27814375,0.25507256,0.13942684
1080.00000000,0.28445257,0.29811482,0.25993035,0.14091189
1110.00000000,0.29877084,0.31267060,0.26478346,0.14600252
1140.00000000,0.31785973,0.32884528,0.27003568,0.14834053
1170.00000000,0.33588514,0.33983728,0.27683664,0.14857298
1200.00000000,0.34010262,0.34115637,0.28309071,0.14929048
1230.00000000,0.34130569,0.34572431,0.28742594,0.15026083
1260.00000000,0.34215499,0.34773750,0.28858110,0.15026956
1290.00000000,0.34343982,0.35139413,0.29140037,0.15071703
1320.00000000,0.34422948,0.35480864,0.29606107,0.15117355
1350.00000000,0.34835005,0.36159142,0.30102059,0.15347085
1380.00000000,0.35078944,0.36996464,0.30878761,0.15530405
1410.00000000,0.36124703,0.38557994,0.31564511,0.15700384
1440.00000000,0.36406700,0.39279402,0.31933540,0.15770766
1470.00000000,0.36620658,0.39491532,0.32184253,0.16019652
1500.00000000,0.36721438,0.39851529,0.33040733,0.16616914
1530.00000000,0.36764702,0.40629242,0.33978364,0.16733569
1560.00000000,0.36821645,0.41307581,0.34645686,0.16801529
1590.00000000,0.36823281,0.41907828,0.35191786,0.16857312
1620.00000000,0.37205120,0.42429363,0.35247875,0.17053098
1650.00000000,0.37763899,0.42975479,0.35300571,0.17093131
1680.00000000,0.37833191,0.43054394,0.35405865,0.17188803
1710.00000000,0.38130826,0.43309102,0.35420398,0.17246261
1740.00000000,0.38629044,0.43579129,0.35534811,0.17588866
1770.00000000,0.39017891,0.43966973,0.35934537,0.17989594
1800.00000000,0.39182793,0.44311473,0.36149291,0.18024750
1830.00000000,0.39957782,0.44755519,0.36414529,0.18090456
1860.00000000,0.40766858,0.45543343,0.36451942,0.18106617
1890.00000000,0.41786178,0.46442286,0.36730136,0.18264433
1920.00000000,0.42655664,0.47043867,0.37190716,0.18457107
1950.00000000,0.43352885,0.47564714,0.37555834,0.18645850
1980.00000000,0.44946508,0.48492297,0.38076714,0.18791010
2010.00000000,0.46474744,0.49787811,0.38242327,0.18858119
2040.00000000,0.47865279,0.51300008,0.38413729,0.18907858
2070.00000000,0.48982723,0.52339398,0.38441133,0.19013316
2100.00000000,0.50533978,0.53944739,0.38764268,0.19282365
2130.00000000,0.51363943,0.55084114,0.39136393,0.19345081
2160.00000000,0.52282787,0.55966216,0.39439872,0.19685302
2190.00000000,0.53070365,0.56490027,0.39747055,0.20256253
2220.00000000,0.53763671,0.56863124,0.40029192,0.20858599
2250.00000000,0.53985239,0.57060598,0.40397466,0.21250966
2280.00000000,0.54552217,0.57321744,0.40685606,0.21268658
2310.00000000,0.55115612,0.57652795,0.40747223,0.21562618
2340.00000000,0.55552346,0.57662055,0.40891237,0.21846077
2370.00000000,0.55746594,0.58010651,0.41245668,0.22034491
2400.00000000,0.56113207,0.58105305,0.41422025,0.22130091
2430.00000000,0.56245790,0.58213872,0.41445853,0.22395070
2460.00000000,0.56496481,0.58291353,0.41563902,0.22450231
2490.00000000,0.56896913,0.58591938,0.41622746,0.22491234
2520.00000000,0.57182266,0.58977368,0.41963544,0.22731955
2550.00000000,0.57295560,0.59016465,0.42230047,0.22924263
2580.00000000,0.57563954,0.59136252,0.42591617,0.22950873
2610.00000000,0.57706060,0.59207123,0.42760899,0.23048920
2640.00000000,0.57832243,0.59307189,0.42813545,0.23075449
2670.00000000,0.58164061,0.59525123,0.42852941,0.23228729
2700.00000000,0.58329404,0.59767363,0.42999308,0.23298198
2730.00000000,0.58420356,0.59846810,0.43281147,0.23591542
2760.00000000,0.58469051,0.59925973,0.43467218,0.23808079
2790.00000000,0.58601359,0.60027206,0.43649950,0.23959736
2820.00000000,0.58959859,0.60293978,0.43939475,0.24157533
2850.00000000,0.59296612,0.60410718,0.44171729,0.24169774
2880.00000000,0.59501282,0.60555932,0.44692934,0.24341095
2910.00000000,0.59614002,0.60683092,0.44920765,0.24353144
2940.00000000,0.59840938,0.60776173,0.45214313,0.24379613
2970.00000000,0.59886755,0.61069383,0.45671166,0.24497439
3000.00000000,0.60167764,0.61339115,0.46220000,0.24499346
3030.00000000,0.60866543,0.61346862,0.46997952,0.24586265
3060.00000000,0.61398048,0.61460362,0.47534242,0.24694979
3090.00000000,0.62080909,0.61602702,0.47984103,0.24785640
3120.00000000,0.62600420,0.61625243,0.48499153,0.24812641
3150.00000000,0.63506644,0.61825241,0.49034680,0.24983339
3180.00000000,0.64151166,0.61870544,0.49694460,0.25013385
3210.00000000,0.64701933,0.62172050,0.50603154,0.25069804
3240.00000000,0.65030420,0.62737259,0.51407850,0.25158805
3270.00000000,0.65077561,0.63561766,0.51974643,0.25463659
3300.00000000,0.65427565,0.64476454,0.52403973,0.25599014
3330.00000000,0.65921636,0.65450374,0.52779617,0.25703217
