times, G0G1_phase_absolute_error, S_phase_absolute_error, G2_phase_absolute_error, M_phase_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00732621,0.00591810,0.00272242,0.00131431
60.00000000,0.00787442,0.00656060,0.00601325,0.00451083
90.00000000,0.02004890,0.01002468,0.01253418,0.00670029
120.00000000,0.02456622,0.01303986,0.01498436,0.00764833
150.00000000,0.02496667,0.02097220,0.02330939,0.00844147
180.00000000,0.03250227,0.02608864,0.02853069,0.01587221
210.00000000,0.03659012,0.03599275,0.02901534,0.02120384
240.00000000,0.05108403,0.05504972,0.02922191,0.02556031
270.00000000,0.06540952,0.07235887,0.03411307,0.03343513
300.00000000,0.08093421,0.09263380,0.03454861,0.03862091
330.00000000,0.10217576,0.11438619,0.03803229,0.04261544
360.00000000,0.12134282,0.12883171,0.04588662,0.04574821
390.00000000,0.13581547,0.13614855,0.05356911,0.04627490
420.00000000,0.14724558,0.14468409,0.05626231,0.04647628
450.00000000,0.15650909,0.15127612,0.06091232,0.04845482
480.00000000,0.16352568,0.15557518,0.07481800,0.05104485
510.00000000,0.16849309,0.15801040,0.08591999,0.05474421
540.00000000,0.18145335,0.15831254,0.09586972,0.05805687
570.00000000,0.19054738,0.16775255,0.10895882,0.06350181
600.00000000,0.19305058,0.17562730,0.11560953,0.06722903
630.00000000,0.19952010,0.17782188,0.11713734,0.06997618
660.00000000,0.20619311,0.18337810,0.11962742,0.07358306
690.00000000,0.21176737,0.19264379,0.12655488,0.07681906
720.00000000,0.21357613,0.20099126,0.12799642,0.08191623
750.00000000,0.21993319,0.20543898,0.13162144,0.08363192
780.00000000,0.22391690,0.20816721,0.13942993,0.08472846
810.00000000,0.22735600,0.20895467,0.14162456,0.08518548
840.00000000,0.23335673,0.21052670,0.14936021,0.08849242
870.00000000,0.24296644,0.21799872,0.15518762,0.09218213
900.00000000,0.25068360,0.22313392,0.16061067,0.09502323
930.00000000,0.25379744,0.22496375,0.16588758,0.09535648
960.00000000,0.25658329,0.22640918,0.17135112,0.09658875
990.00000000,0.26031684,0.22895468,0.17216815,0.09695978
1020.00000000,0.26598811,0.23518023,0.17364239,0.09898832
1050.00000000,0.27854648,0.24469505,0.17731174,0.09961412
1080.00000000,0.28909434,0.25234881,0.17755244,0.10226752
1110.00000000,0.29480356,0.25991769,0.17768848,0.10399114
1140.00000000,0.30734573,0.27449568,0.17912563,0.10746412
1170.00000000,0.32773139,0.29110183,0.18320196,0.10776095
1200.00000000,0.35230326,0.30648037,0.18903395,0.11112230
1230.00000000,0.37249022,0.32202862,0.19059362,0.11732066
1260.00000000,0.37977310,0.32606453,0.19401888,0.11749896
1290.00000000,0.38371880,0.32740926,0.19804952,0.11892864
1320.00000000,0.38611872,0.33215383,0.20897829,0.12271292
1350.00000000,0.38658259,0.34218931,0.22016525,0.12432827
1380.00000000,0.38848497,0.34907744,0.22772724,0.12555678
1410.00000000,0.39192829,0.35727169,0.23043685,0.12759810
1440.00000000,0.39706222,0.36478197,0.23086808,0.12954322
1470.00000000,0.40534030,0.37663351,0.23210692,0.13187784
1500.00000000,0.41174539,0.38446718,0.23223241,0.13343191
1530.00000000,0.42070448,0.39218842,0.23568614,0.13564780
1560.00000000,0.43339273,0.40367060,0.23632949,0.13749722
1590.00000000,0.44393717,0.41418629,0.23710961,0.13830608
1620.00000000,0.45634851,0.42088127,0.24124693,0.13988511
1650.00000000,0.47436914,0.43057889,0.24693915,0.14251589
1680.00000000,0.49066234,0.43871622,0.25228007,0.14533085
1710.00000000,0.50039508,0.44519324,0.25627077,0.14606582
1740.00000000,0.50651534,0.44710877,0.26116764,0.14675795
1770.00000000,0.50685748,0.45091533,0.26685229,0.14829389
1800.00000000,0.50720200,0.45205285,0.26774043,0.14888778
1830.00000000,0.51116240,0.45376879,0.26776081,0.15115262
1860.00000000,0.51615660,0.45795384,0.27190949,0.15611044
1890.00000000,0.51845842,0.46053797,0.27737921,0.15669421
1920.00000000,0.52047247,0.46311916,0.28184634,0.15682233
1950.00000000,0.52103060,0.46356447,0.28326197,0.15835079
1980.00000000,0.52616687,0.46645527,0.28529025,0.15856798
2010.00000000,0.52729892,0.46659901,0.28765340,0.15994284
2040.00000000,0.52822175,0.46694679,0.28907802,0.16009685
2070.00000000,0.52869638,0.46782723,0.29140931,0.16107308
2100.00000000,0.52871787,0.47028053,0.29347649,0.16148070
2130.00000000,0.52969665,0.47173174,0.29519794,0.16367458
2160.00000000,0.53385020,0.47480656,0.30166828,0.16906619
2190.00000000,0.54042846,0.48212075,0.30475870,0.17289254
2220.00000000,0.54824562,0.48843625,0.30863668,0.17526885
2250.00000000,0.55645587,0.49450708,0.31098270,0.17547546
2280.00000000,0.56227194,0.49601982,0.31424878,0.17651269
2310.00000000,0.56800971,0.49803888,0.31676411,0.17771608
2340.00000000,0.57616397,0.50161179,0.32028782,0.17877372
2370.00000000,0.58311727,0.50370669,0.32647399,0.18010149
2400.00000000,0.58948303,0.50583800,0.33210543,0.18149846
2430.00000000,0.59671722,0.50807971,0.33487456,0.18372180
2460.00000000,0.59875455,0.50821896,0.33637651,0.18439644
2490.00000000,0.59890065,0.50871092,0.33659086,0.18495665
2520.00000000,0.59932587,0.50907878,0.33737350,0.18653237
2550.00000000,0.60004700,0.51169238,0.33832563,0.18747271
2580.00000000,0.60289952,0.51642104,0.33834814,0.18937136
2610.00000000,0.60560233,0.51855995,0.34089964,0.19135898
2640.00000000,0.61268832,0.52059028,0.34628825,0.19169192
2670.00000000,0.61962998,0.52333553,0.34865599,0.19352061
2700.00000000,0.62364212,0.52343999,0.34939102,0.19690218
2730.00000000,0.62551477,0.52471501,0.35086090,0.19896969
2760.00000000,0.62684225,0.52579316,0.35300339,0.20086287
2790.00000000,0.62698935,0.52830677,0.35795614,0.20315492
2820.00000000,0.62712631,0.53468690,0.36552633,0.20448192
2850.00000000,0.62930772,0.53937551,0.37346456,0.20555013
2880.00000000,0.63156390,0.54498062,0.38056853,0.20630745
2910.00000000,0.63433943,0.55163941,0.38819359,0.20811670
2940.00000000,0.63517727,0.55948912,0.39505135,0.20994650
2970.00000000,0.63654462,0.56346024,0.39752421,0.21007741
3000.00000000,0.63671019,0.56643789,0.39961414,0.21079955
3030.00000000,0.64040582,0.57182120,0.40171529,0.21121301
3060.00000000,0.64316384,0.57564235,0.40275765,0.21123378
3090.00000000,0.65098162,0.58328901,0.40367257,0.21197759
3120.00000000,0.65843478,0.58923540,0.40592270,0.21272093
3150.00000000,0.66653210,0.59710137,0.40606988,0.21309947
3180.00000000,0.67699660,0.60562402,0.40640323,0.21470796
3210.00000000,0.68586230,0.61132235,0.40742415,0.21685441
3240.00000000,0.69281752,0.61583202,0.40915223,0.21757189
3270.00000000,0.69695758,0.61856697,0.41038845,0.21774078
3300.00000000,0.70036482,0.62119966,0.41254403,0.21912181
3330.00000000,0.70499119,0.62337216,0.41565985,0.21978375
3360.00000000,0.71055122,0.62575688,0.41946744,0.22041602
