times, G0G1_phase_absolute_error, S_phase_absolute_error, G2_phase_absolute_error, M_phase_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00081247,0.00116095,0.00007774,0.00205116
60.00000000,0.00711323,0.00565181,0.00384605,0.00762937
90.00000000,0.01885162,0.01829279,0.00896163,0.01184236
120.00000000,0.03071651,0.02897347,0.01076801,0.01483296
150.00000000,0.04095239,0.02941212,0.01490844,0.02136706
180.00000000,0.04922850,0.03101416,0.02230957,0.02384408
210.00000000,0.06120632,0.03580333,0.02676640,0.02657590
240.00000000,0.07009844,0.03608903,0.03644852,0.02708019
270.00000000,0.07509260,0.04496989,0.04344304,0.03396068
300.00000000,0.08134823,0.05872440,0.05123237,0.03425113
330.00000000,0.08241773,0.06949326,0.05354262,0.04377923
360.00000000,0.08246880,0.07906212,0.05444210,0.05419650
390.00000000,0.08433787,0.08335915,0.06280728,0.06498964
420.00000000,0.08777348,0.08473811,0.07293911,0.07030689
450.00000000,0.10658511,0.09094765,0.08620140,0.07096709
480.00000000,0.11921611,0.09344217,0.09951437,0.07414358
510.00000000,0.13926328,0.09388177,0.11868677,0.07457873
540.00000000,0.15971743,0.10063023,0.12682302,0.08014817
570.00000000,0.16853738,0.10850705,0.12805754,0.08043957
600.00000000,0.17815192,0.12068355,0.12989051,0.08116856
630.00000000,0.18147138,0.12542315,0.13526352,0.08512144
660.00000000,0.18174982,0.13069181,0.14041168,0.08552038
690.00000000,0.18655635,0.13417040,0.14089383,0.08733047
720.00000000,0.18728859,0.13688048,0.14451051,0.09292498
750.00000000,0.19697616,0.14352053,0.14983260,0.09519956
780.00000000,0.20296925,0.14809219,0.15236679,0.09631232
810.00000000,0.20810955,0.15008109,0.15858981,0.09938394
840.00000000,0.21709002,0.15493792,0.16266108,0.09943632
870.00000000,0.21884331,0.15653935,0.16763608,0.10425945
900.00000000,0.22070137,0.15775640,0.17289705,0.10887940
930.00000000,0.22516208,0.16169889,0.17500019,0.11046432
960.00000000,0.22982086,0.16302995,0.18095689,0.11309331
990.00000000,0.23431223,0.17105588,0.19373155,0.12233342
1020.00000000,0.24050928,0.17844547,0.21059865,0.12561390
1050.00000000,0.25375231,0.17980254,0.22041458,0.13039806
1080.00000000,0.26487555,0.18301353,0.23044081,0.13470607
1110.00000000,0.27249699,0.19162991,0.24199496,0.13938973
1140.00000000,0.27716184,0.19781670,0.24769691,0.14453941
1170.00000000,0.27754644,0.20605057,0.25488729,0.14596750
1200.00000000,0.27908116,0.21643597,0.26177957,0.14792589
1230.00000000,0.27975732,0.22667743,0.26839394,0.15222915
1260.00000000,0.28347053,0.22879551,0.27109117,0.16075767
1290.00000000,0.28799344,0.23553828,0.27551158,0.16739795
1320.00000000,0.29509362,0.24158001,0.27736101,0.16818894
1350.00000000,0.30011465,0.24365842,0.27738770,0.17115825
1380.00000000,0.30187964,0.24445355,0.28272834,0.17552903
1410.00000000,0.30789820,0.25109604,0.28593048,0.17935511
1440.00000000,0.31866287,0.26037384,0.29131900,0.18325676
1470.00000000,0.32490044,0.26351567,0.29670342,0.18554545
1500.00000000,0.33210142,0.26364482,0.30377687,0.18554706
1530.00000000,0.33734585,0.26392357,0.30737475,0.18691486
1560.00000000,0.34532802,0.26518593,0.31126624,0.18974319
1590.00000000,0.34578821,0.26789787,0.31256586,0.19069533
1620.00000000,0.34664130,0.26906097,0.31404916,0.19186863
1650.00000000,0.35131653,0.27269031,0.31749381,0.19426739
1680.00000000,0.35359487,0.27517539,0.32006842,0.19663526
1710.00000000,0.35448381,0.27556469,0.32178217,0.19884866
1740.00000000,0.36079038,0.27810052,0.32257828,0.20182330
1770.00000000,0.36345185,0.28096584,0.32539914,0.20444030
1800.00000000,0.36458661,0.28456050,0.33204484,0.20635658
1830.00000000,0.36945030,0.28626790,0.33956577,0.20730641
1860.00000000,0.37157627,0.29195980,0.34605868,0.20863137
1890.00000000,0.37190334,0.29764031,0.35184794,0.20906721
1920.00000000,0.37202438,0.30006029,0.35232010,0.21113607
1950.00000000,0.37222945,0.30091597,0.35416797,0.21404469
1980.00000000,0.37480543,0.30525679,0.35549092,0.21448657
2010.00000000,0.38026944,0.30852017,0.35772422,0.21451923
2040.00000000,0.38377322,0.30960532,0.35892489,0.21573717
2070.00000000,0.38381473,0.31370309,0.36156215,0.21715618
2100.00000000,0.38573856,0.31728752,0.36521671,0.21900987
2130.00000000,0.39035914,0.31965895,0.36554197,0.22158429
2160.00000000,0.39881540,0.32581581,0.36635998,0.22470169
2190.00000000,0.40101986,0.32709446,0.36642762,0.22569514
2220.00000000,0.40227647,0.32821483,0.36893217,0.22833593
2250.00000000,0.40246234,0.32843236,0.37007158,0.22907195
2280.00000000,0.40397172,0.32942362,0.37031019,0.23181120
2310.00000000,0.40602667,0.33042020,0.37272208,0.23245084
2340.00000000,0.40756611,0.33266609,0.37550807,0.23345017
2370.00000000,0.40884098,0.33399481,0.37714718,0.23514313
2400.00000000,0.41151441,0.33471427,0.38025288,0.23629487
2430.00000000,0.41824808,0.33796540,0.38447592,0.23703536
2460.00000000,0.42237004,0.33885941,0.38592499,0.23881424
2490.00000000,0.42814892,0.34299532,0.38715437,0.24168659
2520.00000000,0.43164790,0.34636954,0.38867072,0.24332771
2550.00000000,0.43293939,0.34643146,0.39005962,0.24348704
2580.00000000,0.43570579,0.34957138,0.39113185,0.24418575
2610.00000000,0.44232309,0.35501098,0.39208437,0.24631595
2640.00000000,0.45192399,0.36223464,0.39395611,0.25056494
2670.00000000,0.45948466,0.36643765,0.39555191,0.25232680
2700.00000000,0.46630365,0.37066941,0.39692084,0.25354510
2730.00000000,0.46780075,0.37282840,0.40079731,0.25675970
2760.00000000,0.47274126,0.37441488,0.40274475,0.26206117
2790.00000000,0.47643456,0.37839000,0.40525215,0.26428676
2820.00000000,0.47840005,0.38314813,0.40910948,0.26535144
2850.00000000,0.48012845,0.39017846,0.41457238,0.26551242
2880.00000000,0.48090536,0.39575397,0.41774061,0.26714279
2910.00000000,0.48259857,0.39945053,0.41981503,0.26721388
2940.00000000,0.48404540,0.40258258,0.42096256,0.26775159
2970.00000000,0.48811761,0.40631150,0.42168324,0.26881557
3000.00000000,0.49142193,0.40919477,0.42278811,0.27034148
3030.00000000,0.49682068,0.41342170,0.42388144,0.27260664
3060.00000000,0.50112191,0.41643975,0.42404760,0.27405598
3090.00000000,0.50274192,0.41807925,0.42444292,0.27447077
3120.00000000,0.50332401,0.41853852,0.42639666,0.27538315
3150.00000000,0.50550691,0.41917506,0.42833201,0.27626725
3180.00000000,0.50606558,0.41927398,0.42931622,0.27771122
3210.00000000,0.50630027,0.42023931,0.43012969,0.27779405
3240.00000000,0.50663278,0.42097261,0.43378649,0.28038505
3270.00000000,0.50937073,0.42239933,0.43549858,0.28078589
3300.00000000,0.51238071,0.42525908,0.43578992,0.28092700
3330.00000000,0.51302313,0.42675910,0.43642475,0.28114978
3360.00000000,0.51346372,0.42702536,0.43677302,0.28132371
3390.00000000,0.51357971,0.42809943,0.43906291,0.28265552
3420.00000000,0.51461276,0.42813346,0.44009229,0.28268588
3450.00000000,0.51550691,0.42893606,0.44265490,0.28515692
3480.00000000,0.51903123,0.43046818,0.44497206,0.28548188
3510.00000000,0.52137577,0.43061495,0.44768473,0.28599677
3540.00000000,0.52351592,0.43074768,0.44896376,0.28672515
3570.00000000,0.52441631,0.43142323,0.44953436,0.28752060
3600.00000000,0.52619324,0.43154713,0.44964560,0.28928486
