times, G0G1_phase_absolute_error, S_phase_absolute_error, G2_phase_absolute_error, M_phase_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00054394,0.00449542,0.00604035,0.00208887
60.00000000,0.00876660,0.00450760,0.00869469,0.00766937
90.00000000,0.01676296,0.01077606,0.01109884,0.00834562
120.00000000,0.02174990,0.01773817,0.01607809,0.01530003
150.00000000,0.02636028,0.02244740,0.02307857,0.01761915
180.00000000,0.03822862,0.02401813,0.03662145,0.01772296
210.00000000,0.04784526,0.03596028,0.05621858,0.01968461
240.00000000,0.05251417,0.05220606,0.06943415,0.02132330
270.00000000,0.05426204,0.06957227,0.09151742,0.02778822
300.00000000,0.06637559,0.08365593,0.11466038,0.03084247
330.00000000,0.07259572,0.10625309,0.13488297,0.03943717
360.00000000,0.07790341,0.12279475,0.14253082,0.04302329
390.00000000,0.07911020,0.12538579,0.14868626,0.05056298
420.00000000,0.08802162,0.12628672,0.16133677,0.05520302
450.00000000,0.10078862,0.13340703,0.16809717,0.05631673
480.00000000,0.12062603,0.14167529,0.17664848,0.05933457
510.00000000,0.14684681,0.15547188,0.17982147,0.06858577
540.00000000,0.14975925,0.16124871,0.18699908,0.07289898
570.00000000,0.15388852,0.16267000,0.19182647,0.07362214
600.00000000,0.15603673,0.16658758,0.19302470,0.07848971
630.00000000,0.16159411,0.17351773,0.19361525,0.07927194
660.00000000,0.16605816,0.18522120,0.19667372,0.08345289
690.00000000,0.17154459,0.19384687,0.19837372,0.08489213
720.00000000,0.17834679,0.20188161,0.20146834,0.08675422
750.00000000,0.18196484,0.20802603,0.21179547,0.09455497
780.00000000,0.18476303,0.21264292,0.21759045,0.09853125
810.00000000,0.18523496,0.21376557,0.22170705,0.10199713
840.00000000,0.18644978,0.21583183,0.22571098,0.10685249
870.00000000,0.19432941,0.22196034,0.22706115,0.10725345
900.00000000,0.19942072,0.22629552,0.22891639,0.11853517
930.00000000,0.20104045,0.22729867,0.23946704,0.13170868
960.00000000,0.20234384,0.23171309,0.25220531,0.15016476
990.00000000,0.21558857,0.24050887,0.26399302,0.15750352
1020.00000000,0.22948771,0.25412012,0.27593747,0.16916008
1050.00000000,0.25002188,0.27148660,0.29173676,0.18179168
1080.00000000,0.28675425,0.29855690,0.30294676,0.18333962
1110.00000000,0.32815985,0.33397211,0.30784311,0.18443366
1140.00000000,0.36272048,0.36234016,0.31282244,0.18564691
1170.00000000,0.39148012,0.38153410,0.32490585,0.18816462
1200.00000000,0.42220404,0.40696919,0.33849750,0.19646745
1230.00000000,0.45659858,0.42581454,0.35266347,0.19785068
1260.00000000,0.48522099,0.44243940,0.36340306,0.19910863
1290.00000000,0.50044875,0.45147974,0.37093974,0.20045789
1320.00000000,0.51718858,0.45688885,0.38426302,0.20245046
1350.00000000,0.52228750,0.45724878,0.39357786,0.20630645
1380.00000000,0.52755220,0.46162644,0.40400993,0.20709616
1410.00000000,0.53012053,0.46459514,0.40965604,0.20720525
1440.00000000,0.53101193,0.46957098,0.41765817,0.20934014
1470.00000000,0.53518820,0.47570824,0.42122725,0.21094823
1500.00000000,0.54636563,0.47907925,0.42131339,0.21866851
1530.00000000,0.55437958,0.48274007,0.42711683,0.22453985
1560.00000000,0.56804367,0.48309325,0.42969518,0.23527239
1590.00000000,0.56815383,0.49077196,0.43110921,0.24142691
1620.00000000,0.56823873,0.49597769,0.43458823,0.24306872
1650.00000000,0.56888199,0.49826000,0.43510616,0.24522570
1680.00000000,0.57211986,0.50022660,0.43733592,0.24820043
1710.00000000,0.57371788,0.50505425,0.43775864,0.25100733
1740.00000000,0.57655733,0.50719926,0.43841850,0.25104191
1770.00000000,0.57799556,0.50811652,0.44167752,0.25377996
1800.00000000,0.58587932,0.51119545,0.44748903,0.25478665
1830.00000000,0.58843043,0.51393212,0.45535256,0.25736240
1860.00000000,0.58976460,0.51775851,0.46316662,0.26268423
1890.00000000,0.59046792,0.52391971,0.47194281,0.26459589
1920.00000000,0.59503790,0.52989863,0.48002111,0.26706648
1950.00000000,0.59857616,0.53556612,0.48556795,0.27072539
1980.00000000,0.59947069,0.54510977,0.49147649,0.27525503
2010.00000000,0.60612410,0.55162664,0.49189783,0.27553982
2040.00000000,0.61268887,0.55806156,0.49429775,0.27780989
2070.00000000,0.61781482,0.56209958,0.49538695,0.27781116
2100.00000000,0.61980053,0.56649777,0.49957036,0.27958210
2130.00000000,0.62283199,0.57301360,0.50335989,0.27988725
2160.00000000,0.62997463,0.58237236,0.50593839,0.28024964
2190.00000000,0.63406926,0.58813905,0.50855594,0.28119513
2220.00000000,0.63849811,0.59539220,0.51254333,0.28235821
2250.00000000,0.64478489,0.59903081,0.51489055,0.28265917
2280.00000000,0.64532061,0.60232645,0.51805998,0.28306869
2310.00000000,0.64844296,0.60631046,0.52053303,0.28468007
2340.00000000,0.65236077,0.60633368,0.52156203,0.28759210
