times, G0G1_phase_absolute_error, S_phase_absolute_error, G2_phase_absolute_error, M_phase_absolute_error
2370.00000000,0.65287404,0.60703511,0.52183249,0.28907727
2400.00000000,0.65291516,0.60804025,0.52290484,0.29119587
2430.00000000,0.65594614,0.61172591,0.52728781,0.29492415
2460.00000000,0.65796532,0.61464239,0.52759225,0.29612588
2490.00000000,0.66367206,0.61841124,0.53305126,0.29964701
2520.00000000,0.67097317,0.62078178,0.54231098,0.30397615
2550.00000000,0.67865551,0.62126052,0.55326021,0.30676429
2580.00000000,0.68562424,0.62440941,0.56416003,0.30754651
2610.00000000,0.69144399,0.62686232,0.57398262,0.30909644
2640.00000000,0.69502180,0.63343046,0.58533795,0.31030583
2670.00000000,0.69522936,0.64200212,0.59325201,0.31075586
2700.00000000,0.69789426,0.65558927,0.60396111,0.31096902
2730.00000000,0.69979965,0.66058787,0.60949587,0.31233823
2760.00000000,0.70306293,0.66668396,0.61830609,0.31288737
2790.00000000,0.70440094,0.67556127,0.62351717,0.31521558
2820.00000000,0.70566181,0.68531979,0.63072384,0.31902828
2850.00000000,0.71124084,0.69659258,0.63684066,0.31945135
2880.00000000,0.71965943,0.70732874,0.64191176,0.32220487
2910.00000000,0.72725934,0.71730867,0.64359297,0.32290368
2940.00000000,0.73943715,0.72996804,0.64375865,0.32321955
2970.00000000,0.75537275,0.74620648,0.64450793,0.32427167
3000.00000000,0.76518960,0.75660101,0.64761558,0.32795700
3030.00000000,0.77726776,0.76592935,0.65305399,0.33064559
3060.00000000,0.78420449,0.76905404,0.65965625,0.33343581
3090.00000000,0.79134374,0.76966448,0.66556333,0.33405755
3120.00000000,0.79759908,0.77302589,0.66899087,0.33459117
3150.00000000,0.80576136,0.77685950,0.67013700,0.33777372
3180.00000000,0.81310938,0.77953963,0.67337833,0.33920029
3210.00000000,0.81651450,0.78086447,0.67805075,0.33925783
3240.00000000,0.81778219,0.78281832,0.67915432,0.34137580
3270.00000000,0.81999219,0.79003372,0.68196627,0.34356925
3300.00000000,0.82743894,0.79842874,0.68211600,0.34466726
3330.00000000,0.83483243,0.80455181,0.68519014,0.34647097
3360.00000000,0.84250720,0.81257468,0.68539811,0.34661111
3390.00000000,0.84518187,0.81708711,0.68542479,0.34842218
3420.00000000,0.84781009,0.82102832,0.68595507,0.35026545
3450.00000000,0.84831770,0.82149435,0.68675519,0.35102400
3480.00000000,0.85037862,0.82365392,0.68729970,0.35166714
3510.00000000,0.85493468,0.82793950,0.68871765,0.35281460
3540.00000000,0.86224537,0.83203344,0.69122504,0.35352395
3570.00000000,0.86849278,0.83375365,0.69442625,0.35484994
3600.00000000,0.87631952,0.83427775,0.69853367,0.35804515
