times, G0G1_phase_csse, S_phase_csse, G2M_phase_csse
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00020806,0.00018610,0.00000061
60.00000000,0.00038463,0.00029803,0.00000795
90.00000000,0.00052372,0.00037468,0.00001718
120.00000000,0.00063995,0.00047442,0.00001781
150.00000000,0.00070381,0.00047595,0.00006343
180.00000000,0.00078560,0.00057428,0.00006419
210.00000000,0.00098212,0.00068594,0.00007611
240.00000000,0.00098216,0.00068595,0.00007619
270.00000000,0.00099099,0.00070417,0.00012859
300.00000000,0.00099564,0.00072866,0.00017909
330.00000000,0.00107546,0.00074111,0.00020829
360.00000000,0.00146292,0.00092094,0.00024766
390.00000000,0.00165138,0.00106223,0.00025105
420.00000000,0.00190142,0.00119639,0.00026894
450.00000000,0.00198584,0.00129161,0.00026927
480.00000000,0.00203359,0.00140960,0.00028488
510.00000000,0.00218977,0.00149307,0.00029618
540.00000000,0.00227489,0.00149988,0.00033997
570.00000000,0.00227575,0.00151687,0.00036543
600.00000000,0.00227713,0.00153359,0.00039316
630.00000000,0.00228399,0.00153367,0.00040153
660.00000000,0.00230151,0.00154449,0.00040233
690.00000000,0.00242197,0.00160350,0.00041318
720.00000000,0.00249199,0.00169556,0.00041468
750.00000000,0.00260774,0.00177453,0.00041819
780.00000000,0.00272945,0.00177826,0.00050102
810.00000000,0.00273101,0.00185765,0.00055977
840.00000000,0.00288627,0.00206604,0.00056367
870.00000000,0.00320918,0.00221936,0.00059489
900.00000000,0.00363580,0.00245519,0.00062296
930.00000000,0.00388413,0.00265865,0.00062519
960.00000000,0.00406053,0.00280820,0.00062630
990.00000000,0.00414917,0.00286482,0.00062987
1020.00000000,0.00416897,0.00287659,0.00063091
1050.00000000,0.00417204,0.00289984,0.00064034
1080.00000000,0.00417660,0.00290080,0.00064168
1110.00000000,0.00417984,0.00291109,0.00064367
1140.00000000,0.00418562,0.00292107,0.00064424
1170.00000000,0.00418759,0.00292113,0.00064692
1200.00000000,0.00425064,0.00293284,0.00066733
1230.00000000,0.00426593,0.00293840,0.00066974
1260.00000000,0.00426611,0.00293897,0.00066985
1290.00000000,0.00426636,0.00293900,0.00066996
1320.00000000,0.00430971,0.00296470,0.00067226
1350.00000000,0.00431946,0.00301002,0.00068528
1380.00000000,0.00432587,0.00303934,0.00074841
1410.00000000,0.00436629,0.00304263,0.00081521
1440.00000000,0.00443132,0.00305224,0.00093985
1470.00000000,0.00456725,0.00306947,0.00118979
1500.00000000,0.00458320,0.00310982,0.00129683
1530.00000000,0.00459569,0.00313932,0.00137719
1560.00000000,0.00461345,0.00321521,0.00139741
1590.00000000,0.00467976,0.00339660,0.00142577
1620.00000000,0.00477030,0.00367058,0.00147529
1650.00000000,0.00487184,0.00376704,0.00147536
1680.00000000,0.00490625,0.00389996,0.00150742
1710.00000000,0.00490888,0.00399962,0.00157734
1740.00000000,0.00496326,0.00419048,0.00161883
1770.00000000,0.00504416,0.00434940,0.00163188
1800.00000000,0.00505325,0.00441320,0.00165660
1830.00000000,0.00521163,0.00459975,0.00165776
1860.00000000,0.00528304,0.00468926,0.00165878
1890.00000000,0.00547910,0.00478659,0.00167589
1920.00000000,0.00564814,0.00481017,0.00174223
1950.00000000,0.00567171,0.00481074,0.00175904
1980.00000000,0.00572634,0.00481856,0.00178016
2010.00000000,0.00572998,0.00482772,0.00180452
2040.00000000,0.00573143,0.00483188,0.00181505
2070.00000000,0.00574746,0.00484297,0.00181550
2100.00000000,0.00576468,0.00484947,0.00181807
2130.00000000,0.00577608,0.00485530,0.00181899
2160.00000000,0.00577666,0.00486263,0.00183106
2190.00000000,0.00579731,0.00492939,0.00184421
2220.00000000,0.00582922,0.00498466,0.00184740
2250.00000000,0.00588672,0.00502147,0.00184969
2280.00000000,0.00592781,0.00507383,0.00185038
2310.00000000,0.00598640,0.00509733,0.00185825
2340.00000000,0.00610833,0.00517765,0.00186258
2370.00000000,0.00623589,0.00523886,0.00187462
2400.00000000,0.00629414,0.00524973,0.00189342
2430.00000000,0.00631755,0.00526832,0.00189370
2460.00000000,0.00632128,0.00526845,0.00189897
2490.00000000,0.00633105,0.00526846,0.00190907
2520.00000000,0.00635308,0.00528464,0.00190952
2550.00000000,0.00635474,0.00528575,0.00191499
2580.00000000,0.00638154,0.00528636,0.00193434
2610.00000000,0.00642325,0.00529444,0.00194740
2640.00000000,0.00647904,0.00530520,0.00196495
2670.00000000,0.00658028,0.00531908,0.00200510
2700.00000000,0.00665177,0.00534301,0.00201780
2730.00000000,0.00668680,0.00538460,0.00201808
2760.00000000,0.00674336,0.00541715,0.00202137
2790.00000000,0.00689963,0.00548652,0.00203878
2820.00000000,0.00701343,0.00556472,0.00204211
2850.00000000,0.00710456,0.00558709,0.00206530
2880.00000000,0.00719518,0.00559177,0.00211942
2910.00000000,0.00734012,0.00560301,0.00219488
2940.00000000,0.00743962,0.00560584,0.00226361
2970.00000000,0.00745508,0.00560769,0.00229159
3000.00000000,0.00745748,0.00562676,0.00232658
3030.00000000,0.00745910,0.00565996,0.00237606
3060.00000000,0.00747339,0.00571236,0.00238802
3090.00000000,0.00751649,0.00575091,0.00238814
3120.00000000,0.00754381,0.00582051,0.00239785
3150.00000000,0.00757665,0.00587829,0.00240135
3180.00000000,0.00758815,0.00589968,0.00240287
3210.00000000,0.00759456,0.00591161,0.00240372
3240.00000000,0.00759626,0.00591206,0.00240412
3270.00000000,0.00759742,0.00591267,0.00240758
3300.00000000,0.00759829,0.00591280,0.00240925
3330.00000000,0.00759902,0.00591685,0.00241059
3360.00000000,0.00760353,0.00592989,0.00241281
3390.00000000,0.00762033,0.00595305,0.00241332
3420.00000000,0.00765368,0.00598744,0.00241333
3450.00000000,0.00766118,0.00600429,0.00241519
3480.00000000,0.00768993,0.00601285,0.00242113
3510.00000000,0.00769266,0.00601500,0.00242117
3540.00000000,0.00770228,0.00602148,0.00242148
3570.00000000,0.00770388,0.00602272,0.00242150
3600.00000000,0.00770390,0.00602896,0.00242856
