times, G0G1_phase_csse, S_phase_csse, G2M_phase_csse
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00001438,0.00001947,0.00000038
60.00000000,0.00003093,0.00004530,0.00000141
90.00000000,0.00003700,0.00004711,0.00001591
120.00000000,0.00004618,0.00004838,0.00003321
150.00000000,0.00004666,0.00010921,0.00008367
180.00000000,0.00022399,0.00023463,0.00008815
210.00000000,0.00029545,0.00029491,0.00008863
240.00000000,0.00044197,0.00040300,0.00009154
270.00000000,0.00044703,0.00040602,0.00009181
300.00000000,0.00044710,0.00040625,0.00009238
330.00000000,0.00054766,0.00042596,0.00012361
360.00000000,0.00054768,0.00043189,0.00013022
390.00000000,0.00056080,0.00043215,0.00014725
420.00000000,0.00059396,0.00045221,0.00014888
450.00000000,0.00082396,0.00045493,0.00043170
480.00000000,0.00089130,0.00045509,0.00050562
510.00000000,0.00103542,0.00046890,0.00057431
540.00000000,0.00105071,0.00048304,0.00057434
570.00000000,0.00107709,0.00049913,0.00057560
600.00000000,0.00112796,0.00052580,0.00057947
630.00000000,0.00116675,0.00052851,0.00064145
660.00000000,0.00116697,0.00053509,0.00065066
690.00000000,0.00119607,0.00054999,0.00065302
720.00000000,0.00144554,0.00077220,0.00065381
750.00000000,0.00152552,0.00093405,0.00066808
780.00000000,0.00152556,0.00097039,0.00070220
810.00000000,0.00152593,0.00098931,0.00071620
840.00000000,0.00165932,0.00102035,0.00075195
870.00000000,0.00170002,0.00102055,0.00078709
900.00000000,0.00171955,0.00102082,0.00081147
930.00000000,0.00180191,0.00104737,0.00082685
960.00000000,0.00205219,0.00126007,0.00082838
990.00000000,0.00244983,0.00140263,0.00089240
1020.00000000,0.00316115,0.00163109,0.00102594
1050.00000000,0.00332096,0.00167700,0.00106034
1080.00000000,0.00336919,0.00171386,0.00106111
1110.00000000,0.00340807,0.00175993,0.00106141
1140.00000000,0.00343429,0.00177402,0.00106328
1170.00000000,0.00344659,0.00181638,0.00107229
1200.00000000,0.00345922,0.00194699,0.00113430
1230.00000000,0.00356018,0.00207328,0.00113571
1260.00000000,0.00359160,0.00209855,0.00113605
1290.00000000,0.00363505,0.00214526,0.00113611
1320.00000000,0.00364214,0.00214892,0.00115706
1350.00000000,0.00364762,0.00214893,0.00116230
1380.00000000,0.00364762,0.00214989,0.00116339
1410.00000000,0.00365001,0.00217444,0.00117500
1440.00000000,0.00365904,0.00217701,0.00119622
1470.00000000,0.00367208,0.00217837,0.00120221
1500.00000000,0.00368249,0.00219590,0.00120313
1530.00000000,0.00368562,0.00219909,0.00120313
1560.00000000,0.00369728,0.00220144,0.00120667
1590.00000000,0.00373847,0.00223258,0.00120737
1620.00000000,0.00374044,0.00223407,0.00120741
1650.00000000,0.00374057,0.00223435,0.00120818
1680.00000000,0.00374303,0.00223461,0.00121251
1710.00000000,0.00383111,0.00224322,0.00125411
1740.00000000,0.00387110,0.00227983,0.00125419
1770.00000000,0.00390665,0.00232390,0.00125464
1800.00000000,0.00397888,0.00239290,0.00125468
1830.00000000,0.00403157,0.00244631,0.00125468
1860.00000000,0.00406219,0.00245950,0.00125830
1890.00000000,0.00407058,0.00245951,0.00126717
1920.00000000,0.00407064,0.00246480,0.00127140
1950.00000000,0.00411510,0.00248482,0.00127621
1980.00000000,0.00416295,0.00248681,0.00130654
2010.00000000,0.00427523,0.00251459,0.00133490
2040.00000000,0.00439146,0.00251723,0.00141873
2070.00000000,0.00439685,0.00251727,0.00142505
2100.00000000,0.00439874,0.00252013,0.00142515
2130.00000000,0.00440942,0.00252014,0.00143521
2160.00000000,0.00443302,0.00252021,0.00145640
2190.00000000,0.00444977,0.00252039,0.00146984
2220.00000000,0.00445105,0.00252886,0.00148619
2250.00000000,0.00445749,0.00256578,0.00149871
2280.00000000,0.00446856,0.00257260,0.00149922
2310.00000000,0.00446873,0.00258030,0.00150484
2340.00000000,0.00447585,0.00262376,0.00152023
2370.00000000,0.00447614,0.00263258,0.00153251
2400.00000000,0.00448226,0.00267193,0.00154694
2430.00000000,0.00448284,0.00271092,0.00157705
2460.00000000,0.00450477,0.00278430,0.00159213
2490.00000000,0.00450477,0.00280680,0.00161490
2520.00000000,0.00450761,0.00284984,0.00168289
2550.00000000,0.00453150,0.00290125,0.00182828
2580.00000000,0.00456617,0.00293738,0.00196986
2610.00000000,0.00456722,0.00305214,0.00210773
2640.00000000,0.00456759,0.00317987,0.00222222
2670.00000000,0.00456998,0.00322421,0.00228955
2700.00000000,0.00457365,0.00329579,0.00233237
2730.00000000,0.00458050,0.00338317,0.00237766
2760.00000000,0.00459180,0.00344912,0.00240031
2790.00000000,0.00459812,0.00345886,0.00243206
2820.00000000,0.00462930,0.00345962,0.00245429
2850.00000000,0.00465384,0.00346171,0.00249523
2880.00000000,0.00472569,0.00346972,0.00252709
2910.00000000,0.00479735,0.00349222,0.00254094
2940.00000000,0.00481973,0.00349811,0.00254625
2970.00000000,0.00484460,0.00349836,0.00257632
3000.00000000,0.00491138,0.00350574,0.00260607
3030.00000000,0.00491333,0.00351732,0.00262909
3060.00000000,0.00491864,0.00355460,0.00264354
3090.00000000,0.00492511,0.00360259,0.00266276
3120.00000000,0.00492516,0.00361769,0.00267617
3150.00000000,0.00493396,0.00362173,0.00270093
3180.00000000,0.00493432,0.00363648,0.00272069
3210.00000000,0.00494212,0.00366703,0.00272817
3240.00000000,0.00495678,0.00372735,0.00274368
3270.00000000,0.00500317,0.00377008,0.00274376
3300.00000000,0.00504769,0.00379917,0.00274539
3330.00000000,0.00505788,0.00381473,0.00274596
3360.00000000,0.00506214,0.00382587,0.00274758
3390.00000000,0.00507293,0.00386236,0.00275517
3420.00000000,0.00507770,0.00389140,0.00276546
3450.00000000,0.00508159,0.00390155,0.00279206
3480.00000000,0.00508754,0.00390244,0.00280352
3510.00000000,0.00508777,0.00390647,0.00280585
3540.00000000,0.00509369,0.00392502,0.00280936
3570.00000000,0.00509425,0.00393389,0.00282326
3600.00000000,0.00510208,0.00393677,0.00284347
