times, G0G1_phase_csse, S_phase_csse, G2M_phase_csse
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00000000,0.00000099,0.00000100
60.00000000,0.00003485,0.00008343,0.00001109
90.00000000,0.00005353,0.00010676,0.00001135
120.00000000,0.00006947,0.00014778,0.00001717
150.00000000,0.00007148,0.00015136,0.00002814
180.00000000,0.00011151,0.00015427,0.00004948
210.00000000,0.00012076,0.00015507,0.00005411
240.00000000,0.00020773,0.00036958,0.00008242
270.00000000,0.00022175,0.00037328,0.00011454
300.00000000,0.00028166,0.00040649,0.00011845
330.00000000,0.00035415,0.00045106,0.00012183
360.00000000,0.00048696,0.00045210,0.00023211
390.00000000,0.00058038,0.00047747,0.00044825
420.00000000,0.00079001,0.00047772,0.00064355
450.00000000,0.00101629,0.00047778,0.00086224
480.00000000,0.00111181,0.00047786,0.00096311
510.00000000,0.00118961,0.00050537,0.00116096
540.00000000,0.00129570,0.00050617,0.00128631
570.00000000,0.00150286,0.00051596,0.00141319
600.00000000,0.00151736,0.00061682,0.00160503
630.00000000,0.00154648,0.00067458,0.00177393
660.00000000,0.00154648,0.00069919,0.00179848
690.00000000,0.00155819,0.00077008,0.00182347
720.00000000,0.00156693,0.00087011,0.00187308
750.00000000,0.00158209,0.00089896,0.00187527
780.00000000,0.00159930,0.00092830,0.00187688
810.00000000,0.00160560,0.00094034,0.00187780
840.00000000,0.00160767,0.00096778,0.00192239
870.00000000,0.00167894,0.00103296,0.00192252
900.00000000,0.00168414,0.00108240,0.00194508
930.00000000,0.00168789,0.00111829,0.00196153
960.00000000,0.00171223,0.00118195,0.00197080
990.00000000,0.00178035,0.00121871,0.00197560
1020.00000000,0.00185259,0.00128357,0.00197580
1050.00000000,0.00188820,0.00128401,0.00200391
1080.00000000,0.00191853,0.00134510,0.00200924
1110.00000000,0.00192974,0.00134888,0.00201121
1140.00000000,0.00193175,0.00138041,0.00202882
1170.00000000,0.00193410,0.00146028,0.00208364
1200.00000000,0.00198567,0.00156817,0.00209392
1230.00000000,0.00199952,0.00158654,0.00215805
1260.00000000,0.00199984,0.00165194,0.00223294
1290.00000000,0.00200669,0.00171801,0.00234840
1320.00000000,0.00206225,0.00174671,0.00251254
1350.00000000,0.00206232,0.00178224,0.00254502
1380.00000000,0.00206483,0.00180325,0.00258306
1410.00000000,0.00206506,0.00180753,0.00258957
1440.00000000,0.00207310,0.00181782,0.00258971
1470.00000000,0.00207400,0.00182838,0.00259500
1500.00000000,0.00211234,0.00184417,0.00259993
1530.00000000,0.00212574,0.00184510,0.00260721
1560.00000000,0.00230885,0.00193585,0.00262325
1590.00000000,0.00234071,0.00194128,0.00263423
1620.00000000,0.00236524,0.00194255,0.00267120
1650.00000000,0.00238941,0.00194611,0.00268038
1680.00000000,0.00257421,0.00205973,0.00268899
1710.00000000,0.00300394,0.00223293,0.00274629
1740.00000000,0.00338803,0.00235602,0.00281861
1770.00000000,0.00378855,0.00249460,0.00288652
1800.00000000,0.00411172,0.00266270,0.00291163
1830.00000000,0.00424822,0.00267124,0.00298838
1860.00000000,0.00427910,0.00267291,0.00303526
1890.00000000,0.00432990,0.00268001,0.00305518
1920.00000000,0.00438334,0.00270148,0.00306234
1950.00000000,0.00444426,0.00270152,0.00312026
1980.00000000,0.00451538,0.00270333,0.00317051
2010.00000000,0.00453271,0.00270356,0.00319213
2040.00000000,0.00458313,0.00270413,0.00325379
2070.00000000,0.00458677,0.00271753,0.00328480
2100.00000000,0.00460945,0.00271783,0.00331303
2130.00000000,0.00461105,0.00271799,0.00331377
2160.00000000,0.00464279,0.00275573,0.00331403
2190.00000000,0.00473860,0.00279979,0.00332395
2220.00000000,0.00481601,0.00289255,0.00332465
2250.00000000,0.00488674,0.00296410,0.00332465
2280.00000000,0.00498573,0.00303280,0.00332741
2310.00000000,0.00510648,0.00310296,0.00333423
2340.00000000,0.00521643,0.00313805,0.00335504
2370.00000000,0.00524604,0.00316207,0.00335533
2400.00000000,0.00531204,0.00324175,0.00335598
2430.00000000,0.00536136,0.00330827,0.00335726
2460.00000000,0.00539850,0.00335852,0.00335825
2490.00000000,0.00545088,0.00341646,0.00335839
2520.00000000,0.00550897,0.00347758,0.00335843
2550.00000000,0.00554072,0.00352025,0.00335923
2580.00000000,0.00571855,0.00362875,0.00336775
2610.00000000,0.00580747,0.00365705,0.00338465
2640.00000000,0.00591179,0.00369338,0.00340217
2670.00000000,0.00608755,0.00371812,0.00347078
2700.00000000,0.00626694,0.00374794,0.00353371
2730.00000000,0.00632317,0.00375189,0.00356409
2760.00000000,0.00635652,0.00375694,0.00357654
2790.00000000,0.00638259,0.00375981,0.00358817
2820.00000000,0.00639953,0.00378207,0.00358853
2850.00000000,0.00642507,0.00380078,0.00358906
2880.00000000,0.00642519,0.00380095,0.00358965
2910.00000000,0.00643022,0.00380819,0.00358985
2940.00000000,0.00644577,0.00382626,0.00358995
2970.00000000,0.00646923,0.00383717,0.00359232
3000.00000000,0.00646984,0.00383766,0.00359233
3030.00000000,0.00647192,0.00384345,0.00359326
3060.00000000,0.00648901,0.00385000,0.00359573
3090.00000000,0.00651124,0.00385385,0.00360332
3120.00000000,0.00652805,0.00387399,0.00360347
3150.00000000,0.00658206,0.00390749,0.00360590
3180.00000000,0.00666074,0.00393517,0.00361893
3210.00000000,0.00671686,0.00394936,0.00363280
3240.00000000,0.00672587,0.00395561,0.00363305
3270.00000000,0.00672593,0.00395590,0.00363314
3300.00000000,0.00672596,0.00396229,0.00363871
3330.00000000,0.00672709,0.00396343,0.00363871
3360.00000000,0.00672709,0.00397604,0.00365118
3390.00000000,0.00673626,0.00400939,0.00365873
3420.00000000,0.00676234,0.00402483,0.00366012
3450.00000000,0.00680130,0.00403099,0.00367426
3480.00000000,0.00685283,0.00404648,0.00368477
3510.00000000,0.00690170,0.00406528,0.00369182
3540.00000000,0.00694186,0.00407967,0.00369829
3570.00000000,0.00694940,0.00408045,0.00370175
3600.00000000,0.00696195,0.00408050,0.00371278
