times, G0G1_phase_csse, S_phase_csse, G2M_phase_csse
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00030890,0.00026759,0.00000148
60.00000000,0.00045159,0.00033431,0.00001575
90.00000000,0.00062700,0.00044321,0.00002363
120.00000000,0.00098634,0.00071629,0.00002955
150.00000000,0.00167849,0.00124412,0.00004066
180.00000000,0.00287403,0.00189131,0.00012414
210.00000000,0.00412012,0.00304196,0.00012604
240.00000000,0.00578558,0.00479675,0.00012721
270.00000000,0.00715769,0.00713444,0.00025507
300.00000000,0.00901303,0.00964507,0.00030453
330.00000000,0.01060803,0.01148820,0.00031349
360.00000000,0.01295522,0.01330259,0.00034774
390.00000000,0.01539929,0.01434797,0.00064033
420.00000000,0.01660093,0.01486553,0.00078229
450.00000000,0.01723420,0.01501929,0.00094524
480.00000000,0.01772391,0.01519874,0.00102151
510.00000000,0.01813314,0.01524034,0.00121139
540.00000000,0.01857731,0.01527637,0.00143859
570.00000000,0.01893059,0.01528236,0.00170584
600.00000000,0.01899311,0.01541050,0.00207549
630.00000000,0.01909130,0.01547343,0.00239382
660.00000000,0.01909377,0.01552835,0.00247451
690.00000000,0.01931999,0.01572597,0.00247548
720.00000000,0.01932422,0.01573072,0.00249341
750.00000000,0.01933169,0.01580179,0.00252586
780.00000000,0.01935029,0.01596316,0.00259626
810.00000000,0.01939456,0.01624749,0.00270047
840.00000000,0.01947702,0.01666593,0.00282988
870.00000000,0.02017310,0.01715442,0.00284821
900.00000000,0.02056723,0.01753711,0.00284829
930.00000000,0.02090583,0.01769589,0.00288193
960.00000000,0.02092150,0.01773554,0.00298709
990.00000000,0.02101375,0.01774652,0.00315397
1020.00000000,0.02103428,0.01779538,0.00328671
1050.00000000,0.02128448,0.01779547,0.00352734
1080.00000000,0.02151985,0.01786812,0.00409692
1110.00000000,0.02184017,0.01791119,0.00469520
1140.00000000,0.02215687,0.01803536,0.00553268
1170.00000000,0.02216431,0.01838434,0.00599100
1200.00000000,0.02225382,0.01865289,0.00665915
1230.00000000,0.02226821,0.01890906,0.00705113
1260.00000000,0.02231377,0.01905418,0.00740443
1290.00000000,0.02234004,0.01910960,0.00740981
1320.00000000,0.02237717,0.01911841,0.00741959
1350.00000000,0.02239023,0.01913726,0.00742012
1380.00000000,0.02239680,0.01913925,0.00743592
1410.00000000,0.02244074,0.01917950,0.00743601
1440.00000000,0.02245066,0.01926562,0.00747358
1470.00000000,0.02245161,0.01928946,0.00748884
1500.00000000,0.02249761,0.01929850,0.00750309
1530.00000000,0.02251435,0.01931734,0.00750316
1560.00000000,0.02252666,0.01931906,0.00752639
1590.00000000,0.02257254,0.01931913,0.00756868
1620.00000000,0.02257406,0.01937150,0.00764041
1650.00000000,0.02257519,0.01939232,0.00765266
1680.00000000,0.02260626,0.01944346,0.00765515
1710.00000000,0.02262529,0.01950134,0.00779845
1740.00000000,0.02277599,0.01950143,0.00795637
1770.00000000,0.02277786,0.01955243,0.00802878
1800.00000000,0.02287325,0.01955378,0.00814817
1830.00000000,0.02287683,0.01957989,0.00819720
1860.00000000,0.02288771,0.01962491,0.00820883
1890.00000000,0.02291534,0.01962530,0.00823030
1920.00000000,0.02291641,0.01962587,0.00823038
1950.00000000,0.02301474,0.01970573,0.00823134
1980.00000000,0.02320430,0.01984396,0.00823538
2010.00000000,0.02326361,0.01990249,0.00823539
2040.00000000,0.02335639,0.02002741,0.00823777
2070.00000000,0.02338950,0.02015163,0.00826683
2100.00000000,0.02343041,0.02021417,0.00826912
2130.00000000,0.02346016,0.02021951,0.00827901
2160.00000000,0.02349923,0.02022782,0.00829035
2190.00000000,0.02353359,0.02024456,0.00829348
2220.00000000,0.02364958,0.02025045,0.00836308
2250.00000000,0.02383902,0.02025180,0.00858579
2280.00000000,0.02389856,0.02026707,0.00872093
2310.00000000,0.02390625,0.02038563,0.00890753
2340.00000000,0.02391021,0.02055746,0.00913549
