times, G0G1_phase_csse, S_phase_csse, G2M_phase_csse
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00001047,0.00000020,0.00000774
60.00000000,0.00047613,0.00101033,0.00011185
90.00000000,0.00099533,0.00248600,0.00035610
120.00000000,0.00123030,0.00312300,0.00045431
150.00000000,0.00151230,0.00325917,0.00048056
180.00000000,0.00218908,0.00377566,0.00049137
210.00000000,0.00223559,0.00397322,0.00054372
240.00000000,0.00223634,0.00398075,0.00054726
270.00000000,0.00227702,0.00402839,0.00054753
300.00000000,0.00228983,0.00405962,0.00063158
330.00000000,0.00257477,0.00437281,0.00182716
360.00000000,0.00262324,0.00478794,0.00257448
390.00000000,0.00284077,0.00587334,0.00290559
420.00000000,0.00319748,0.00749205,0.00336127
450.00000000,0.00366756,0.00787308,0.00336594
480.00000000,0.00483591,0.00878452,0.00338187
510.00000000,0.00630570,0.00990617,0.00340536
540.00000000,0.00666057,0.01094414,0.00358437
570.00000000,0.00687417,0.01182432,0.00381096
600.00000000,0.00688831,0.01238201,0.00420516
630.00000000,0.00688862,0.01274200,0.00454446
660.00000000,0.00690513,0.01330120,0.00492800
690.00000000,0.00699858,0.01430721,0.00541424
720.00000000,0.00715591,0.01500583,0.00560711
750.00000000,0.00769802,0.01586941,0.00564436
780.00000000,0.00778926,0.01599033,0.00606659
810.00000000,0.00809533,0.01625775,0.00606790
840.00000000,0.00821410,0.01625783,0.00618049
870.00000000,0.00821975,0.01627007,0.00621500
900.00000000,0.00825566,0.01630701,0.00621501
930.00000000,0.00826732,0.01631053,0.00621738
960.00000000,0.00859288,0.01631053,0.00654264
990.00000000,0.00908826,0.01639228,0.00671729
1020.00000000,0.00909076,0.01640774,0.00672281
1050.00000000,0.00909329,0.01641403,0.00672366
1080.00000000,0.00926438,0.01646285,0.00676078
1110.00000000,0.00941412,0.01646285,0.00690943
1140.00000000,0.00977532,0.01649968,0.00707679
1170.00000000,0.00980108,0.01650187,0.00711976
1200.00000000,0.00981559,0.01652097,0.00718666
1230.00000000,0.00993477,0.01660682,0.00718939
1260.00000000,0.01040609,0.01675478,0.00728052
1290.00000000,0.01060070,0.01687686,0.00728894
1320.00000000,0.01134204,0.01715564,0.00739983
1350.00000000,0.01177624,0.01733982,0.00745263
1380.00000000,0.01249476,0.01774293,0.00749789
1410.00000000,0.01312629,0.01809674,0.00753784
1440.00000000,0.01391326,0.01853864,0.00758728
1470.00000000,0.01570121,0.01922121,0.00784836
1500.00000000,0.01764868,0.01965782,0.00838823
1530.00000000,0.01785565,0.01968278,0.00847640
1560.00000000,0.01802443,0.01973383,0.00851059
1590.00000000,0.01805296,0.01973570,0.00855561
1620.00000000,0.01806663,0.01988568,0.00862870
