times, Ki67_negative_csse, Ki67_positive_premitotic_csse, Ki67_positive_postmitotic_csse
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00010554,0.00727752,0.00563028
60.00000000,0.00025824,0.01151520,0.00841181
90.00000000,0.00087543,0.01674807,0.01066761
120.00000000,0.00166306,0.02133019,0.01223788
150.00000000,0.00269660,0.02628221,0.01369879
180.00000000,0.00328102,0.03074076,0.01551334
210.00000000,0.00491763,0.03311940,0.01558250
240.00000000,0.00600393,0.03471565,0.01563142
270.00000000,0.00793809,0.03829547,0.01588272
300.00000000,0.00881855,0.04061306,0.01622382
330.00000000,0.00903395,0.04130916,0.01636088
360.00000000,0.00930187,0.04196564,0.01644651
390.00000000,0.00966996,0.04320851,0.01670471
420.00000000,0.01011112,0.04396883,0.01674787
450.00000000,0.01018522,0.04401787,0.01675045
480.00000000,0.01018766,0.04442417,0.01709625
510.00000000,0.01024945,0.04499069,0.01735036
540.00000000,0.01043431,0.04557254,0.01746114
570.00000000,0.01058112,0.04625147,0.01765546
600.00000000,0.01069904,0.04742717,0.01820441
630.00000000,0.01092409,0.04788045,0.01824395
660.00000000,0.01093972,0.04845730,0.01864652
690.00000000,0.01100032,0.04886758,0.01880205
720.00000000,0.01135735,0.05008380,0.01905738
750.00000000,0.01165338,0.05033457,0.01905926
780.00000000,0.01169641,0.05035383,0.01906397
810.00000000,0.01174026,0.05039245,0.01906414
840.00000000,0.01189206,0.05053689,0.01906423
870.00000000,0.01189564,0.05086765,0.01932973
900.00000000,0.01191325,0.05128271,0.01959141
930.00000000,0.01205634,0.05178471,0.01970047
960.00000000,0.01210035,0.05196294,0.01974558
990.00000000,0.01212648,0.05198909,0.01974558
1020.00000000,0.01220287,0.05217716,0.01977033
1050.00000000,0.01233586,0.05287455,0.01999162
1080.00000000,0.01253466,0.05365567,0.02018341
1110.00000000,0.01276948,0.05400300,0.02019439
1140.00000000,0.01318163,0.05406064,0.02035591
1170.00000000,0.01360630,0.05438396,0.02036281
1200.00000000,0.01412726,0.05476262,0.02037413
1230.00000000,0.01446577,0.05506417,0.02037520
1260.00000000,0.01497305,0.05601650,0.02044470
1290.00000000,0.01529328,0.05655014,0.02047180
1320.00000000,0.01535113,0.05661671,0.02047211
1350.00000000,0.01548123,0.05670101,0.02047706
1380.00000000,0.01548864,0.05687926,0.02059005
1410.00000000,0.01554923,0.05705800,0.02103753
1440.00000000,0.01555072,0.05736801,0.02130602
1470.00000000,0.01555074,0.05747065,0.02141092
1500.00000000,0.01557275,0.05774519,0.02155201
1530.00000000,0.01581479,0.05839241,0.02164968
1560.00000000,0.01585201,0.05872224,0.02179513
1590.00000000,0.01586309,0.05898486,0.02217673
1620.00000000,0.01586913,0.05906726,0.02230977
1650.00000000,0.01591498,0.05929724,0.02238024
1680.00000000,0.01606444,0.05949676,0.02238385
1710.00000000,0.01608482,0.05969675,0.02247653
1740.00000000,0.01619139,0.06033836,0.02270173
1770.00000000,0.01635877,0.06068358,0.02273357
1800.00000000,0.01642720,0.06147630,0.02312891
1830.00000000,0.01655315,0.06199285,0.02326128
1860.00000000,0.01694120,0.06249146,0.02326820
1890.00000000,0.01722325,0.06269725,0.02327419
1920.00000000,0.01735621,0.06270926,0.02333924
1950.00000000,0.01752479,0.06271516,0.02357681
1980.00000000,0.01752719,0.06296191,0.02387457
2010.00000000,0.01752900,0.06315821,0.02403498
2040.00000000,0.01761343,0.06321717,0.02431948
2070.00000000,0.01778412,0.06322054,0.02454152
2100.00000000,0.01786386,0.06325333,0.02475630
2130.00000000,0.01789622,0.06328113,0.02487645
2160.00000000,0.01789748,0.06328204,0.02487648
2190.00000000,0.01797188,0.06328232,0.02496028
2220.00000000,0.01801129,0.06330650,0.02508562
2250.00000000,0.01806153,0.06335808,0.02508563
2280.00000000,0.01823191,0.06357917,0.02508892
2310.00000000,0.01823946,0.06396954,0.02537829
2340.00000000,0.01832025,0.06432764,0.02547700
2370.00000000,0.01839508,0.06439729,0.02547709
2400.00000000,0.01840534,0.06440773,0.02551850
2430.00000000,0.01840631,0.06440779,0.02551999
2460.00000000,0.01841715,0.06441336,0.02555194
2490.00000000,0.01851647,0.06445080,0.02556674
2520.00000000,0.01868415,0.06476826,0.02559044
2550.00000000,0.01875151,0.06493792,0.02561365
2580.00000000,0.01875274,0.06497955,0.02564221
2610.00000000,0.01878456,0.06498934,0.02571912
2640.00000000,0.01878817,0.06501853,0.02577242
2670.00000000,0.01883997,0.06507716,0.02599307
2700.00000000,0.01884031,0.06517156,0.02607650
2730.00000000,0.01897732,0.06527136,0.02607944
2760.00000000,0.01919843,0.06540886,0.02608932
2790.00000000,0.01932599,0.06557641,0.02609204
2820.00000000,0.01941042,0.06562969,0.02609562
2850.00000000,0.01943598,0.06577511,0.02614466
2880.00000000,0.01948528,0.06607734,0.02625206
2910.00000000,0.01960315,0.06613608,0.02626225
2940.00000000,0.01964143,0.06614690,0.02627064
2970.00000000,0.01975905,0.06616024,0.02632240
3000.00000000,0.02001647,0.06616490,0.02651517
3030.00000000,0.02009567,0.06616513,0.02660303
3060.00000000,0.02025962,0.06619568,0.02665599
3090.00000000,0.02034659,0.06622498,0.02667129
3120.00000000,0.02044663,0.06633197,0.02667141
3150.00000000,0.02051441,0.06639974,0.02667141
3180.00000000,0.02054514,0.06640207,0.02672139
3210.00000000,0.02059042,0.06640506,0.02679292
3240.00000000,0.02062526,0.06640661,0.02684400
3270.00000000,0.02065396,0.06640932,0.02689303
3300.00000000,0.02065413,0.06641155,0.02689669
3330.00000000,0.02067001,0.06641206,0.02690740
3360.00000000,0.02067625,0.06641500,0.02690801
3390.00000000,0.02068743,0.06641514,0.02692185
3420.00000000,0.02068775,0.06643180,0.02694347
3450.00000000,0.02076596,0.06645695,0.02695812
3480.00000000,0.02080265,0.06645884,0.02701337
3510.00000000,0.02080286,0.06647349,0.02702470
3540.00000000,0.02084335,0.06647794,0.02704279
3570.00000000,0.02092013,0.06653033,0.02704511
3600.00000000,0.02100199,0.06654823,0.02706831
