times, Ki67_negative_csse, Ki67_positive_premitotic_csse, Ki67_positive_postmitotic_csse
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00029134,0.00718310,0.01036772
60.00000000,0.00030685,0.01327350,0.01708831
90.00000000,0.00042611,0.01951643,0.02172479
120.00000000,0.00105044,0.02571385,0.02461247
150.00000000,0.00239262,0.03111811,0.02597245
180.00000000,0.00438638,0.03530995,0.02637617
210.00000000,0.00634981,0.03804309,0.02643967
240.00000000,0.00831207,0.04000068,0.02643968
270.00000000,0.01008840,0.04283312,0.02656231
300.00000000,0.01104660,0.04446018,0.02665034
330.00000000,0.01158730,0.04528053,0.02667938
360.00000000,0.01254933,0.04623412,0.02667939
390.00000000,0.01377564,0.04690657,0.02676197
420.00000000,0.01468341,0.04722296,0.02691429
450.00000000,0.01532976,0.04724988,0.02732378
480.00000000,0.01558340,0.04729277,0.02741171
510.00000000,0.01564925,0.04731326,0.02742457
540.00000000,0.01569301,0.04735390,0.02742463
570.00000000,0.01569501,0.04739835,0.02745222
600.00000000,0.01573016,0.04741241,0.02745697
630.00000000,0.01575431,0.04741799,0.02750993
660.00000000,0.01575508,0.04748760,0.02756571
690.00000000,0.01575696,0.04773879,0.02777529
720.00000000,0.01575711,0.04790667,0.02795331
750.00000000,0.01575759,0.04832841,0.02840398
780.00000000,0.01580231,0.04885245,0.02866656
810.00000000,0.01593666,0.04956471,0.02889449
840.00000000,0.01619998,0.05000361,0.02891679
870.00000000,0.01643220,0.05018095,0.02892049
900.00000000,0.01680039,0.05026782,0.02901786
930.00000000,0.01697922,0.05031288,0.02906221
960.00000000,0.01708539,0.05038989,0.02906455
990.00000000,0.01714619,0.05043466,0.02906577
1020.00000000,0.01718380,0.05044779,0.02907207
1050.00000000,0.01718409,0.05051159,0.02912761
1080.00000000,0.01718878,0.05065396,0.02922297
1110.00000000,0.01722946,0.05075437,0.02923624
1140.00000000,0.01725205,0.05077403,0.02923635
1170.00000000,0.01727687,0.05083733,0.02924519
1200.00000000,0.01727989,0.05095278,0.02932632
1230.00000000,0.01728984,0.05106615,0.02938246
1260.00000000,0.01729550,0.05127312,0.02952666
1290.00000000,0.01733024,0.05134856,0.02953445
1320.00000000,0.01748436,0.05142969,0.02954605
1350.00000000,0.01749201,0.05145897,0.02955305
1380.00000000,0.01754384,0.05147263,0.02956533
1410.00000000,0.01765679,0.05147434,0.02970779
1440.00000000,0.01773404,0.05147490,0.02977244
1470.00000000,0.01782259,0.05149277,0.02979932
1500.00000000,0.01789059,0.05150129,0.02982769
1530.00000000,0.01789879,0.05150316,0.02984558
1560.00000000,0.01791687,0.05150316,0.02986328
1590.00000000,0.01799918,0.05150322,0.02994105
1620.00000000,0.01809927,0.05151151,0.02999182
1650.00000000,0.01813508,0.05151384,0.03004820
1680.00000000,0.01814841,0.05154435,0.03005171
1710.00000000,0.01815684,0.05154512,0.03005581
1740.00000000,0.01816592,0.05155197,0.03008752
1770.00000000,0.01816737,0.05156907,0.03011605
1800.00000000,0.01818369,0.05156908,0.03013325
1830.00000000,0.01820834,0.05157403,0.03018494
1860.00000000,0.01821011,0.05160966,0.03020646
1890.00000000,0.01821067,0.05162505,0.03021652
1920.00000000,0.01821067,0.05164778,0.03023898
1950.00000000,0.01821408,0.05165685,0.03024034
1980.00000000,0.01823433,0.05166234,0.03024499
2010.00000000,0.01823523,0.05168912,0.03026288
2040.00000000,0.01823695,0.05170589,0.03029213
2070.00000000,0.01824831,0.05171201,0.03032628
2100.00000000,0.01824918,0.05178272,0.03041353
2130.00000000,0.01825753,0.05186515,0.03045182
2160.00000000,0.01828625,0.05187492,0.03045681
2190.00000000,0.01830522,0.05188160,0.03050496
2220.00000000,0.01831889,0.05188987,0.03054817
2250.00000000,0.01832924,0.05189095,0.03056630
2280.00000000,0.01832953,0.05191441,0.03059523
2310.00000000,0.01836681,0.05195896,0.03075855
2340.00000000,0.01838035,0.05204010,0.03091954
2370.00000000,0.01838236,0.05208352,0.03098365
2400.00000000,0.01838253,0.05211469,0.03101954
2430.00000000,0.01838921,0.05217570,0.03104686
2460.00000000,0.01840865,0.05223112,0.03105607
2490.00000000,0.01840867,0.05224989,0.03107602
2520.00000000,0.01841000,0.05225029,0.03107922
2550.00000000,0.01841267,0.05226960,0.03108683
2580.00000000,0.01841572,0.05227479,0.03108711
2610.00000000,0.01841573,0.05227507,0.03108735
2640.00000000,0.01842576,0.05228737,0.03108746
2670.00000000,0.01843307,0.05230198,0.03108871
2700.00000000,0.01843640,0.05231118,0.03109017
2730.00000000,0.01843931,0.05231644,0.03109052
