times, Ki67_negative_csse, Ki67_positive_premitotic_csse, Ki67_positive_postmitotic_csse
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00054618,0.00646013,0.01076310
60.00000000,0.00055996,0.01132934,0.01616416
90.00000000,0.00060353,0.01512484,0.01918990
120.00000000,0.00075442,0.01803888,0.02092862
150.00000000,0.00092843,0.02011212,0.02197460
180.00000000,0.00101363,0.02191024,0.02307511
210.00000000,0.00129612,0.02296870,0.02332244
240.00000000,0.00172293,0.02393952,0.02343266
270.00000000,0.00218229,0.02462513,0.02345524
300.00000000,0.00239489,0.02471494,0.02348128
330.00000000,0.00256028,0.02476424,0.02351538
360.00000000,0.00275442,0.02484870,0.02353788
390.00000000,0.00289765,0.02485900,0.02361459
420.00000000,0.00302670,0.02491982,0.02362728
450.00000000,0.00302772,0.02493858,0.02363829
480.00000000,0.00305337,0.02503580,0.02366130
510.00000000,0.00320035,0.02507809,0.02369288
540.00000000,0.00332327,0.02508491,0.02376472
570.00000000,0.00332659,0.02508516,0.02377011
600.00000000,0.00337112,0.02508872,0.02379303
630.00000000,0.00350150,0.02509870,0.02386123
660.00000000,0.00351994,0.02511933,0.02393929
690.00000000,0.00356975,0.02511957,0.02398240
720.00000000,0.00357048,0.02524889,0.02413177
750.00000000,0.00357736,0.02535823,0.02419313
780.00000000,0.00358061,0.02535858,0.02419459
810.00000000,0.00363643,0.02537931,0.02420311
840.00000000,0.00368745,0.02545425,0.02420540
870.00000000,0.00368834,0.02546542,0.02422374
900.00000000,0.00368977,0.02547665,0.02422837
930.00000000,0.00374719,0.02548176,0.02425664
960.00000000,0.00385540,0.02550064,0.02447413
990.00000000,0.00386726,0.02564371,0.02454668
1020.00000000,0.00386766,0.02565257,0.02455220
1050.00000000,0.00386821,0.02565280,0.02455227
1080.00000000,0.00387244,0.02566330,0.02455368
1110.00000000,0.00390029,0.02567148,0.02455952
1140.00000000,0.00395932,0.02583597,0.02458596
1170.00000000,0.00401053,0.02593253,0.02459309
1200.00000000,0.00405974,0.02608537,0.02462169
1230.00000000,0.00410554,0.02623455,0.02465135
1260.00000000,0.00417594,0.02642329,0.02467995
1290.00000000,0.00429943,0.02653791,0.02468012
1320.00000000,0.00439084,0.02666665,0.02468331
1350.00000000,0.00442377,0.02680604,0.02472013
1380.00000000,0.00447063,0.02706758,0.02480712
1410.00000000,0.00455063,0.02715511,0.02480729
1440.00000000,0.00459082,0.02716662,0.02481598
1470.00000000,0.00464566,0.02723870,0.02481716
1500.00000000,0.00473691,0.02729666,0.02482092
1530.00000000,0.00482863,0.02736639,0.02482242
1560.00000000,0.00493410,0.02741776,0.02483205
1590.00000000,0.00498710,0.02747833,0.02483231
1620.00000000,0.00502943,0.02748248,0.02485230
1650.00000000,0.00512531,0.02749276,0.02489567
1680.00000000,0.00513888,0.02749312,0.02490514
1710.00000000,0.00514074,0.02751470,0.02494127
1740.00000000,0.00514740,0.02755944,0.02495815
1770.00000000,0.00515033,0.02759690,0.02497758
1800.00000000,0.00515161,0.02761141,0.02498476
1830.00000000,0.00516059,0.02766319,0.02500239
1860.00000000,0.00518638,0.02770774,0.02500494
1890.00000000,0.00520831,0.02777946,0.02501927
1920.00000000,0.00521985,0.02778139,0.02502329
1950.00000000,0.00522209,0.02778296,0.02502335
1980.00000000,0.00522237,0.02779666,0.02503341
2010.00000000,0.00528003,0.02784664,0.02503369
2040.00000000,0.00534031,0.02790056,0.02503387
2070.00000000,0.00536842,0.02791973,0.02503472
2100.00000000,0.00540103,0.02793758,0.02503693
2130.00000000,0.00543444,0.02794832,0.02504319
2160.00000000,0.00544246,0.02798585,0.02505405
2190.00000000,0.00550837,0.02812056,0.02506621
2220.00000000,0.00560063,0.02825800,0.02507070
2250.00000000,0.00566289,0.02833068,0.02507110
2280.00000000,0.00579840,0.02846036,0.02507117
2310.00000000,0.00587351,0.02858732,0.02507793
2340.00000000,0.00593131,0.02870380,0.02508811
2370.00000000,0.00602012,0.02878116,0.02508850
2400.00000000,0.00605306,0.02882609,0.02508943
2430.00000000,0.00606889,0.02883817,0.02508969
2460.00000000,0.00607182,0.02883824,0.02509176
2490.00000000,0.00609017,0.02884239,0.02509680
2520.00000000,0.00609024,0.02884483,0.02509848
2550.00000000,0.00609330,0.02884524,0.02510422
2580.00000000,0.00612343,0.02884872,0.02515828
2610.00000000,0.00614140,0.02885280,0.02516322
2640.00000000,0.00616413,0.02885618,0.02517179
2670.00000000,0.00617004,0.02886149,0.02517180
2700.00000000,0.00617332,0.02886806,0.02517237
2730.00000000,0.00617656,0.02887195,0.02517239
2760.00000000,0.00618275,0.02887371,0.02518693
2790.00000000,0.00618280,0.02888869,0.02520376
2820.00000000,0.00618467,0.02892341,0.02522424
2850.00000000,0.00619437,0.02897491,0.02524074
2880.00000000,0.00620897,0.02898947,0.02524074
2910.00000000,0.00622349,0.02899306,0.02524441
2940.00000000,0.00622881,0.02899505,0.02524521
2970.00000000,0.00622915,0.02901841,0.02526323
3000.00000000,0.00622918,0.02901937,0.02526389
3030.00000000,0.00622932,0.02902156,0.02526733
3060.00000000,0.00623060,0.02902175,0.02526978
3090.00000000,0.00623076,0.02902439,0.02527126
3120.00000000,0.00623085,0.02902917,0.02527746
3150.00000000,0.00623093,0.02903269,0.02528209
3180.00000000,0.00623349,0.02905834,0.02529409
3210.00000000,0.00624024,0.02911838,0.02532063
3240.00000000,0.00624247,0.02916520,0.02534924
3270.00000000,0.00625701,0.02921501,0.02535977
3300.00000000,0.00626385,0.02921730,0.02536099
3330.00000000,0.00627568,0.02922068,0.02536356
3360.00000000,0.00628849,0.02922382,0.02536682
3390.00000000,0.00632160,0.02923155,0.02537567
3420.00000000,0.00635161,0.02923334,0.02539280
3450.00000000,0.00637724,0.02923337,0.02542015
3480.00000000,0.00639655,0.02923818,0.02546355
3510.00000000,0.00640453,0.02925139,0.02550527
3540.00000000,0.00640661,0.02928417,0.02555664
3570.00000000,0.00640661,0.02929649,0.02556910
3600.00000000,0.00640669,0.02930578,0.02558020
