times, Ki67_negative_csse, Ki67_positive_premitotic_csse, Ki67_positive_postmitotic_csse
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00068208,0.00618547,0.01097559
60.00000000,0.00088847,0.01109921,0.01810978
90.00000000,0.00092594,0.01502531,0.02284048
120.00000000,0.00102403,0.01912696,0.02577164
150.00000000,0.00132352,0.02290277,0.02772013
180.00000000,0.00177493,0.02571524,0.02873050
210.00000000,0.00265856,0.02746192,0.02887612
240.00000000,0.00344204,0.02873471,0.02893519
270.00000000,0.00405864,0.02938315,0.02893559
300.00000000,0.00411560,0.02951484,0.02895103
330.00000000,0.00419573,0.02951825,0.02906763
360.00000000,0.00432582,0.02956270,0.02909009
390.00000000,0.00435576,0.02956270,0.02911945
420.00000000,0.00436027,0.02956522,0.02913322
450.00000000,0.00452159,0.02988992,0.02916150
480.00000000,0.00480852,0.03030978,0.02917411
510.00000000,0.00539441,0.03058395,0.02923259
540.00000000,0.00602946,0.03078166,0.02935667
570.00000000,0.00607751,0.03078769,0.02937670
600.00000000,0.00617657,0.03079348,0.02952947
630.00000000,0.00627243,0.03079444,0.02964541
660.00000000,0.00630192,0.03079638,0.02966170
690.00000000,0.00654377,0.03085008,0.02972933
720.00000000,0.00657516,0.03085133,0.02977446
750.00000000,0.00658629,0.03087907,0.02977819
780.00000000,0.00674165,0.03118539,0.02980357
810.00000000,0.00715318,0.03158905,0.02980361
840.00000000,0.00732152,0.03198398,0.02985119
870.00000000,0.00737000,0.03202467,0.02985153
900.00000000,0.00740882,0.03208200,0.02985333
930.00000000,0.00755310,0.03214884,0.02986804
960.00000000,0.00778319,0.03214929,0.03007819
990.00000000,0.00780105,0.03219235,0.03019456
1020.00000000,0.00783881,0.03222344,0.03019488
1050.00000000,0.00786097,0.03222863,0.03020078
1080.00000000,0.00786097,0.03225537,0.03022771
1110.00000000,0.00792436,0.03236626,0.03023431
1140.00000000,0.00813641,0.03249593,0.03024439
1170.00000000,0.00843990,0.03258769,0.03030589
1200.00000000,0.00875400,0.03267319,0.03037773
1230.00000000,0.00891976,0.03285076,0.03037794
1260.00000000,0.00916145,0.03302250,0.03038390
1290.00000000,0.00942348,0.03316274,0.03040278
1320.00000000,0.00963660,0.03327892,0.03041737
1350.00000000,0.00973032,0.03337284,0.03041737
1380.00000000,0.00989786,0.03350008,0.03042014
1410.00000000,0.01006397,0.03350746,0.03066367
1440.00000000,0.01015288,0.03354357,0.03090200
1470.00000000,0.01025751,0.03355279,0.03095373
1500.00000000,0.01032389,0.03356456,0.03097598
1530.00000000,0.01043461,0.03360144,0.03099578
1560.00000000,0.01062479,0.03361458,0.03109910
1590.00000000,0.01066578,0.03362811,0.03120071
1620.00000000,0.01066639,0.03365372,0.03121899
1650.00000000,0.01067937,0.03365651,0.03124681
1680.00000000,0.01068860,0.03367699,0.03130401
1710.00000000,0.01070235,0.03375130,0.03145602
1740.00000000,0.01070814,0.03381002,0.03155741
1770.00000000,0.01072124,0.03387168,0.03157533
1800.00000000,0.01074684,0.03389932,0.03157537
1830.00000000,0.01080330,0.03397167,0.03157636
1860.00000000,0.01087709,0.03403411,0.03157683
1890.00000000,0.01091427,0.03409969,0.03158083
1920.00000000,0.01094051,0.03410048,0.03159875
1950.00000000,0.01098108,0.03412793,0.03160003
1980.00000000,0.01098784,0.03426405,0.03168224
2010.00000000,0.01106212,0.03455244,0.03175219
2040.00000000,0.01114183,0.03468053,0.03175790
2070.00000000,0.01123461,0.03482660,0.03176392
2100.00000000,0.01131416,0.03506085,0.03180471
2130.00000000,0.01139294,0.03527359,0.03183731
2160.00000000,0.01141927,0.03552210,0.03195037
2190.00000000,0.01162421,0.03589974,0.03197656
2220.00000000,0.01186442,0.03618204,0.03197825
2250.00000000,0.01203638,0.03636609,0.03197846
2280.00000000,0.01229485,0.03665488,0.03197930
2310.00000000,0.01245446,0.03674746,0.03198837
2340.00000000,0.01256611,0.03679712,0.03200075
2370.00000000,0.01276762,0.03681041,0.03211207
2400.00000000,0.01281464,0.03681952,0.03212680
2430.00000000,0.01281572,0.03681953,0.03212817
2460.00000000,0.01281751,0.03683096,0.03215041
2490.00000000,0.01281754,0.03683266,0.03215171
2520.00000000,0.01282609,0.03685260,0.03215408
2550.00000000,0.01283322,0.03690625,0.03217575
2580.00000000,0.01283464,0.03701060,0.03230586
2610.00000000,0.01283466,0.03703019,0.03232682
2640.00000000,0.01283498,0.03707555,0.03238008
2670.00000000,0.01283781,0.03712364,0.03240767
2700.00000000,0.01285111,0.03713766,0.03240768
2730.00000000,0.01289024,0.03719665,0.03240971
2760.00000000,0.01290544,0.03730458,0.03245185
2790.00000000,0.01298578,0.03742315,0.03245556
2820.00000000,0.01305975,0.03758449,0.03247238
2850.00000000,0.01314019,0.03772277,0.03248017
2880.00000000,0.01323042,0.03777562,0.03248514
2910.00000000,0.01336684,0.03780674,0.03252236
2940.00000000,0.01345281,0.03783127,0.03254102
2970.00000000,0.01352263,0.03793848,0.03254501
3000.00000000,0.01356710,0.03795338,0.03255290
3030.00000000,0.01363619,0.03795387,0.03263408
3060.00000000,0.01365487,0.03795579,0.03264270
3090.00000000,0.01367001,0.03795645,0.03265220
3120.00000000,0.01367002,0.03795670,0.03265238
3150.00000000,0.01367322,0.03797434,0.03265820
