times, Ki67_negative_csse, Ki67_positive_premitotic_csse, Ki67_positive_postmitotic_csse
1290.00000000,0.01007889,0.03768603,0.02920372
1320.00000000,0.01017467,0.03773450,0.02921170
1350.00000000,0.01024584,0.03774360,0.02924106
1380.00000000,0.01024771,0.03774363,0.02924336
1410.00000000,0.01024812,0.03774481,0.02924356
1440.00000000,0.01025881,0.03774647,0.02924748
1470.00000000,0.01025882,0.03774648,0.02924749
1500.00000000,0.01028044,0.03774859,0.02928471
1530.00000000,0.01028292,0.03776387,0.02931477
1560.00000000,0.01028326,0.03780130,0.02934537
1590.00000000,0.01028543,0.03780175,0.02934601
1620.00000000,0.01030663,0.03780175,0.02936795
1650.00000000,0.01034270,0.03781143,0.02945109
1680.00000000,0.01035120,0.03786803,0.02947232
1710.00000000,0.01040035,0.03800320,0.02949362
1740.00000000,0.01043722,0.03824234,0.02958183
1770.00000000,0.01050637,0.03853948,0.02966143
1800.00000000,0.01052721,0.03872787,0.02974535
1830.00000000,0.01054288,0.03875417,0.02974672
1860.00000000,0.01055036,0.03881203,0.02977045
1890.00000000,0.01058871,0.03884827,0.02977048
1920.00000000,0.01061674,0.03884869,0.02979208
1950.00000000,0.01063230,0.03886241,0.02985059
1980.00000000,0.01063263,0.03889598,0.02987779
2010.00000000,0.01068419,0.03892985,0.02987964
2040.00000000,0.01068524,0.03893535,0.02988139
2070.00000000,0.01068539,0.03893535,0.02988156
2100.00000000,0.01069076,0.03895402,0.02992563
2130.00000000,0.01069137,0.03897230,0.02995116
2160.00000000,0.01070722,0.03900917,0.02995553
2190.00000000,0.01077391,0.03904068,0.02996205
2220.00000000,0.01090538,0.03906885,0.02999997
2250.00000000,0.01099220,0.03909365,0.03001878
2280.00000000,0.01104915,0.03909768,0.03004946
2310.00000000,0.01107082,0.03909904,0.03006165
2340.00000000,0.01108342,0.03910130,0.03008719
2370.00000000,0.01108951,0.03910372,0.03010337
2400.00000000,0.01109269,0.03910561,0.03011335
2430.00000000,0.01109865,0.03910630,0.03011595
2460.00000000,0.01111721,0.03910647,0.03013826
2490.00000000,0.01112221,0.03910647,0.03014345
2520.00000000,0.01112396,0.03910971,0.03014368
2550.00000000,0.01112441,0.03913351,0.03016141
2580.00000000,0.01113106,0.03918545,0.03025717
2610.00000000,0.01113349,0.03922017,0.03031269
2640.00000000,0.01113349,0.03922696,0.03031913
2670.00000000,0.01113440,0.03922725,0.03031930
2700.00000000,0.01114278,0.03923132,0.03034342
2730.00000000,0.01115499,0.03923383,0.03034707
2760.00000000,0.01115532,0.03923383,0.03034743
2790.00000000,0.01115532,0.03923383,0.03034743
2820.00000000,0.01115543,0.03923749,0.03035243
2850.00000000,0.01115906,0.03924716,0.03037758
2880.00000000,0.01115906,0.03924771,0.03037807
2910.00000000,0.01115962,0.03924848,0.03037808
2940.00000000,0.01116245,0.03924848,0.03038110
2970.00000000,0.01117936,0.03925704,0.03038251
3000.00000000,0.01118345,0.03925856,0.03038314
3030.00000000,0.01118349,0.03926503,0.03039063
3060.00000000,0.01118428,0.03926520,0.03039084
3090.00000000,0.01118429,0.03926524,0.03039091
3120.00000000,0.01119768,0.03926675,0.03041481
3150.00000000,0.01119867,0.03927704,0.03041972
3180.00000000,0.01120179,0.03928700,0.03042165
3210.00000000,0.01120235,0.03929434,0.03042550
3240.00000000,0.01120307,0.03929917,0.03042731
3270.00000000,0.01120917,0.03929929,0.03043518
3300.00000000,0.01121243,0.03930677,0.03045580
3330.00000000,0.01122148,0.03930947,0.03045766
3360.00000000,0.01122162,0.03930954,0.03045806
3390.00000000,0.01122674,0.03931432,0.03045807
3420.00000000,0.01122839,0.03931449,0.03046096
3450.00000000,0.01122842,0.03931504,0.03046128
3480.00000000,0.01123632,0.03931522,0.03046698
3510.00000000,0.01123653,0.03931638,0.03046736
3540.00000000,0.01123655,0.03931898,0.03047047
3570.00000000,0.01124250,0.03932338,0.03047059
3600.00000000,0.01125843,0.03934092,0.03047063
