times, Ki67_negative_csse, Ki67_positive_premitotic_csse, Ki67_positive_postmitotic_csse
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00008639,0.00818184,0.00994964
60.00000000,0.00017185,0.01443446,0.01482570
90.00000000,0.00034993,0.01887619,0.01766676
120.00000000,0.00047629,0.02088463,0.01879403
150.00000000,0.00102109,0.02282956,0.01922502
180.00000000,0.00154961,0.02355328,0.01924033
210.00000000,0.00210108,0.02414783,0.01924114
240.00000000,0.00222058,0.02476224,0.01943312
270.00000000,0.00285405,0.02500374,0.01952583
300.00000000,0.00315994,0.02502754,0.01968488
330.00000000,0.00333215,0.02502792,0.01987358
360.00000000,0.00336543,0.02506273,0.02000975
390.00000000,0.00336544,0.02507547,0.02002328
420.00000000,0.00338588,0.02549648,0.02027918
450.00000000,0.00357534,0.02571354,0.02028012
480.00000000,0.00379711,0.02574173,0.02037195
510.00000000,0.00404958,0.02585968,0.02039723
540.00000000,0.00428449,0.02591249,0.02090770
570.00000000,0.00447136,0.02623588,0.02190961
600.00000000,0.00453724,0.02673663,0.02283952
630.00000000,0.00457284,0.02693434,0.02324061
660.00000000,0.00457391,0.02723276,0.02357585
690.00000000,0.00457842,0.02772424,0.02397765
720.00000000,0.00458616,0.02778662,0.02400382
750.00000000,0.00459173,0.02779192,0.02402556
780.00000000,0.00459320,0.02782468,0.02404591
810.00000000,0.00467532,0.02783355,0.02408291
840.00000000,0.00468079,0.02785147,0.02412613
870.00000000,0.00470285,0.02788342,0.02412705
900.00000000,0.00471781,0.02788621,0.02415770
930.00000000,0.00472128,0.02789570,0.02415919
960.00000000,0.00472221,0.02789818,0.02415955
990.00000000,0.00472263,0.02789853,0.02416109
1020.00000000,0.00472314,0.02791086,0.02416892
1050.00000000,0.00472495,0.02801331,0.02424592
1080.00000000,0.00472687,0.02804774,0.02429852
1110.00000000,0.00474092,0.02822360,0.02458785
1140.00000000,0.00475061,0.02838168,0.02467735
1170.00000000,0.00475703,0.02857602,0.02480747
1200.00000000,0.00478305,0.02864203,0.02481661
1230.00000000,0.00478558,0.02874565,0.02489035
1260.00000000,0.00479034,0.02880910,0.02492382
1290.00000000,0.00479037,0.02885027,0.02496721
1320.00000000,0.00487654,0.02888930,0.02497642
1350.00000000,0.00498731,0.02897870,0.02497757
1380.00000000,0.00502546,0.02906095,0.02498594
1410.00000000,0.00503125,0.02906876,0.02501299
1440.00000000,0.00508035,0.02907124,0.02508666
1470.00000000,0.00512556,0.02907613,0.02510703
1500.00000000,0.00514663,0.02912146,0.02511162
1530.00000000,0.00516342,0.02915775,0.02511533
1560.00000000,0.00519984,0.02916000,0.02517214
1590.00000000,0.00522033,0.02916955,0.02523016
1620.00000000,0.00525234,0.02920341,0.02523018
1650.00000000,0.00536121,0.02928533,0.02523210
1680.00000000,0.00552291,0.02944993,0.02523211
1710.00000000,0.00557766,0.02946317,0.02524626
1740.00000000,0.00558564,0.02946481,0.02526312
1770.00000000,0.00559950,0.02947134,0.02526449
1800.00000000,0.00560400,0.02948987,0.02526927
1830.00000000,0.00560402,0.02949172,0.02527158
1860.00000000,0.00563617,0.02950868,0.02527398
1890.00000000,0.00563618,0.02953636,0.02530247
1920.00000000,0.00571182,0.02967861,0.02531290
1950.00000000,0.00571832,0.03002023,0.02556677
1980.00000000,0.00573353,0.03024065,0.02568659
2010.00000000,0.00580926,0.03042686,0.02571103
2040.00000000,0.00583268,0.03052477,0.02573659
2070.00000000,0.00583329,0.03064835,0.02587813
