times, Ki67_negative_csse, Ki67_positive_premitotic_csse, Ki67_positive_postmitotic_csse
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00001005,0.00800790,0.00858537
60.00000000,0.00005943,0.01445604,0.01395439
90.00000000,0.00028425,0.01863909,0.01642271
120.00000000,0.00070778,0.02122300,0.01733792
150.00000000,0.00148749,0.02353891,0.01774598
180.00000000,0.00200465,0.02494264,0.01796281
210.00000000,0.00245326,0.02585486,0.01804422
240.00000000,0.00279986,0.02655700,0.01810633
270.00000000,0.00312534,0.02682580,0.01810904
300.00000000,0.00331531,0.02685006,0.01818750
330.00000000,0.00340927,0.02689185,0.01819792
360.00000000,0.00342856,0.02691534,0.01819813
390.00000000,0.00343807,0.02692384,0.01819816
420.00000000,0.00350853,0.02692983,0.01823352
450.00000000,0.00353385,0.02693459,0.01824164
480.00000000,0.00362068,0.02702238,0.01824164
510.00000000,0.00373777,0.02711634,0.01824292
540.00000000,0.00388218,0.02721143,0.01824805
570.00000000,0.00391068,0.02723903,0.01824806
600.00000000,0.00392983,0.02728317,0.01825320
630.00000000,0.00393197,0.02728319,0.01825491
660.00000000,0.00393807,0.02728321,0.01826040
690.00000000,0.00393869,0.02728412,0.01826346
720.00000000,0.00395035,0.02732956,0.01827452
750.00000000,0.00399088,0.02740669,0.01828036
780.00000000,0.00400655,0.02743805,0.01828305
810.00000000,0.00401701,0.02752002,0.01831693
840.00000000,0.00402472,0.02755919,0.01832905
870.00000000,0.00402824,0.02764309,0.01838210
900.00000000,0.00403445,0.02777447,0.01846257
930.00000000,0.00403695,0.02789434,0.01855032
960.00000000,0.00406469,0.02803710,0.01859496
990.00000000,0.00408409,0.02811497,0.01861449
1020.00000000,0.00409560,0.02827966,0.01870362
1050.00000000,0.00409703,0.02864491,0.01911601
1080.00000000,0.00413828,0.02892444,0.01922203
1110.00000000,0.00425029,0.02923347,0.01927097
1140.00000000,0.00441725,0.02956455,0.01929879
1170.00000000,0.00445958,0.02964291,0.01930429
1200.00000000,0.00446390,0.02968253,0.01932206
1230.00000000,0.00446429,0.02972737,0.01937566
1260.00000000,0.00446512,0.02974445,0.01938604
1290.00000000,0.00448958,0.02980656,0.01939465
1320.00000000,0.00459226,0.02993344,0.01939593
1350.00000000,0.00478739,0.03006304,0.01940261
1380.00000000,0.00497918,0.03009167,0.01947482
1410.00000000,0.00508513,0.03011108,0.01950949
1440.00000000,0.00514218,0.03011232,0.01955097
1470.00000000,0.00515051,0.03011249,0.01956190
1500.00000000,0.00518481,0.03011397,0.01958346
1530.00000000,0.00519079,0.03015608,0.01966330
1560.00000000,0.00519134,0.03027683,0.01976829
1590.00000000,0.00519834,0.03036166,0.01981138
1620.00000000,0.00521324,0.03043305,0.01983245
1650.00000000,0.00524316,0.03046400,0.01983246
1680.00000000,0.00527153,0.03050431,0.01983350
1710.00000000,0.00530879,0.03059190,0.01984410
1740.00000000,0.00532055,0.03064493,0.01985894
1770.00000000,0.00532834,0.03069377,0.01987657
1800.00000000,0.00537225,0.03089368,0.01993300
1830.00000000,0.00538808,0.03095054,0.01994568
1860.00000000,0.00539417,0.03101369,0.01997571
1890.00000000,0.00541958,0.03111411,0.02000051
1920.00000000,0.00545353,0.03120343,0.02001365
1950.00000000,0.00549141,0.03130194,0.02002786
1980.00000000,0.00549408,0.03136191,0.02006521
2010.00000000,0.00552025,0.03144360,0.02008059
2040.00000000,0.00554716,0.03151610,0.02009167
2070.00000000,0.00558014,0.03155307,0.02009178
2100.00000000,0.00562923,0.03159673,0.02009194
2130.00000000,0.00567834,0.03162737,0.02009411
2160.00000000,0.00571448,0.03169313,0.02009851
2190.00000000,0.00582412,0.03174421,0.02010955
2220.00000000,0.00587689,0.03176241,0.02011854
2250.00000000,0.00592316,0.03176513,0.02018997
2280.00000000,0.00593598,0.03180598,0.02028939
2310.00000000,0.00595172,0.03185148,0.02040415
2340.00000000,0.00598097,0.03187306,0.02050524
2370.00000000,0.00599281,0.03189411,0.02056971
2400.00000000,0.00599408,0.03194830,0.02060859
2430.00000000,0.00599466,0.03204696,0.02069274
2460.00000000,0.00602290,0.03226926,0.02078480
2490.00000000,0.00608699,0.03241762,0.02080223
2520.00000000,0.00615542,0.03249608,0.02080257
2550.00000000,0.00622276,0.03251789,0.02081508
2580.00000000,0.00624007,0.03252038,0.02084801
2610.00000000,0.00624646,0.03254388,0.02090239
2640.00000000,0.00624972,0.03258116,0.02092088
2670.00000000,0.00626249,0.03260572,0.02092279
2700.00000000,0.00632572,0.03269852,0.02092562
2730.00000000,0.00637251,0.03290311,0.02098132
2760.00000000,0.00640425,0.03296941,0.02098761
2790.00000000,0.00645952,0.03302409,0.02098761
2820.00000000,0.00646767,0.03303167,0.02098762
2850.00000000,0.00646842,0.03303934,0.02099125
2880.00000000,0.00647959,0.03307734,0.02099921
2910.00000000,0.00648604,0.03309738,0.02100296
2940.00000000,0.00648877,0.03310618,0.02100469
2970.00000000,0.00649004,0.03311238,0.02100655
3000.00000000,0.00649027,0.03311305,0.02100666
3030.00000000,0.00649112,0.03311370,0.02100964
3060.00000000,0.00650812,0.03313510,0.02100989
3090.00000000,0.00651584,0.03313816,0.02101094
3120.00000000,0.00652001,0.03313849,0.02101777
3150.00000000,0.00652009,0.03314256,0.02102307
