times, live_std, apoptotic_std, necrotic_std
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,1.70000000,0.00000000,0.00000000
60.00000000,3.03315018,0.00000000,0.00000000
90.00000000,3.77359245,0.00000000,0.00000000
120.00000000,3.13687743,0.00000000,0.00000000
150.00000000,3.88458492,0.00000000,0.00000000
180.00000000,4.41021541,0.00000000,0.00000000
210.00000000,3.99499687,0.00000000,0.00000000
240.00000000,3.95600809,0.00000000,0.00000000
270.00000000,4.58366665,0.00000000,0.00000000
300.00000000,3.96988665,0.00000000,0.00000000
330.00000000,4.80000000,0.00000000,0.00000000
360.00000000,4.85386444,0.00000000,0.00000000
390.00000000,6.22575297,0.00000000,0.00000000
420.00000000,6.91375441,0.00000000,0.00000000
450.00000000,6.96347614,0.00000000,0.00000000
480.00000000,7.80320447,0.00000000,0.00000000
510.00000000,7.90506167,0.00000000,0.00000000
540.00000000,8.32826513,0.00000000,0.00000000
570.00000000,8.49705831,0.00000000,0.00000000
600.00000000,8.33306666,0.00000000,0.00000000
630.00000000,9.53991614,0.00000000,0.00000000
660.00000000,10.93434955,0.00000000,0.00000000
690.00000000,10.24158191,0.00000000,0.00000000
720.00000000,9.18477000,0.00000000,0.00000000
750.00000000,8.93084542,0.00000000,0.00000000
780.00000000,7.60854782,0.00000000,0.00000000
810.00000000,9.07524104,0.00000000,0.00000000
840.00000000,10.23962890,0.00000000,0.00000000
870.00000000,9.49947367,0.00000000,0.00000000
900.00000000,12.29796731,0.00000000,0.00000000
930.00000000,12.70275561,0.00000000,0.00000000
960.00000000,13.58086890,0.00000000,0.00000000
990.00000000,14.35304846,0.00000000,0.00000000
1020.00000000,17.28843544,0.00000000,0.00000000
1050.00000000,18.21784839,0.00000000,0.00000000
1080.00000000,18.68689380,0.00000000,0.00000000
1110.00000000,19.12589867,0.00000000,0.00000000
1140.00000000,20.65938044,0.00000000,0.00000000
1170.00000000,22.67950617,0.00000000,0.00000000
1200.00000000,24.72731283,0.00000000,0.00000000
1230.00000000,25.11752376,0.00000000,0.00000000
1260.00000000,25.36552779,0.00000000,0.00000000
1290.00000000,27.25820977,0.00000000,0.00000000
1320.00000000,27.91791539,0.00000000,0.00000000
1350.00000000,27.10073800,0.00000000,0.00000000
1380.00000000,27.19926470,0.00000000,0.00000000
1410.00000000,27.80359689,0.00000000,0.00000000
1440.00000000,30.35061779,0.00000000,0.00000000
1470.00000000,30.36922785,0.00000000,0.00000000
1500.00000000,29.80268444,0.00000000,0.00000000
1530.00000000,29.83554927,0.00000000,0.00000000
1560.00000000,29.43891982,0.00000000,0.00000000
1590.00000000,29.05253862,0.00000000,0.00000000
1620.00000000,30.14630989,0.00000000,0.00000000
1650.00000000,31.72522656,0.00000000,0.00000000
1680.00000000,31.58417325,0.00000000,0.00000000
1710.00000000,32.32089108,0.00000000,0.00000000
1740.00000000,33.19051069,0.00000000,0.00000000
1770.00000000,35.18010802,0.00000000,0.00000000
1800.00000000,35.38982905,0.00000000,0.00000000
1830.00000000,38.18428996,0.00000000,0.00000000
1860.00000000,39.04919974,0.00000000,0.00000000
