times, tumor_cell_fraction_error
0.00000000,0.00000000
30.00000000,0.00030808
60.00000000,0.00046014
90.00000000,0.00061592
120.00000000,0.00100395
150.00000000,0.00232536
180.00000000,0.00362263
210.00000000,0.00398860
240.00000000,0.00410113
270.00000000,0.00421775
300.00000000,0.00428246
330.00000000,0.00450556
360.00000000,0.00451531
390.00000000,0.00451672
420.00000000,0.00462857
450.00000000,0.00463273
480.00000000,0.00489650
510.00000000,0.00586033
540.00000000,0.00712636
570.00000000,0.00870372
600.00000000,0.00952581
630.00000000,0.00966981
660.00000000,0.00991898
690.00000000,0.01011161
720.00000000,0.01011556
750.00000000,0.01015458
780.00000000,0.01017516
810.00000000,0.01017898
840.00000000,0.01024321
870.00000000,0.01069245
900.00000000,0.01074440
930.00000000,0.01077535
960.00000000,0.01181136
990.00000000,0.01225496
1020.00000000,0.01288396
1050.00000000,0.01324992
1080.00000000,0.01351978
1110.00000000,0.01359459
1140.00000000,0.01421074
1170.00000000,0.01451252
1200.00000000,0.01465031
1230.00000000,0.01481820
1260.00000000,0.01546135
1290.00000000,0.01569279
1320.00000000,0.01574854
1350.00000000,0.01576325
1380.00000000,0.01582163
1410.00000000,0.01585874
1440.00000000,0.01596505
1470.00000000,0.01606948
1500.00000000,0.01628384
1530.00000000,0.01652879
1560.00000000,0.01657641
1590.00000000,0.01691163
1620.00000000,0.01710408
1650.00000000,0.01741615
1680.00000000,0.01774077
1710.00000000,0.01802963
1740.00000000,0.01809042
1770.00000000,0.01815572
1800.00000000,0.01815591
1830.00000000,0.01815788
1860.00000000,0.01826870
1890.00000000,0.01827184
1920.00000000,0.01837114
1950.00000000,0.01843114
1980.00000000,0.01845985
2010.00000000,0.01847259
2040.00000000,0.01851295
2070.00000000,0.01851300
2100.00000000,0.01875349
2130.00000000,0.01880020
2160.00000000,0.01902484
2190.00000000,0.01937598
2220.00000000,0.01960682
2250.00000000,0.01980332
2280.00000000,0.01987447
2310.00000000,0.02004459
2340.00000000,0.02006855
2370.00000000,0.02026540
2400.00000000,0.02043493
2430.00000000,0.02067142
2460.00000000,0.02115961
2490.00000000,0.02165192
2520.00000000,0.02184200
2550.00000000,0.02191636
2580.00000000,0.02218403
2610.00000000,0.02238311
2640.00000000,0.02265976
2670.00000000,0.02289482
2700.00000000,0.02315152
2730.00000000,0.02332706
2760.00000000,0.02352006
2790.00000000,0.02376068
2820.00000000,0.02376128
2850.00000000,0.02376152
2880.00000000,0.02376376
2910.00000000,0.02376387
2940.00000000,0.02380425
2970.00000000,0.02382996
3000.00000000,0.02385828
3030.00000000,0.02387874
3060.00000000,0.02388711
3090.00000000,0.02391684
3120.00000000,0.02391925
3150.00000000,0.02392497
3180.00000000,0.02401659
3210.00000000,0.02402000
3240.00000000,0.02404257
3270.00000000,0.02410617
3300.00000000,0.02413107
3330.00000000,0.02413736
3360.00000000,0.02418054
3390.00000000,0.02418890
3420.00000000,0.02418956
3450.00000000,0.02419418
3480.00000000,0.02420294
3510.00000000,0.02424142
3540.00000000,0.02424667
3570.00000000,0.02424671
3600.00000000,0.02425898
