times, tumor_cell_fraction_error
0.00000000,0.00000000
30.00000000,0.00004328
60.00000000,0.00013936
90.00000000,0.00038808
120.00000000,0.00038833
150.00000000,0.00040503
180.00000000,0.00053223
210.00000000,0.00097276
240.00000000,0.00212459
270.00000000,0.00313574
300.00000000,0.00503537
330.00000000,0.00773546
360.00000000,0.01016639
390.00000000,0.01155634
420.00000000,0.01252975
450.00000000,0.01321115
480.00000000,0.01496743
510.00000000,0.01710890
540.00000000,0.01728544
570.00000000,0.01736450
600.00000000,0.01740750
630.00000000,0.01758940
660.00000000,0.01772033
690.00000000,0.01810125
720.00000000,0.01825037
750.00000000,0.01833764
780.00000000,0.01867033
810.00000000,0.01869891
840.00000000,0.01875305
870.00000000,0.01878547
900.00000000,0.01885180
930.00000000,0.01922058
960.00000000,0.01922515
990.00000000,0.01926327
1020.00000000,0.01937376
1050.00000000,0.01976835
1080.00000000,0.01977692
1110.00000000,0.01988972
1140.00000000,0.01989042
1170.00000000,0.02021077
1200.00000000,0.02073343
1230.00000000,0.02171060
1260.00000000,0.02277249
1290.00000000,0.02345306
1320.00000000,0.02469767
1350.00000000,0.02574352
1380.00000000,0.02682538
1410.00000000,0.02714189
1440.00000000,0.02748933
1470.00000000,0.02829318
1500.00000000,0.02863763
1530.00000000,0.02882280
1560.00000000,0.02914507
1590.00000000,0.02965204
1620.00000000,0.02976731
1650.00000000,0.02993779
1680.00000000,0.03011968
1710.00000000,0.03013909
1740.00000000,0.03016729
1770.00000000,0.03017675
1800.00000000,0.03019023
1830.00000000,0.03022549
1860.00000000,0.03027364
1890.00000000,0.03031057
1920.00000000,0.03032519
1950.00000000,0.03033414
1980.00000000,0.03033505
2010.00000000,0.03033944
2040.00000000,0.03067100
2070.00000000,0.03069232
2100.00000000,0.03104236
2130.00000000,0.03117092
2160.00000000,0.03117287
2190.00000000,0.03118675
2220.00000000,0.03119560
2250.00000000,0.03119968
2280.00000000,0.03137714
2310.00000000,0.03168553
2340.00000000,0.03178713
2370.00000000,0.03184181
2400.00000000,0.03191451
2430.00000000,0.03192825
2460.00000000,0.03193844
2490.00000000,0.03195647
2520.00000000,0.03206940
2550.00000000,0.03212619
2580.00000000,0.03213147
2610.00000000,0.03213376
2640.00000000,0.03217335
2670.00000000,0.03230184
2700.00000000,0.03237891
2730.00000000,0.03238604
2760.00000000,0.03239330
2790.00000000,0.03245321
2820.00000000,0.03246531
2850.00000000,0.03246568
2880.00000000,0.03250656
2910.00000000,0.03255047
2940.00000000,0.03271295
2970.00000000,0.03281414
3000.00000000,0.03293081
3030.00000000,0.03313123
3060.00000000,0.03330257
3090.00000000,0.03334994
3120.00000000,0.03340880
3150.00000000,0.03343555
3180.00000000,0.03343579
3210.00000000,0.03348351
3240.00000000,0.03356350
3270.00000000,0.03356482
3300.00000000,0.03356706
3330.00000000,0.03358842
3360.00000000,0.03359240
3390.00000000,0.03360211
3420.00000000,0.03360418
3450.00000000,0.03362099
3480.00000000,0.03365676
3510.00000000,0.03369017
3540.00000000,0.03376310
3570.00000000,0.03390718
3600.00000000,0.03395173
