times, tumor_cell_fraction_error
0.00000000,0.00003221
30.00000000,0.00003538
60.00000000,0.00006519
90.00000000,0.00006986
120.00000000,0.00007006
150.00000000,0.00007007
180.00000000,0.00008170
210.00000000,0.00011821
240.00000000,0.00012749
270.00000000,0.00017153
300.00000000,0.00027674
330.00000000,0.00032135
360.00000000,0.00041752
390.00000000,0.00042784
420.00000000,0.00055511
450.00000000,0.00055846
480.00000000,0.00056478
510.00000000,0.00061851
540.00000000,0.00063317
570.00000000,0.00077447
600.00000000,0.00078816
630.00000000,0.00080288
660.00000000,0.00084398
690.00000000,0.00092350
720.00000000,0.00104156
750.00000000,0.00104302
780.00000000,0.00105724
810.00000000,0.00117115
840.00000000,0.00124107
870.00000000,0.00127657
900.00000000,0.00144083
930.00000000,0.00146342
960.00000000,0.00146342
990.00000000,0.00148305
1020.00000000,0.00150577
1050.00000000,0.00150580
1080.00000000,0.00154914
1110.00000000,0.00155049
1140.00000000,0.00155917
1170.00000000,0.00159698
1200.00000000,0.00159930
1230.00000000,0.00160153
1260.00000000,0.00161021
1290.00000000,0.00170555
1320.00000000,0.00178335
1350.00000000,0.00181905
1380.00000000,0.00182399
1410.00000000,0.00183867
1440.00000000,0.00183867
1470.00000000,0.00191170
1500.00000000,0.00204327
1530.00000000,0.00218193
1560.00000000,0.00226044
1590.00000000,0.00232824
1620.00000000,0.00235226
1650.00000000,0.00237927
1680.00000000,0.00238455
1710.00000000,0.00239047
1740.00000000,0.00240140
1770.00000000,0.00244596
1800.00000000,0.00255217
1830.00000000,0.00271381
1860.00000000,0.00283327
1890.00000000,0.00293010
1920.00000000,0.00304011
1950.00000000,0.00316823
1980.00000000,0.00329449
2010.00000000,0.00356322
2040.00000000,0.00385232
2070.00000000,0.00421721
2100.00000000,0.00463048
2130.00000000,0.00484925
2160.00000000,0.00498076
2190.00000000,0.00501844
2220.00000000,0.00506521
2250.00000000,0.00511955
2280.00000000,0.00521685
2310.00000000,0.00534354
2340.00000000,0.00543250
2370.00000000,0.00546972
2400.00000000,0.00548420
2430.00000000,0.00548486
2460.00000000,0.00550891
2490.00000000,0.00550893
2520.00000000,0.00551519
2550.00000000,0.00551776
2580.00000000,0.00552242
2610.00000000,0.00553376
2640.00000000,0.00553457
2670.00000000,0.00553498
2700.00000000,0.00553593
2730.00000000,0.00553903
2760.00000000,0.00554192
2790.00000000,0.00554424
2820.00000000,0.00554481
2850.00000000,0.00557739
2880.00000000,0.00559691
2910.00000000,0.00559812
2940.00000000,0.00559936
2970.00000000,0.00560101
3000.00000000,0.00561149
3030.00000000,0.00562396
3060.00000000,0.00564370
3090.00000000,0.00564376
3120.00000000,0.00564995
3150.00000000,0.00565000
3180.00000000,0.00565095
3210.00000000,0.00565105
3240.00000000,0.00565860
3270.00000000,0.00566394
3300.00000000,0.00566858
3330.00000000,0.00566880
3360.00000000,0.00568240
3390.00000000,0.00568534
3420.00000000,0.00571151
3450.00000000,0.00576269
3480.00000000,0.00580621
3510.00000000,0.00581059
3540.00000000,0.00581209
3570.00000000,0.00581213
3600.00000000,0.00583392
