times, tumor_cell_fraction_error
0.00000000,0.00000000
30.00000000,0.00928705
60.00000000,0.01460879
90.00000000,0.01492702
120.00000000,0.01708270
150.00000000,0.01863512
180.00000000,0.02771177
210.00000000,0.04288616
240.00000000,0.06119579
270.00000000,0.08289771
300.00000000,0.11553026
330.00000000,0.13933939
360.00000000,0.16804924
390.00000000,0.19360560
420.00000000,0.20825550
450.00000000,0.21604225
480.00000000,0.21910448
510.00000000,0.22640010
540.00000000,0.22848756
570.00000000,0.23282104
600.00000000,0.24108583
630.00000000,0.24470731
660.00000000,0.24720749
690.00000000,0.24916005
720.00000000,0.25253395
750.00000000,0.26185188
780.00000000,0.28070427
810.00000000,0.29760000
840.00000000,0.30819016
870.00000000,0.31810684
900.00000000,0.32501259
930.00000000,0.33413934
960.00000000,0.34327730
990.00000000,0.35141180
1020.00000000,0.35970258
1050.00000000,0.37055666
1080.00000000,0.38979196
1110.00000000,0.40316594
1140.00000000,0.41134419
1170.00000000,0.41457310
1200.00000000,0.42720063
1230.00000000,0.44013482
1260.00000000,0.45650964
1290.00000000,0.46684022
1320.00000000,0.47242253
1350.00000000,0.47970813
1380.00000000,0.49329505
1410.00000000,0.50547944
1440.00000000,0.51417819
1470.00000000,0.51960136
1500.00000000,0.52532781
1530.00000000,0.52702518
1560.00000000,0.52912657
1590.00000000,0.53165663
1620.00000000,0.53433727
1650.00000000,0.53484749
1680.00000000,0.53683315
1710.00000000,0.53696778
1740.00000000,0.53741018
1770.00000000,0.54108502
1800.00000000,0.54960744
1830.00000000,0.55813789
1860.00000000,0.56544715
1890.00000000,0.57916045
1920.00000000,0.60026282
1950.00000000,0.61543933
1980.00000000,0.62854305
2010.00000000,0.64046118
2040.00000000,0.65507113
2070.00000000,0.66404473
2100.00000000,0.66808902
2130.00000000,0.67331281
2160.00000000,0.67733786
2190.00000000,0.67834091
2220.00000000,0.68215575
2250.00000000,0.68545351
2280.00000000,0.69015594
2310.00000000,0.69837194
2340.00000000,0.69838139
2370.00000000,0.69929198
2400.00000000,0.69960190
2430.00000000,0.70154696
2460.00000000,0.70433549
2490.00000000,0.70496507
2520.00000000,0.70785328
2550.00000000,0.71229860
2580.00000000,0.71626687
2610.00000000,0.72649143
2640.00000000,0.73222876
2670.00000000,0.73489393
2700.00000000,0.73580936
2730.00000000,0.73629385
2760.00000000,0.74084642
2790.00000000,0.74437503
2820.00000000,0.74886397
2850.00000000,0.75123459
2880.00000000,0.75378685
2910.00000000,0.75847861
2940.00000000,0.76337718
2970.00000000,0.76982852
3000.00000000,0.77217105
3030.00000000,0.77249935
3060.00000000,0.77625785
3090.00000000,0.77813714
3120.00000000,0.77877682
3150.00000000,0.77877873
3180.00000000,0.77913899
3210.00000000,0.78348080
3240.00000000,0.78484405
3270.00000000,0.78583447
3300.00000000,0.78870568
3330.00000000,0.78961967
3360.00000000,0.79058583
3390.00000000,0.79329133
3420.00000000,0.79707682
3450.00000000,0.80084147
3480.00000000,0.80157364
3510.00000000,0.80294770
3540.00000000,0.80326488
3570.00000000,0.80604918
3600.00000000,0.80725259
