times, tumor_cell_fraction_error
0.00000000,0.00000000
30.00000000,0.00122161
60.00000000,0.02804461
90.00000000,0.05546389
120.00000000,0.06972487
150.00000000,0.08094036
180.00000000,0.08958068
210.00000000,0.09176091
240.00000000,0.10003447
270.00000000,0.11359452
300.00000000,0.12985239
330.00000000,0.14412294
360.00000000,0.15786745
390.00000000,0.18704041
420.00000000,0.19974168
450.00000000,0.20487556
480.00000000,0.21612223
510.00000000,0.23628818
540.00000000,0.26293650
570.00000000,0.27537108
600.00000000,0.30067629
630.00000000,0.30362440
660.00000000,0.31894992
690.00000000,0.32166316
720.00000000,0.34383780
750.00000000,0.36239299
780.00000000,0.37177545
810.00000000,0.37740560
840.00000000,0.38660418
870.00000000,0.40026959
900.00000000,0.40971587
930.00000000,0.42587817
960.00000000,0.45323361
990.00000000,0.48234421
1020.00000000,0.50111747
1050.00000000,0.53209609
1080.00000000,0.54403896
1110.00000000,0.56030941
1140.00000000,0.56036034
1170.00000000,0.56113195
1200.00000000,0.56516401
1230.00000000,0.59301844
1260.00000000,0.63217360
1290.00000000,0.65403296
1320.00000000,0.68456077
1350.00000000,0.71646750
1380.00000000,0.73849787
1410.00000000,0.74798197
1440.00000000,0.75417517
1470.00000000,0.77326891
1500.00000000,0.79069846
1530.00000000,0.79540313
1560.00000000,0.80016139
1590.00000000,0.80997799
1620.00000000,0.81751623
1650.00000000,0.83540069
1680.00000000,0.84390139
1710.00000000,0.84831079
1740.00000000,0.85376770
1770.00000000,0.85804935
1800.00000000,0.87769492
1830.00000000,0.89084156
1860.00000000,0.90188387
1890.00000000,0.90851931
1920.00000000,0.91798332
1950.00000000,0.91996126
1980.00000000,0.92337174
2010.00000000,0.92495840
2040.00000000,0.93221149
2070.00000000,0.95184231
2100.00000000,0.96325656
2130.00000000,0.96465972
2160.00000000,0.96912809
2190.00000000,0.97527722
2220.00000000,0.98429588
2250.00000000,0.99013924
2280.00000000,0.99463581
2310.00000000,0.99584722
2340.00000000,0.99690685
2370.00000000,1.01046313
2400.00000000,1.01231828
2430.00000000,1.01378328
2460.00000000,1.01656737
2490.00000000,1.02512222
2520.00000000,1.03113358
2550.00000000,1.03219540
2580.00000000,1.03236682
2610.00000000,1.03330784
2640.00000000,1.03671851
2670.00000000,1.04176846
2700.00000000,1.04483328
2730.00000000,1.04575755
2760.00000000,1.05954312
2790.00000000,1.06455641
2820.00000000,1.07480552
2850.00000000,1.08030818
2880.00000000,1.08914787
2910.00000000,1.10352993
2940.00000000,1.10487704
2970.00000000,1.10682543
3000.00000000,1.10721681
3030.00000000,1.10890706
3060.00000000,1.11310951
3090.00000000,1.11519830
3120.00000000,1.11840582
3150.00000000,1.12001547
3180.00000000,1.12650857
3210.00000000,1.12764198
3240.00000000,1.13189387
3270.00000000,1.13821732
3300.00000000,1.14548307
3330.00000000,1.15038456
3360.00000000,1.15941024
3390.00000000,1.16522389
3420.00000000,1.16993845
3450.00000000,1.17292329
3480.00000000,1.18008627
3510.00000000,1.18878362
3540.00000000,1.20356148
3570.00000000,1.22047919
3600.00000000,1.23860877
