times, tumor_cell_fraction_error
0.00000000,0.00000000
30.00000000,0.00956815
60.00000000,0.01433544
90.00000000,0.01787913
120.00000000,0.02797469
150.00000000,0.03582556
180.00000000,0.05135188
210.00000000,0.06064039
240.00000000,0.07552921
270.00000000,0.09147408
300.00000000,0.09342922
330.00000000,0.09710247
360.00000000,0.11387975
390.00000000,0.13122390
420.00000000,0.15046734
450.00000000,0.16401397
480.00000000,0.17381469
510.00000000,0.18580524
540.00000000,0.19821971
570.00000000,0.20221326
600.00000000,0.20812577
630.00000000,0.22147005
660.00000000,0.23070953
690.00000000,0.23156379
720.00000000,0.23754942
750.00000000,0.23918815
780.00000000,0.24570865
810.00000000,0.24822466
840.00000000,0.24944933
870.00000000,0.25134088
900.00000000,0.25369206
930.00000000,0.26291011
960.00000000,0.27199265
990.00000000,0.28010455
1020.00000000,0.28691324
1050.00000000,0.29165886
1080.00000000,0.29265687
1110.00000000,0.29338614
1140.00000000,0.29473151
1170.00000000,0.30253491
1200.00000000,0.31342600
1230.00000000,0.32335008
1260.00000000,0.33480569
1290.00000000,0.35096172
1320.00000000,0.36672539
1350.00000000,0.38656083
1380.00000000,0.40803766
1410.00000000,0.42333206
1440.00000000,0.43775003
1470.00000000,0.45193940
1500.00000000,0.46416126
1530.00000000,0.47896454
1560.00000000,0.48862086
1590.00000000,0.49933603
1620.00000000,0.51075866
1650.00000000,0.51806626
1680.00000000,0.52425409
1710.00000000,0.52817656
1740.00000000,0.53132073
1770.00000000,0.53679733
1800.00000000,0.54118923
1830.00000000,0.54418103
1860.00000000,0.54588291
1890.00000000,0.54702518
1920.00000000,0.54959295
1950.00000000,0.55406289
1980.00000000,0.56166513
2010.00000000,0.56714099
2040.00000000,0.56744683
2070.00000000,0.57013822
2100.00000000,0.57971989
2130.00000000,0.58646454
2160.00000000,0.58942872
2190.00000000,0.59388605
2220.00000000,0.60235362
2250.00000000,0.60788415
2280.00000000,0.61230559
2310.00000000,0.62076072
2340.00000000,0.62504820
2370.00000000,0.62990299
2400.00000000,0.63968736
2430.00000000,0.65117396
2460.00000000,0.65748101
2490.00000000,0.65912420
2520.00000000,0.65973519
2550.00000000,0.66161995
2580.00000000,0.66343147
2610.00000000,0.66605820
2640.00000000,0.67526738
2670.00000000,0.68287747
2700.00000000,0.68523072
2730.00000000,0.68640275
2760.00000000,0.68741225
2790.00000000,0.68778682
2820.00000000,0.69056982
2850.00000000,0.69198434
2880.00000000,0.69405426
2910.00000000,0.69914960
2940.00000000,0.70287277
2970.00000000,0.70754605
3000.00000000,0.70859491
3030.00000000,0.71009320
3060.00000000,0.71039055
3090.00000000,0.71378605
3120.00000000,0.71589983
3150.00000000,0.71796378
3180.00000000,0.72070825
3210.00000000,0.72220119
3240.00000000,0.72221241
3270.00000000,0.72274748
3300.00000000,0.72445737
3330.00000000,0.72713888
3360.00000000,0.72922018
3390.00000000,0.72943997
3420.00000000,0.73007562
3450.00000000,0.73127165
3480.00000000,0.73201860
3510.00000000,0.73467423
3540.00000000,0.73811812
3570.00000000,0.74181215
3600.00000000,0.74279878
