times, tumor_cell_fraction_error
0.00000000,0.00000000
30.00000000,0.00840505
60.00000000,0.02748733
90.00000000,0.03355575
120.00000000,0.03561917
150.00000000,0.03722350
180.00000000,0.03779080
210.00000000,0.03879181
240.00000000,0.04117720
270.00000000,0.04568319
300.00000000,0.05033632
330.00000000,0.05738313
360.00000000,0.06000987
390.00000000,0.06367142
420.00000000,0.06476701
450.00000000,0.06711475
480.00000000,0.07647107
510.00000000,0.07785105
540.00000000,0.09094338
570.00000000,0.09444402
600.00000000,0.10300940
630.00000000,0.11642486
660.00000000,0.12140529
690.00000000,0.13106293
720.00000000,0.13508709
750.00000000,0.13856888
780.00000000,0.14229935
810.00000000,0.15964411
840.00000000,0.17257863
870.00000000,0.17838908
900.00000000,0.18774749
930.00000000,0.20447080
960.00000000,0.22128642
990.00000000,0.23882641
1020.00000000,0.25471048
1050.00000000,0.27202558
1080.00000000,0.29191373
1110.00000000,0.31603521
1140.00000000,0.33099194
1170.00000000,0.33850846
1200.00000000,0.34068507
1230.00000000,0.34407029
1260.00000000,0.34667392
1290.00000000,0.34886588
1320.00000000,0.35140894
1350.00000000,0.35397757
1380.00000000,0.36282827
1410.00000000,0.36438724
1440.00000000,0.36481947
1470.00000000,0.36863639
1500.00000000,0.37056597
1530.00000000,0.37474930
1560.00000000,0.37609785
1590.00000000,0.37629632
1620.00000000,0.37755353
1650.00000000,0.37880547
1680.00000000,0.38296307
1710.00000000,0.38306973
1740.00000000,0.38899564
1770.00000000,0.39500328
1800.00000000,0.39590910
1830.00000000,0.39729125
1860.00000000,0.40047761
1890.00000000,0.40406011
1920.00000000,0.41196861
1950.00000000,0.42155892
1980.00000000,0.42623735
2010.00000000,0.42919702
2040.00000000,0.42936545
2070.00000000,0.43089686
2100.00000000,0.43108802
2130.00000000,0.43143576
2160.00000000,0.43246029
2190.00000000,0.43639279
2220.00000000,0.44087490
2250.00000000,0.44326240
2280.00000000,0.44507127
2310.00000000,0.44582311
2340.00000000,0.44921022
2370.00000000,0.45489800
2400.00000000,0.45841159
2430.00000000,0.46246299
2460.00000000,0.46310274
2490.00000000,0.46493376
2520.00000000,0.47016385
2550.00000000,0.47589316
2580.00000000,0.47881749
2610.00000000,0.47973334
2640.00000000,0.48199868
2670.00000000,0.48694066
2700.00000000,0.49139194
2730.00000000,0.49505485
2760.00000000,0.49565128
2790.00000000,0.49970589
2820.00000000,0.50556500
2850.00000000,0.51391753
2880.00000000,0.52416330
2910.00000000,0.53501941
2940.00000000,0.54120381
2970.00000000,0.54760926
3000.00000000,0.55343767
3030.00000000,0.56021039
3060.00000000,0.56787975
3090.00000000,0.56876199
3120.00000000,0.57126652
3150.00000000,0.57571942
3180.00000000,0.57744836
3210.00000000,0.57975287
3240.00000000,0.58197633
3270.00000000,0.58585242
3300.00000000,0.58619157
3330.00000000,0.58762934
3360.00000000,0.58841562
3390.00000000,0.59003829
3420.00000000,0.59076873
3450.00000000,0.59255003
3480.00000000,0.59677054
3510.00000000,0.60138938
3540.00000000,0.60923403
3570.00000000,0.61684385
3600.00000000,0.62491118
