times, live_mean, apoptotic_mean, necrotic_mean
0.0,199.0,0.0,0.0
30.0,203.6,0.0,0.0
60.0,205.6,0.0,0.0
90.0,209.9,0.0,0.0
120.0,214.6,0.0,0.0
150.0,218.6,0.0,0.0
180.0,225.0,0.0,0.0
210.0,230.6,0.0,0.0
240.0,234.6,0.0,0.0
270.0,240.4,0.0,0.0
300.0,245.7,0.0,0.0
330.0,250.4,0.0,0.0
360.0,256.3,0.0,0.0
390.0,261.6,0.0,0.0
420.0,266.7,0.0,0.0
450.0,271.7,0.0,0.0
480.0,278.4,0.0,0.0
510.0,285.8,0.0,0.0
540.0,291.6,0.0,0.0
570.0,297.7,0.0,0.0
600.0,304.3,0.0,0.0
630.0,310.9,0.0,0.0
660.0,318.0,0.0,0.0
690.0,323.5,0.0,0.0
720.0,331.1,0.0,0.0
750.0,337.8,0.0,0.0
780.0,344.2,0.0,0.0
810.0,352.8,0.0,0.0
840.0,359.6,0.0,0.0
870.0,367.6,0.0,0.0
900.0,375.9,0.0,0.0
930.0,384.1,0.0,0.0
960.0,393.4,0.0,0.0
990.0,400.6,0.0,0.0
1020.0,409.2,0.0,0.0
1050.0,417.7,0.0,0.0
1080.0,425.7,0.0,0.0
1110.0,434.0,0.0,0.0
1140.0,441.9,0.0,0.0
1170.0,451.3,0.0,0.0
1200.0,460.7,0.0,0.0
1230.0,469.3,0.0,0.0
1260.0,481.5,0.0,0.0
1290.0,491.4,0.0,0.0
1320.0,501.4,0.0,0.0
1350.0,511.6,0.0,0.0
1380.0,523.6,0.0,0.0
1410.0,534.5,0.0,0.0
1440.0,547.0,0.0,0.0
1470.0,559.0,0.0,0.0
1500.0,574.0,0.0,0.0
1530.0,587.0,0.0,0.0
1560.0,599.8,0.0,0.0
1590.0,612.3,0.0,0.0
1620.0,626.1,0.0,0.0
1650.0,638.9,0.0,0.0
1680.0,652.0,0.0,0.0
1710.0,666.8,0.0,0.0
1740.0,679.5,0.0,0.0
1770.0,695.2,0.0,0.0
1800.0,711.9,0.0,0.0
1830.0,727.4,0.0,0.0
1860.0,742.4,0.0,0.0
1890.0,755.9,0.0,0.0
1920.0,770.8,0.0,0.0
1950.0,787.9,0.0,0.0
1980.0,802.4,0.0,0.0
2010.0,819.3,0.0,0.0
2040.0,836.2,0.0,0.0
2070.0,853.5,0.0,0.0
2100.0,873.2,0.0,0.0
2130.0,892.1,0.0,0.0
2160.0,910.2,0.0,0.0
2190.0,930.8,0.0,0.0
2220.0,951.2,0.0,0.0
2250.0,972.2,0.0,0.0
2280.0,995.1,0.0,0.0
2310.0,1016.6,0.0,0.0
2340.0,1037.5,0.0,0.0
2370.0,1061.9,0.0,0.0
2400.0,1084.3,0.0,0.0
2430.0,1105.6,0.0,0.0
2460.0,1130.9,0.0,0.0
2490.0,1156.4,0.0,0.0
2520.0,1177.7,0.0,0.0
2550.0,1203.1,0.0,0.0
2580.0,1231.4,0.0,0.0
2610.0,1259.0,0.0,0.0
2640.0,1285.5,0.0,0.0
2670.0,1313.0,0.0,0.0
2700.0,1341.3,0.0,0.0
2730.0,1368.6,0.0,0.0
2760.0,1398.2,0.0,0.0
2790.0,1429.6,0.0,0.0
2820.0,1461.1,0.0,0.0
2850.0,1493.2,0.0,0.0
2880.0,1528.4,0.0,0.0
2910.0,1560.9,0.0,0.0
2940.0,1595.6,0.0,0.0
2970.0,1627.2,0.0,0.0
3000.0,1662.0,0.0,0.0
3030.0,1698.2,0.0,0.0
3060.0,1734.2,0.0,0.0
3090.0,1771.0,0.0,0.0
3120.0,1808.1,0.0,0.0
3150.0,1846.4,0.0,0.0
3180.0,1882.5,0.0,0.0
3210.0,1925.0,0.0,0.0
3240.0,1968.7,0.0,0.0
3270.0,2012.7,0.0,0.0
3300.0,2056.3,0.0,0.0
3330.0,2103.4,0.0,0.0
3360.0,2154.2,0.0,0.0
3390.0,2200.0,0.0,0.0
3420.0,2252.9,0.0,0.0
3450.0,2302.3,0.0,0.0
3480.0,2354.4,0.0,0.0
3510.0,2403.0,0.0,0.0
3540.0,2456.5,0.0,0.0
3570.0,2513.3,0.0,0.0
3600.0,2568.6,0.0,0.0
