times, tumor_cell_fraction_error
0.00000000,0.00000000
30.00000000,0.01028830
60.00000000,0.02681158
90.00000000,0.04212039
120.00000000,0.04820603
150.00000000,0.05664002
180.00000000,0.06868682
210.00000000,0.07516069
240.00000000,0.08083602
270.00000000,0.08675819
300.00000000,0.09444388
330.00000000,0.10354398
360.00000000,0.11742138
390.00000000,0.12895272
420.00000000,0.14035022
450.00000000,0.15809417
480.00000000,0.17427853
510.00000000,0.18853461
540.00000000,0.19621927
570.00000000,0.20421053
600.00000000,0.21449145
630.00000000,0.22375206
660.00000000,0.22920661
690.00000000,0.24125570
720.00000000,0.25683012
750.00000000,0.26780663
780.00000000,0.28028846
810.00000000,0.29390702
840.00000000,0.30688920
870.00000000,0.31372899
900.00000000,0.32015557
930.00000000,0.32220199
960.00000000,0.33030320
990.00000000,0.33636639
1020.00000000,0.34223912
1050.00000000,0.35024848
1080.00000000,0.35963851
1110.00000000,0.36502041
1140.00000000,0.38439981
1170.00000000,0.40141948
1200.00000000,0.41425272
1230.00000000,0.42187256
1260.00000000,0.42964039
1290.00000000,0.42993073
1320.00000000,0.43081103
1350.00000000,0.43094823
1380.00000000,0.43368504
1410.00000000,0.43414482
1440.00000000,0.43558596
1470.00000000,0.43978630
1500.00000000,0.44430198
1530.00000000,0.44463222
1560.00000000,0.44919244
1590.00000000,0.45010335
1620.00000000,0.45283259
1650.00000000,0.45972636
1680.00000000,0.46729166
1710.00000000,0.47633891
1740.00000000,0.48628285
1770.00000000,0.49559319
1800.00000000,0.50455015
1830.00000000,0.51459973
1860.00000000,0.51709042
1890.00000000,0.51992035
1920.00000000,0.52105175
1950.00000000,0.52474978
1980.00000000,0.52812384
2010.00000000,0.52964073
2040.00000000,0.53230925
2070.00000000,0.53606086
2100.00000000,0.54177895
2130.00000000,0.54575258
2160.00000000,0.54751020
2190.00000000,0.55168195
2220.00000000,0.55502361
2250.00000000,0.55509527
2280.00000000,0.55734934
2310.00000000,0.56137388
2340.00000000,0.56644585
2370.00000000,0.57323878
2400.00000000,0.57735470
2430.00000000,0.58463794
2460.00000000,0.59288066
2490.00000000,0.59887996
2520.00000000,0.60407616
2550.00000000,0.61017911
2580.00000000,0.61713345
2610.00000000,0.62029866
2640.00000000,0.62160544
2670.00000000,0.62200847
2700.00000000,0.62426312
2730.00000000,0.62598208
2760.00000000,0.62776937
2790.00000000,0.63002353
2820.00000000,0.63022626
2850.00000000,0.63308236
2880.00000000,0.63463636
2910.00000000,0.63680785
2940.00000000,0.63758300
2970.00000000,0.63964245
3000.00000000,0.64130377
3030.00000000,0.64362068
3060.00000000,0.64604084
3090.00000000,0.64740545
3120.00000000,0.64765040
3150.00000000,0.64767205
3180.00000000,0.65113645
3210.00000000,0.65223726
3240.00000000,0.65523370
3270.00000000,0.65834935
3300.00000000,0.66310272
3330.00000000,0.66592778
3360.00000000,0.66647125
3390.00000000,0.66790055
3420.00000000,0.66984237
3450.00000000,0.67116593
3480.00000000,0.67284237
3510.00000000,0.67313831
3540.00000000,0.67344689
3570.00000000,0.67469940
3600.00000000,0.67615997
