times, tumor_cell_fraction_error
0.00000000,0.00000000
30.00000000,0.00310011
60.00000000,0.01479528
90.00000000,0.03424364
120.00000000,0.04611917
150.00000000,0.05345327
180.00000000,0.05416972
210.00000000,0.05540257
240.00000000,0.05816773
270.00000000,0.05998822
300.00000000,0.07448822
330.00000000,0.09205593
360.00000000,0.12431116
390.00000000,0.14450397
420.00000000,0.15172984
450.00000000,0.15340369
480.00000000,0.15786058
510.00000000,0.17980669
540.00000000,0.18922466
570.00000000,0.18991720
600.00000000,0.19480328
630.00000000,0.19505603
660.00000000,0.19758311
690.00000000,0.20927333
720.00000000,0.22280520
750.00000000,0.24614723
780.00000000,0.27180300
810.00000000,0.30417345
840.00000000,0.31922030
870.00000000,0.32375764
900.00000000,0.32786276
930.00000000,0.33648271
960.00000000,0.35842544
990.00000000,0.37320398
1020.00000000,0.38507529
1050.00000000,0.39049696
1080.00000000,0.39610865
1110.00000000,0.40331536
1140.00000000,0.40489371
1170.00000000,0.40847395
1200.00000000,0.41051905
1230.00000000,0.41750453
1260.00000000,0.42498543
1290.00000000,0.43136007
1320.00000000,0.44401216
1350.00000000,0.46299239
1380.00000000,0.48676265
1410.00000000,0.51687554
1440.00000000,0.53974494
1470.00000000,0.55789239
1500.00000000,0.56735626
1530.00000000,0.57552558
1560.00000000,0.58335702
1590.00000000,0.58925913
1620.00000000,0.59868443
1650.00000000,0.60689239
1680.00000000,0.62265230
1710.00000000,0.63272436
1740.00000000,0.63798026
1770.00000000,0.64080626
1800.00000000,0.64989149
1830.00000000,0.65613252
1860.00000000,0.65753329
1890.00000000,0.66238767
1920.00000000,0.66376082
1950.00000000,0.66579684
1980.00000000,0.66601519
2010.00000000,0.66840866
2040.00000000,0.67100750
2070.00000000,0.67216968
2100.00000000,0.67409101
2130.00000000,0.67547619
2160.00000000,0.67576292
2190.00000000,0.68418952
2220.00000000,0.68905895
2250.00000000,0.70058345
2280.00000000,0.70593823
2310.00000000,0.71013990
2340.00000000,0.71754352
2370.00000000,0.72487471
2400.00000000,0.73021129
2430.00000000,0.73244428
2460.00000000,0.73581970
2490.00000000,0.73690951
2520.00000000,0.73826581
2550.00000000,0.74106821
2580.00000000,0.74538055
2610.00000000,0.74803216
2640.00000000,0.75091891
2670.00000000,0.75218034
2700.00000000,0.75284274
2730.00000000,0.75365795
2760.00000000,0.75752074
2790.00000000,0.75845136
2820.00000000,0.76187095
2850.00000000,0.76765423
2880.00000000,0.77032256
2910.00000000,0.77703081
2940.00000000,0.78532676
2970.00000000,0.79300820
3000.00000000,0.79541643
3030.00000000,0.79795862
3060.00000000,0.79933369
3090.00000000,0.80065346
3120.00000000,0.80393285
3150.00000000,0.81041502
3180.00000000,0.81136719
3210.00000000,0.81245511
3240.00000000,0.81601402
3270.00000000,0.81931361
3300.00000000,0.82011266
3330.00000000,0.82134823
3360.00000000,0.82293554
3390.00000000,0.82529017
3420.00000000,0.82784406
3450.00000000,0.83544557
3480.00000000,0.84389877
3510.00000000,0.85826544
3540.00000000,0.86774968
3570.00000000,0.87549463
3600.00000000,0.88117941
