times, live_error
0.00000000,0.00000000
360.00000000,0.00219108
720.00000000,0.00233201
1080.00000000,0.00385086
1440.00000000,0.00859712
1800.00000000,0.03262365
2160.00000000,0.21257754
2520.00000000,0.64524228
2880.00000000,1.51279968
3240.00000000,3.42036397
3600.00000000,7.27427703
