times, Ki67_negative_std, Ki67_positive_std, apoptotic_std, necrotic_std
2370.00000000,23.30000000,24.55707637,1.67630546,0.00000000
2400.00000000,21.11302915,27.32562900,1.98997487,0.00000000
2430.00000000,21.54553318,26.95718828,2.42693222,0.00000000
2460.00000000,20.66034850,29.82549245,2.78567766,0.00000000
2490.00000000,20.75572210,31.02515109,3.75366488,0.00000000
2520.00000000,19.56118606,31.95058685,3.79473319,0.00000000
2550.00000000,21.01642215,33.31666250,3.65513338,0.00000000
2580.00000000,22.19662136,32.52091635,4.52106182,0.00000000
2610.00000000,18.90502579,36.41647979,4.05092582,0.00000000
2640.00000000,15.88867521,36.37430412,3.69459064,0.00000000
2670.00000000,18.52025918,38.33288406,3.59026461,0.00000000
2700.00000000,20.42082271,38.83864055,3.29393382,0.00000000
2730.00000000,18.55262785,40.12480530,2.92574777,0.00000000
2760.00000000,19.04232129,40.49506143,2.75862284,0.00000000
2790.00000000,19.92611352,40.42573438,3.38378486,0.00000000
2820.00000000,19.89195817,41.17086348,3.29393382,0.00000000
2850.00000000,20.93824252,42.29669018,3.31058907,0.00000000
2880.00000000,20.52340128,45.41376443,4.10000000,0.00000000
2910.00000000,27.04514744,44.51842315,3.98120585,0.00000000
2940.00000000,26.45543422,45.55041163,3.46554469,0.00000000
2970.00000000,31.45727261,45.17255804,4.40908154,0.00000000
3000.00000000,30.98322127,45.06395455,4.23792402,0.00000000
3030.00000000,30.81233519,48.79026542,3.60693776,0.00000000
3060.00000000,29.33598473,50.96125980,2.76405499,0.00000000
3090.00000000,27.89067945,52.69876659,2.82134720,0.00000000
3120.00000000,34.24105723,52.65443951,3.96106046,0.00000000
3150.00000000,32.73591300,55.46359166,4.00000000,0.00000000
3180.00000000,30.08803749,59.67252299,4.72863617,0.00000000
3210.00000000,33.52148565,59.51840052,4.52658812,0.00000000
3240.00000000,32.87613116,62.70287075,4.51220567,0.00000000
3270.00000000,39.44920785,59.11421149,4.23792402,0.00000000
3300.00000000,39.12045501,58.02206477,4.67332858,0.00000000
3330.00000000,40.70393101,58.86628916,5.07543102,0.00000000
3360.00000000,40.48814641,62.76057680,5.66127194,0.00000000
3390.00000000,40.50444420,64.14826576,5.23545605,0.00000000
3420.00000000,43.37153444,62.58562135,4.81663783,0.00000000
3450.00000000,45.91524801,64.94836411,4.83735465,0.00000000
3480.00000000,46.81976079,67.97470118,5.16139516,0.00000000
3510.00000000,42.98418314,71.96082267,6.63324958,0.00000000
3540.00000000,41.20497543,73.21126962,6.38435588,0.00000000
3570.00000000,41.77092290,77.21424739,6.34113554,0.00000000
3600.00000000,41.65765236,79.38639682,5.85149554,0.00000000
